year,male,female,total
2019,1908,1642,3550
2020,1918,1654,3572
2021,1930,1666,3596
2022,1942,1678,3620
2023,1956,1690,3646
2024,1968,1701,3669
2025,1980,1712,3692
2026,1990,1721,3711
2027,1998,1730,3728
2028,2004,1737,3741
2029,2006,1744,3750
2030,2006,1748,3754
2031,2003,1754,3757
2032,1999,1759,3758
2033,1992,1764,3756
2034,1984,1766,3750
2035,1979,1773,3752
2036,1968,1771,3739
2037,1956,1767,3723
2038,1943,1763,3706
2039,1927,1757,3684
2040,1912,1751,3663
2041,1898,1747,3645
2042,1887,1737,3624
2043,1873,1728,3601
2044,1854,1720,3574
2045,1841,1717,3558
2046,1824,1707,3531
2047,1807,1697,3504
2048,1790,1689,3479
2049,1775,1680,3455
2050,1759,1669,3428
2051,1742,1656,3398
2052,1725,1642,3367
2053,1706,1627,3333
2054,1687,1613,3300
2055,1670,1599,3269
2056,1652,1585,3237
2057,1633,1571,3204
2058,1615,1557,3172
2059,1594,1543,3137
2060,1574,1529,3103
2061,1553,1510,3063
2062,1531,1495,3026
2063,1509,1478,2987
2064,1486,1461,2947
2065,1463,1445,2908
