year,male,female,total
2019,15066,15004,30070
2020,15081,15043,30124
2021,15087,15080,30167
2022,15085,15116,30201
2023,15074,15145,30219
2024,15055,15168,30223
2025,15041,15191,30232
2026,15020,15208,30228
2027,14989,15215,30204
2028,14949,15213,30162
2029,14896,15199,30095
2030,14833,15176,30009
2031,14755,15141,29896
2032,14668,15095,29763
2033,14568,15038,29606
2034,14457,14972,29429
2035,14352,14911,29263
2036,14237,14844,29081
2037,14116,14767,28883
2038,13984,14683,28667
2039,13842,14589,28431
2040,13698,14485,28183
2041,13546,14375,27921
2042,13385,14254,27639
2043,13225,14130,27355
2044,13063,13997,27060
2045,12910,13873,26783
2046,12755,13744,26499
2047,12599,13607,26206
2048,12440,13467,25907
2049,12274,13318,25592
2050,12111,13166,25277
2051,11946,13004,24950
2052,11780,12837,24617
2053,11617,12670,24287
2054,11456,12496,23952
2055,11305,12339,23644
2056,11149,12174,23323
2057,10993,12005,22998
2058,10838,11834,22672
2059,10677,11659,22336
2060,10515,11484,21999
2061,10355,11307,21662
2062,10190,11127,21317
2063,10020,10944,20964
2064,9850,10759,20609
2065,9687,10589,20276
