year,male,female,total
2019,21556,20604,42160
2020,21491,20603,42094
2021,21426,20595,42021
2022,21354,20576,41930
2023,21279,20555,41834
2024,21195,20527,41722
2025,21119,20507,41626
2026,21038,20476,41514
2027,20951,20439,41390
2028,20851,20389,41240
2029,20742,20332,41074
2030,20627,20265,40892
2031,20504,20187,40691
2032,20369,20100,40469
2033,20224,20000,40224
2034,20067,19889,39956
2035,19922,19791,39713
2036,19767,19681,39448
2037,19599,19558,39157
2038,19416,19422,38838
2039,19227,19278,38505
2040,19026,19120,38146
2041,18809,18946,37755
2042,18583,18763,37346
2043,18354,18570,36924
2044,18118,18369,36487
2045,17899,18188,36087
2046,17674,17996,35670
2047,17446,17797,35243
2048,17211,17588,34799
2049,16974,17369,34343
2050,16735,17146,33881
2051,16493,16923,33416
2052,16250,16694,32944
2053,16005,16464,32469
2054,15759,16233,31992
2055,15529,16017,31546
2056,15297,15802,31099
2057,15066,15586,30652
2058,14833,15367,30200
2059,14601,15141,29742
2060,14366,14917,29283
2061,14127,14693,28820
2062,13892,14467,28359
2063,13658,14246,27904
2064,13428,14024,27452
2065,13206,13814,27020
