year,male,female,total
2019,7495,5594,13089
2020,7486,5610,13096
2021,7479,5626,13105
2022,7469,5637,13106
2023,7454,5646,13100
2024,7438,5654,13092
2025,7423,5664,13087
2026,7406,5674,13080
2027,7387,5681,13068
2028,7364,5687,13051
2029,7333,5692,13025
2030,7295,5693,12988
2031,7252,5695,12947
2032,7206,5695,12901
2033,7155,5690,12845
2034,7102,5681,12783
2035,7052,5677,12729
2036,6993,5666,12659
2037,6926,5651,12577
2038,6854,5635,12489
2039,6780,5614,12394
2040,6706,5589,12295
2041,6627,5561,12188
2042,6544,5535,12079
2043,6457,5505,11962
2044,6370,5469,11839
2045,6289,5438,11727
2046,6205,5403,11608
2047,6118,5365,11483
2048,6032,5325,11357
2049,5946,5282,11228
2050,5857,5237,11094
2051,5768,5190,10958
2052,5680,5142,10822
2053,5590,5092,10682
2054,5499,5039,10538
2055,5414,4992,10406
2056,5328,4938,10266
2057,5242,4887,10129
2058,5160,4829,9989
2059,5075,4770,9845
2060,4992,4712,9704
2061,4908,4649,9557
2062,4826,4587,9413
2063,4744,4523,9267
2064,4664,4460,9124
2065,4588,4400,8988
