year,age_range,male,female,total
2019,0-4,189,176,365
2019,5-9,174,146,320
2019,10-14,246,215,461
2019,15-19,406,367,773
2019,20-24,491,439,930
2019,25-29,543,494,1037
2019,30-34,532,459,991
2019,35-39,587,541,1128
2019,40-44,622,584,1206
2019,45-49,649,596,1245
2019,50-54,894,683,1577
2019,55-59,1004,742,1746
2019,60-64,867,644,1511
2019,65-69,715,561,1276
2019,70-74,419,449,868
2019,75-79,381,503,884
2019,80-84,365,496,861
2019,85-89,178,335,513
2019,90-94,55,131,186
2019,95-99,8,31,39
2019,100+,1,5,6
2020,0-4,204,199,403
2020,5-9,181,143,324
2020,10-14,215,186,401
2020,15-19,354,330,684
2020,20-24,495,441,936
2020,25-29,539,483,1022
2020,30-34,532,467,999
2020,35-39,580,522,1102
2020,40-44,637,600,1237
2020,45-49,596,581,1177
2020,50-54,847,663,1510
2020,55-59,998,741,1739
2020,60-64,889,644,1533
2020,65-69,757,598,1355
2020,70-74,469,462,931
2020,75-79,332,433,765
2020,80-84,352,511,863
2020,85-89,201,341,542
2020,90-94,62,150,212
2020,95-99,12,34,46
2020,100+,0,0,0
2021,0-4,220,214,434
2021,5-9,186,156,342
2021,10-14,192,171,363
2021,15-19,316,294,610
2021,20-24,492,411,903
2021,25-29,542,483,1025
2021,30-34,534,488,1022
2021,35-39,540,492,1032
2021,40-44,634,576,1210
2021,45-49,596,593,1189
2021,50-54,778,645,1423
2021,55-59,991,742,1733
2021,60-64,923,638,1561
2021,65-69,726,623,1349
2021,70-74,559,500,1059
2021,75-79,303,385,688
2021,80-84,345,500,845
2021,85-89,212,348,560
2021,90-94,75,167,242
2021,95-99,10,35,45
2021,100+,0,0,0
2022,0-4,233,238,471
2022,5-9,185,144,329
2022,10-14,184,166,350
2022,15-19,283,262,545
2022,20-24,466,394,860
2022,25-29,549,489,1038
2022,30-34,523,491,1014
2022,35-39,544,475,1019
2022,40-44,612,557,1169
2022,45-49,586,608,1194
2022,50-54,755,625,1380
2022,55-59,935,701,1636
2022,60-64,928,686,1614
2022,65-69,787,607,1394
2022,70-74,585,531,1116
2022,75-79,292,380,672
2022,80-84,335,460,795
2022,85-89,214,360,574
2022,90-94,82,177,259
2022,95-99,14,41,55
2022,100+,0,0,0
2023,0-4,256,250,506
2023,5-9,184,157,341
2023,10-14,178,147,325
2023,15-19,260,229,489
2023,20-24,442,398,840
2023,25-29,518,460,978
2023,30-34,527,496,1023
2023,35-39,543,454,997
2023,40-44,611,564,1175
2023,45-49,581,580,1161
2023,50-54,689,623,1312
2023,55-59,903,690,1593
2023,60-64,957,713,1670
2023,65-69,775,594,1369
2023,70-74,639,556,1195
2023,75-79,308,380,688
2023,80-84,311,449,760
2023,85-89,219,360,579
2023,90-94,87,173,260
2023,95-99,17,46,63
2023,100+,0,0,0
2024,0-4,266,251,517
2024,5-9,189,176,365
2024,10-14,174,146,320
2024,15-19,246,215,461
2024,20-24,406,367,773
2024,25-29,491,439,930
2024,30-34,543,494,1037
2024,35-39,532,459,991
2024,40-44,587,541,1128
2024,45-49,612,584,1196
2024,50-54,627,596,1223
2024,55-59,862,681,1543
2024,60-64,954,719,1673
2024,65-69,809,619,1428
2024,70-74,640,531,1171
2024,75-79,352,407,759
2024,80-84,284,419,703
2024,85-89,231,361,592
2024,90-94,89,187,276
2024,95-99,21,50,71
2024,100+,0,0,0
2025,0-4,267,251,518
2025,5-9,204,199,403
2025,10-14,181,143,324
2025,15-19,215,186,401
2025,20-24,354,330,684
2025,25-29,495,441,936
2025,30-34,539,483,1022
2025,35-39,532,467,999
2025,40-44,580,522,1102
2025,45-49,626,600,1226
2025,50-54,575,581,1156
2025,55-59,818,662,1480
2025,60-64,948,721,1669
2025,65-69,831,619,1450
2025,70-74,677,565,1242
2025,75-79,394,420,814
2025,80-84,248,361,609
2025,85-89,223,373,596
2025,90-94,101,195,296
2025,95-99,24,57,81
2025,100+,0,0,0
2026,0-4,266,249,515
2026,5-9,220,214,434
2026,10-14,186,156,342
2026,15-19,192,171,363
2026,20-24,316,294,610
2026,25-29,492,411,903
2026,30-34,542,483,1025
2026,35-39,534,488,1022
2026,40-44,540,492,1032
2026,45-49,625,576,1201
2026,50-54,573,593,1166
2026,55-59,753,645,1398
2026,60-64,941,723,1664
2026,65-69,863,613,1476
2026,70-74,651,591,1242
2026,75-79,472,454,926
2026,80-84,229,322,551
2026,85-89,218,365,583
2026,90-94,107,204,311
2026,95-99,27,64,91
2026,100+,0,0,0
2027,0-4,264,247,511
2027,5-9,233,238,471
2027,10-14,185,144,329
2027,15-19,184,166,350
2027,20-24,283,262,545
2027,25-29,466,394,860
2027,30-34,549,489,1038
2027,35-39,523,491,1014
2027,40-44,544,475,1019
2027,45-49,604,557,1161
2027,50-54,561,608,1169
2027,55-59,729,625,1354
2027,60-64,890,685,1575
2027,65-69,869,661,1530
2027,70-74,706,576,1282
2027,75-79,493,482,975
2027,80-84,221,319,540
2027,85-89,212,337,549
2027,90-94,109,213,322
2027,95-99,30,68,98
2027,100+,0,0,0
2028,0-4,262,244,506
2028,5-9,256,250,506
2028,10-14,184,157,341
2028,15-19,178,147,325
2028,20-24,260,229,489
2028,25-29,442,398,840
2028,30-34,518,460,978
2028,35-39,527,496,1023
2028,40-44,543,454,997
2028,45-49,602,564,1166
2028,50-54,558,580,1138
2028,55-59,664,623,1287
2028,60-64,861,675,1536
2028,65-69,896,688,1584
2028,70-74,696,564,1260
2028,75-79,537,505,1042
2028,80-84,234,322,556
2028,85-89,199,329,528
2028,90-94,112,210,322
2028,95-99,31,67,98
2028,100+,0,0,0
2029,0-4,260,241,501
2029,5-9,266,251,517
2029,10-14,189,176,365
2029,15-19,174,146,320
2029,20-24,246,215,461
2029,25-29,406,367,773
2029,30-34,491,439,930
2029,35-39,543,494,1037
2029,40-44,532,459,991
2029,45-49,581,541,1122
2029,50-54,588,584,1172
2029,55-59,602,596,1198
2029,60-64,823,668,1491
2029,65-69,894,694,1588
2029,70-74,728,588,1316
2029,75-79,538,485,1023
2029,80-84,271,347,618
2029,85-89,182,308,490
2029,90-94,118,211,329
2029,95-99,33,74,107
2029,100+,0,0,0
2030,0-4,255,236,491
2030,5-9,267,251,518
2030,10-14,204,199,403
2030,15-19,181,143,324
2030,20-24,215,186,401
2030,25-29,354,330,684
2030,30-34,495,441,936
2030,35-39,539,483,1022
2030,40-44,532,467,999
2030,45-49,575,522,1097
2030,50-54,602,600,1202
2030,55-59,550,581,1131
2030,60-64,782,649,1431
2030,65-69,888,696,1584
2030,70-74,749,590,1339
2030,75-79,570,515,1085
2030,80-84,302,356,658
2030,85-89,159,266,425
2030,90-94,115,219,334
2030,95-99,38,77,115
2030,100+,0,0,0
2031,0-4,248,230,478
2031,5-9,266,249,515
2031,10-14,220,214,434
2031,15-19,186,156,342
2031,20-24,192,171,363
2031,25-29,316,294,610
2031,30-34,492,411,903
2031,35-39,542,483,1025
2031,40-44,534,488,1022
2031,45-49,537,492,1029
2031,50-54,600,576,1176
2031,55-59,548,593,1141
2031,60-64,719,634,1353
2031,65-69,882,698,1580
2031,70-74,778,585,1363
2031,75-79,547,538,1085
2031,80-84,362,385,747
2031,85-89,148,238,386
2031,90-94,112,213,325
2031,95-99,41,80,121
2031,100+,0,0,0
2032,0-4,241,223,464
2032,5-9,264,247,511
2032,10-14,233,238,471
2032,15-19,185,144,329
2032,20-24,184,166,350
2032,25-29,283,262,545
2032,30-34,466,394,860
2032,35-39,549,489,1038
2032,40-44,523,491,1014
2032,45-49,540,475,1015
2032,50-54,581,557,1138
2032,55-59,536,608,1144
2032,60-64,696,614,1310
2032,65-69,833,660,1493
