year,male,female,total
2019,2531,2028,4559
2020,2501,1998,4499
2021,2469,1971,4440
2022,2436,1944,4380
2023,2403,1917,4320
2024,2370,1891,4261
2025,2340,1868,4208
2026,2308,1843,4151
2027,2276,1813,4089
2028,2245,1786,4031
2029,2215,1758,3973
2030,2183,1732,3915
2031,2152,1702,3854
2032,2120,1672,3792
2033,2089,1643,3732
2034,2051,1617,3668
2035,2019,1591,3610
2036,1985,1567,3552
2037,1950,1542,3492
2038,1914,1518,3432
2039,1876,1493,3369
2040,1840,1469,3309
2041,1804,1447,3251
2042,1764,1423,3187
2043,1726,1401,3127
2044,1687,1380,3067
2045,1650,1362,3012
2046,1611,1341,2952
2047,1571,1318,2889
2048,1531,1295,2826
2049,1493,1270,2763
2050,1454,1249,2703
2051,1415,1227,2642
2052,1377,1205,2582
2053,1339,1181,2520
2054,1303,1158,2461
2055,1268,1136,2404
2056,1234,1112,2346
2057,1198,1090,2288
2058,1164,1068,2232
2059,1129,1047,2176
2060,1098,1025,2123
2061,1065,1002,2067
2062,1033,981,2014
2063,1007,960,1967
2064,980,937,1917
2065,955,915,1870
