year,male,female,total
2019,91685,92297,183982
2020,91779,92595,184374
2021,91841,92869,184710
2022,91867,93109,184976
2023,91858,93318,185176
2024,91816,93497,185313
2025,91788,93684,185472
2026,91717,93836,185553
2027,91612,93950,185562
2028,91460,94023,185483
2029,91266,94048,185314
2030,91024,94025,185049
2031,90728,93957,184685
2032,90389,93835,184224
2033,90001,93663,183664
2034,89565,93435,183000
2035,89170,93251,182421
2036,88723,93008,181731
2037,88231,92715,180946
2038,87693,92367,180060
2039,87109,91963,179072
2040,86484,91500,177984
2041,85822,90985,176807
2042,85118,90425,175543
2043,84387,89816,174203
2044,83625,89156,172781
2045,82915,88549,171464
2046,82170,87887,170057
2047,81389,87174,168563
2048,80585,86403,166988
2049,79750,85586,165336
2050,78903,84731,163634
2051,78027,83828,161855
2052,77129,82892,160021
2053,76218,81930,158148
2054,75288,80943,156231
2055,74415,80020,154435
2056,73526,79072,152598
2057,72628,78103,150731
2058,71711,77118,148829
2059,70779,76109,146888
2060,69837,75089,144926
2061,68879,74051,142930
2062,67910,73003,140913
2063,66932,71938,138870
2064,65951,70879,136830
2065,65006,69868,134874
