year,male,female,total
2019,95670,97772,193442
2020,95846,98144,193990
2021,95993,98481,194474
2022,96106,98786,194892
2023,96180,99048,195228
2024,96218,99270,195488
2025,96264,99495,195759
2026,96272,99682,195954
2027,96237,99828,196065
2028,96150,99916,196066
2029,96014,99957,195971
2030,95824,99936,195760
2031,95588,99858,195446
2032,95296,99725,195021
2033,94946,99537,194483
2034,94549,99284,193833
2035,94181,99077,193258
2036,93765,98812,192577
2037,93298,98489,191787
2038,92788,98110,190898
2039,92236,97681,189917
2040,91638,97198,188836
2041,91007,96671,187678
2042,90343,96095,186438
2043,89648,95476,185124
2044,88922,94817,183739
2045,88254,94217,182471
2046,87560,93573,181133
2047,86836,92885,179721
2048,86084,92149,178233
2049,85302,91358,176660
2050,84496,90522,175018
2051,83651,89640,173291
2052,82782,88731,171513
2053,81892,87792,169684
2054,80979,86818,167797
2055,80118,85922,166040
2056,79228,84990,164218
2057,78310,84031,162341
2058,77373,83048,160421
2059,76417,82034,158451
2060,75437,81007,156444
2061,74443,79961,154404
2062,73431,78898,152329
2063,72404,77809,150213
2064,71360,76710,148070
2065,70350,75671,146021
