統計年月,代碼,區域,戶數,人口數,人口數-男,人口數-女,0歲-男,0歲-女,1歲-男,1歲-女,2歲-男,2歲-女,3歲-男,3歲-女,4歲-男,4歲-女,5歲-男,5歲-女,6歲-男,6歲-女,7歲-男,7歲-女,8歲-男,8歲-女,9歲-男,9歲-女,10歲-男,10歲-女,11歲-男,11歲-女,12歲-男,12歲-女,13歲-男,13歲-女,14歲-男,14歲-女,15歲-男,15歲-女,16歲-男,16歲-女,17歲-男,17歲-女,18歲-男,18歲-女,19歲-男,19歲-女,20歲-男,20歲-女,21歲-男,21歲-女,22歲-男,22歲-女,23歲-男,23歲-女,24歲-男,24歲-女,25歲-男,25歲-女,26歲-男,26歲-女,27歲-男,27歲-女,28歲-男,28歲-女,29歲-男,29歲-女,30歲-男,30歲-女,31歲-男,31歲-女,32歲-男,32歲-女,33歲-男,33歲-女,34歲-男,34歲-女,35歲-男,35歲-女,36歲-男,36歲-女,37歲-男,37歲-女,38歲-男,38歲-女,39歲-男,39歲-女,40歲-男,40歲-女,41歲-男,41歲-女,42歲-男,42歲-女,43歲-男,43歲-女,44歲-男,44歲-女,45歲-男,45歲-女,46歲-男,46歲-女,47歲-男,47歲-女,48歲-男,48歲-女,49歲-男,49歲-女,50歲-男,50歲-女,51歲-男,51歲-女,52歲-男,52歲-女,53歲-男,53歲-女,54歲-男,54歲-女,55歲-男,55歲-女,56歲-男,56歲-女,57歲-男,57歲-女,58歲-男,58歲-女,59歲-男,59歲-女,60歲-男,60歲-女,61歲-男,61歲-女,62歲-男,62歲-女,63歲-男,63歲-女,64歲-男,64歲-女,65歲-男,65歲-女,66歲-男,66歲-女,67歲-男,67歲-女,68歲-男,68歲-女,69歲-男,69歲-女,70歲-男,70歲-女,71歲-男,71歲-女,72歲-男,72歲-女,73歲-男,73歲-女,74歲-男,74歲-女,75歲-男,75歲-女,76歲-男,76歲-女,77歲-男,77歲-女,78歲-男,78歲-女,79歲-男,79歲-女,80歲-男,80歲-女,81歲-男,81歲-女,82歲-男,82歲-女,83歲-男,83歲-女,84歲-男,84歲-女,85歲-男,85歲-女,86歲-男,86歲-女,87歲-男,87歲-女,88歲-男,88歲-女,89歲-男,89歲-女,90歲-男,90歲-女,91歲-男,91歲-女,92歲-男,92歲-女,93歲-男,93歲-女,94歲-男,94歲-女,95歲-男,95歲-女,96歲-男,96歲-女,97歲-男,97歲-女,98歲-男,98歲-女,99歲-男,99歲-女,100歲以上-男,100歲以上-女
2015-05,65000,新北市,1226,126,-106,232,-92,-113,110,110,-332,-232,219,129,178,231,-165,-222,-43,63,-84,-32,-51,-68,52,-43,-71,5,-48,-80,-211,-157,-97,-84,-170,-194,91,47,8,150,-294,-316,87,16,-120,-33,1,-36,-99,-118,96,118,-12,57,-267,-269,273,218,-265,-257,256,123,281,131,-446,-315,-125,-153,-131,-290,-220,-151,-96,-235,-29,72,-96,-268,11,163,248,138,-271,-83,394,247,59,125,-119,-151,94,139,-1,24,-12,-85,-26,-46,-7,-109,160,234,-86,-61,-6,-109,209,200,-250,-184,-18,23,95,32,22,261,58,-261,-153,-52,254,251,-34,67,1,-11,187,101,56,227,48,-40,-130,-37,575,706,27,19,-43,20,191,201,49,23,159,110,-86,-35,46,65,-80,-8,92,-69,-10,47,95,106,59,15,-21,-35,15,86,22,21,0,93,-53,-39,-57,16,43,6,-60,29,21,4,-14,17,30,4,-6,-26,3,44,10,1,14,8,-20,-7,20,-9,-4,1,2,1,-6,6,4,4,8,-9,-5,4,3,5
2015-05,6500100,新北市板橋區,139,24,22,2,-16,30,23,-18,-74,-16,59,23,23,20,-73,-8,40,-35,-15,40,-17,-26,36,-13,8,-9,0,19,-45,-22,-31,-25,-6,-39,11,9,18,55,-45,-71,29,23,-21,9,8,-8,0,-32,-4,-15,-50,30,-12,-64,28,31,-38,-24,46,23,31,-6,-119,-68,46,-12,-59,-58,-54,-9,7,-14,7,13,-16,-29,7,-26,34,35,-24,20,113,63,-33,-44,1,2,20,48,-35,-1,47,23,5,-29,-8,-30,67,70,-54,-50,-5,-21,62,32,-59,-27,-25,4,30,-4,-25,41,9,-71,-27,-11,9,1,45,36,-66,-27,41,37,-3,20,16,13,-34,-47,98,110,25,28,-4,10,16,44,-6,-17,39,1,-20,4,11,0,-8,2,15,13,12,0,-9,5,17,14,6,0,0,11,9,3,2,6,-10,-13,-7,15,0,-6,-3,17,6,-9,1,7,-8,-11,7,-5,-5,11,2,5,5,-1,-1,1,3,3,-4,-4,3,-2,-2,0,-2,0,2,-1,0,0,-1,0
2015-05,6500200,新北市三重區,94,-88,-44,-44,-27,-25,43,22,-14,-39,-2,32,15,4,1,-15,-16,20,0,-27,-13,-9,2,9,-22,-15,11,-6,-24,-4,-18,-25,7,6,0,7,3,8,-18,-30,-12,1,-8,-14,2,1,-25,-6,-10,13,38,-9,-72,-13,24,-3,-36,-7,37,-20,32,21,-46,-26,-12,-48,-45,22,8,-58,-39,-19,21,11,-11,-45,9,54,11,28,1,-23,-11,20,58,-18,-24,6,6,1,-14,19,22,6,-9,-23,12,1,-1,51,11,-16,-9,-20,3,23,-24,-16,12,1,-28,0,26,32,-12,-55,-8,36,37,-7,-7,32,1,-12,37,-17,-28,37,26,-10,-24,35,64,41,7,2,6,-22,9,24,-11,-3,27,32,-17,-23,0,2,3,4,5,-8,5,-9,8,17,4,1,-4,-21,-2,21,1,-5,0,18,4,-3,-4,-5,13,14,-5,-2,-2,3,1,-4,0,3,5,-2,-5,3,-1,-1,1,3,-1,-3,-3,-1,1,-1,-4,-1,2,2,2,0,1,0,-1,0,0,1
2015-05,6500300,新北市中和區,35,-229,-124,-105,-48,2,29,9,-52,-26,50,15,20,34,-30,-40,1,10,-36,-9,26,-4,-35,-24,3,6,-6,4,-33,-54,30,20,-13,-40,-12,-2,-39,-12,13,-18,-6,-12,-11,5,5,-14,-17,3,21,4,-3,11,-49,-41,33,16,-45,-18,37,4,22,8,-54,-52,-13,24,-26,-83,-41,17,45,-31,-33,24,-18,-85,11,38,-10,-10,-50,6,57,40,15,-19,-28,1,36,1,-4,-39,-34,7,16,9,2,11,-27,-10,19,-7,16,-5,21,34,-26,-17,-7,-14,-4,9,10,1,29,-28,-48,-22,43,45,-32,-23,10,-13,26,62,-24,15,46,-19,-38,-10,83,94,-11,8,-15,3,36,8,14,14,8,-3,5,30,-1,3,-4,-21,19,12,-11,5,10,17,14,4,10,5,-12,-10,-2,14,0,18,0,-13,-10,-3,-8,5,0,-5,-10,-2,1,7,20,8,-5,0,-4,-2,0,-3,2,7,-1,-4,6,4,-3,2,3,-3,0,0,1,-1,-1,2,2,1,0,0
2015-05,6500400,新北市永和區,56,-3,-18,15,-13,-28,2,23,-4,-3,12,-11,-6,13,-10,-9,-14,7,13,5,3,-16,10,0,17,6,-7,7,-23,-8,32,-2,-9,-10,-31,1,3,19,-24,-42,10,2,-4,29,5,-15,5,-5,-16,5,0,-8,10,-4,-7,8,1,-27,16,32,-4,-7,-26,-8,14,-5,-17,-25,-32,-5,31,-4,-12,-21,-35,-22,8,71,7,-8,20,-41,-14,11,-3,39,16,-25,-9,2,17,20,-16,-5,-29,-2,33,-22,18,28,-33,-24,40,-1,-43,19,41,-3,-25,13,-15,-16,-2,-2,7,-19,-18,2,34,21,-28,-16,-3,8,11,-19,7,29,-9,-30,14,-8,36,54,-16,-2,9,8,-7,9,25,-7,14,37,8,-4,7,4,-23,-2,19,-20,-2,11,0,7,11,-10,-1,-6,5,22,-3,11,-3,-1,-4,0,-2,2,7,-2,-14,3,-2,0,2,-7,-1,9,2,-3,-4,4,3,0,-2,5,-10,-1,10,-5,0,4,0,-4,-3,6,4,0,2,-4,-2,1,1,2
2015-05,6500500,新北市新莊區,113,4,-35,39,2,-21,-2,45,-46,-51,43,-4,15,38,3,-19,-48,17,25,-28,-7,9,-13,-10,2,21,-13,-20,12,-18,-48,-13,-14,-34,18,20,-19,-4,-41,1,64,-42,-38,-17,-6,23,-25,8,-3,-13,22,7,-31,-43,34,28,-58,-28,17,42,17,17,18,-31,-61,-20,21,-59,-30,-1,-45,-13,8,-14,-51,-11,35,-14,46,8,-16,53,16,-6,15,24,20,3,-16,28,26,26,0,-63,5,4,-36,16,61,2,0,24,-15,-11,4,-13,-26,-30,8,22,12,1,-32,58,40,-41,-38,-26,48,29,-30,26,-13,-29,9,25,29,32,1,1,-21,5,58,71,-12,-8,-2,-6,45,28,-7,21,13,-6,-9,-8,15,12,-17,2,26,-1,-14,-5,14,15,8,-7,-12,-1,1,3,3,1,3,8,-3,-1,6,7,-10,0,2,2,1,-7,-8,-4,9,3,-10,2,7,7,2,-4,0,2,1,0,3,-8,-3,7,2,0,0,-2,0,1,0,-1,-2,0,1,0
2015-05,6500600,新北市新店區,101,67,37,30,-20,-7,4,-6,-5,0,-1,16,0,2,13,-26,-15,7,-24,17,8,-12,6,-7,6,3,-10,-18,-18,-19,8,8,-27,-27,36,3,-1,25,-32,-14,-7,-27,0,29,11,-4,-21,-49,37,50,6,-22,-39,1,20,-5,-8,-12,19,16,12,-2,11,-21,-67,-26,32,13,-21,-6,-39,-31,37,18,-19,-41,-11,13,34,21,-28,-19,27,-18,-28,43,-8,-46,-4,12,4,24,-5,4,10,-24,-7,-30,-8,20,-8,23,22,-34,1,31,6,-27,-20,27,46,-39,-19,85,-12,-42,24,-9,20,26,-11,15,15,17,6,-23,22,-1,-28,15,26,5,8,46,25,-4,-25,16,15,-10,25,12,12,33,-6,-4,-16,-6,4,28,8,-16,18,2,12,3,-11,2,1,-11,3,21,8,-5,-8,14,-6,2,1,3,2,0,-13,2,9,13,12,-1,-11,-4,7,-5,-5,2,5,-3,3,2,-4,2,0,-2,3,-3,-1,5,0,0,2,1,2,-1,-2,-1,2,2
2015-05,6500700,新北市樹林區,57,49,-25,74,-7,6,0,-1,-20,-6,20,-6,-7,18,-9,-7,5,5,10,-10,-17,10,11,7,-11,4,-6,-5,-13,0,12,-10,-37,-26,19,10,1,4,-45,-3,13,8,-1,-14,0,-3,-2,9,5,9,2,-2,8,-13,-14,14,7,-22,2,-3,22,15,-21,-12,-25,1,-7,7,15,-30,3,0,-50,-31,27,28,-19,-9,33,2,-40,19,40,-8,5,14,3,-41,9,51,5,-10,-17,-17,-18,23,20,-14,-2,4,8,13,-25,-9,17,4,-21,0,12,-13,-2,6,20,28,-11,-3,-9,-5,32,33,-5,-11,8,4,9,11,0,-11,-12,-1,-17,9,46,17,2,-5,6,7,8,18,-2,4,4,-3,-12,-3,7,6,-8,-3,6,-5,1,5,1,8,4,-7,-2,2,-5,2,10,8,-2,-2,-5,5,-4,-3,10,5,0,-8,-8,1,0,7,6,-1,2,-1,-1,-1,-2,2,4,1,-1,0,1,-1,-1,1,-1,0,0,-1,-1,0,0,1,0,-2,-1,0
2015-05,6500800,新北市鶯歌區,33,-29,-23,-6,2,-1,-1,-9,-13,0,-6,-4,7,-2,2,0,-5,11,-6,-5,-6,-11,16,7,-1,-11,-15,4,7,-12,-13,7,2,-11,5,6,10,2,4,6,-14,-8,6,-8,-2,8,-13,6,10,-22,2,21,-23,-19,14,19,-7,-17,2,-25,12,39,-10,-15,-8,-1,1,-1,-8,-17,-8,-22,5,21,-2,-1,20,7,-14,0,2,-6,7,11,0,16,3,-6,-4,-4,13,-1,-11,11,7,-9,-14,4,9,-2,1,-7,-5,6,11,7,-17,-18,16,7,-10,4,3,-12,3,2,-10,-5,12,9,-20,7,16,8,-1,2,12,-2,5,-8,-16,7,18,16,3,6,-12,-3,5,7,-3,3,7,4,2,-10,4,9,-8,-6,0,2,-3,-5,13,5,-2,2,-8,0,5,-6,-2,6,-4,2,6,-1,-6,1,2,-5,-1,8,3,-6,-3,-1,2,5,-3,-3,2,-2,-3,4,0,-2,0,0,0,1,1,-1,-1,1,0,-1,-1,1,0,0,0,0,0,0
2015-05,6500900,新北市三峽區,52,-15,-25,10,-9,-11,5,0,-12,-22,14,17,-2,20,9,-17,-20,-6,12,1,-22,5,-2,8,-9,1,3,-16,-4,-5,-11,-4,-3,-4,1,15,-8,-16,2,4,-6,5,0,-5,-2,-1,3,-20,23,24,-10,-5,-6,0,12,12,-2,-13,-4,8,10,-10,10,-15,-12,22,21,-2,-3,-5,-26,-8,12,-17,-10,9,-15,-22,25,25,-20,-21,22,28,-8,-24,-5,22,4,2,11,0,-12,-27,-16,13,2,10,6,-6,4,8,-21,3,28,2,-7,-11,-4,12,-2,-2,3,16,7,-12,1,4,-2,13,-5,-6,-6,-5,25,-11,-10,31,1,-8,-8,-9,11,16,5,11,-5,-17,10,24,-4,-13,3,0,-1,-1,3,6,-1,-8,-4,5,6,5,6,-8,-2,12,-1,0,4,2,-1,-2,-2,7,-3,-7,-9,2,15,-6,-10,4,4,3,-3,6,6,-4,-5,3,1,-2,-3,0,4,-2,-3,-2,1,1,-1,2,1,-2,1,0,-1,1,1,0,0,-1,0,1
