year,age_range,male,female,total
2019,0-4,139,135,274
2019,5-9,132,131,263
2019,10-14,153,123,276
2019,15-19,233,224,457
2019,20-24,259,276,535
2019,25-29,334,300,634
2019,30-34,342,319,661
2019,35-39,433,440,873
2019,40-44,414,459,873
2019,45-49,486,423,909
2019,50-54,585,468,1053
2019,55-59,601,493,1094
2019,60-64,466,409,875
2019,65-69,343,381,724
2019,70-74,175,226,401
2019,75-79,159,253,412
2019,80-84,124,223,347
2019,85-89,61,75,136
2019,90-94,17,32,49
2019,95-99,5,8,13
2019,100+,0,0,0
2020,0-4,147,147,294
2020,5-9,131,126,257
2020,10-14,150,119,269
2020,15-19,222,194,416
2020,20-24,241,274,515
2020,25-29,311,310,621
2020,30-34,360,293,653
2020,35-39,408,430,838
2020,40-44,430,455,885
2020,45-49,443,424,867
2020,50-54,572,454,1026
2020,55-59,603,492,1095
2020,60-64,518,436,954
2020,65-69,357,406,763
2020,70-74,184,239,423
2020,75-79,149,232,381
2020,80-84,127,214,341
2020,85-89,61,106,167
2020,90-94,23,32,55
2020,95-99,6,9,15
2020,100+,0,0,0
2021,0-4,162,159,321
2021,5-9,135,126,261
2021,10-14,131,111,242
2021,15-19,211,186,397
2021,20-24,243,258,501
2021,25-29,305,296,601
2021,30-34,338,280,618
2021,35-39,384,421,805
2021,40-44,445,436,881
2021,45-49,423,454,877
2021,50-54,533,448,981
2021,55-59,626,471,1097
2021,60-64,531,466,997
2021,65-69,367,406,773
2021,70-74,225,282,507
2021,75-79,137,214,351
2021,80-84,136,208,344
2021,85-89,66,122,188
2021,90-94,24,32,56
2021,95-99,5,10,15
2021,100+,0,0,0
2022,0-4,171,165,336
2022,5-9,126,124,250
2022,10-14,138,126,264
2022,15-19,196,162,358
2022,20-24,241,249,490
2022,25-29,282,290,572
2022,30-34,343,298,641
2022,35-39,372,367,739
2022,40-44,438,453,891
2022,45-49,426,464,890
2022,50-54,509,400,909
2022,55-59,611,478,1089
2022,60-64,541,505,1046
2022,65-69,403,398,801
2022,70-74,242,315,557
2022,75-79,142,187,329
2022,80-84,130,207,337
2022,85-89,65,138,203
2022,90-94,26,40,66
2022,95-99,8,9,17
2022,100+,0,0,0
2023,0-4,181,168,349
2023,5-9,132,129,261
2023,10-14,139,128,267
2023,15-19,166,156,322
2023,20-24,251,233,484
2023,25-29,254,272,526
2023,30-34,341,292,633
2023,35-39,371,354,725
2023,40-44,418,451,869
2023,45-49,416,464,880
2023,50-54,488,405,893
2023,55-59,605,479,1084
2023,60-64,565,497,1062
2023,65-69,399,392,791
