year,male,female,total
2019,1879,1840,3719
2020,1893,1851,3744
2021,1909,1862,3771
2022,1923,1872,3795
2023,1939,1880,3819
2024,1953,1893,3846
2025,1967,1904,3871
2026,1978,1913,3891
2027,1989,1921,3910
2028,1994,1931,3925
2029,1993,1939,3932
2030,1986,1947,3933
2031,1976,1951,3927
2032,1966,1953,3919
2033,1956,1951,3907
2034,1946,1947,3893
2035,1938,1950,3888
2036,1928,1945,3873
2037,1917,1938,3855
2038,1905,1929,3834
2039,1894,1918,3812
2040,1879,1905,3784
2041,1865,1893,3758
2042,1852,1883,3735
2043,1840,1873,3713
2044,1828,1862,3690
2045,1817,1854,3671
2046,1805,1844,3649
2047,1793,1833,3626
2048,1779,1821,3600
2049,1766,1810,3576
2050,1750,1799,3549
2051,1733,1786,3519
2052,1717,1769,3486
2053,1698,1752,3450
2054,1681,1733,3414
2055,1663,1718,3381
2056,1646,1702,3348
2057,1626,1684,3310
2058,1606,1661,3267
2059,1588,1640,3228
2060,1566,1618,3184
2061,1543,1600,3143
2062,1521,1580,3101
2063,1499,1560,3059
2064,1479,1542,3021
2065,1463,1524,2987
