統計年月,區域別,村里,戶數,人口數,人口數-男,人口數-女,0歲-男,0歲-女,1歲-男,1歲-女,2歲-男,2歲-女,3歲-男,3歲-女,4歲-男,4歲-女,5歲-男,5歲-女,6歲-男,6歲-女,7歲-男,7歲-女,8歲-男,8歲-女,9歲-男,9歲-女,10歲-男,10歲-女,11歲-男,11歲-女,12歲-男,12歲-女,13歲-男,13歲-女,14歲-男,14歲-女,15歲-男,15歲-女,16歲-男,16歲-女,17歲-男,17歲-女,18歲-男,18歲-女,19歲-男,19歲-女,20歲-男,20歲-女,21歲-男,21歲-女,22歲-男,22歲-女,23歲-男,23歲-女,24歲-男,24歲-女,25歲-男,25歲-女,26歲-男,26歲-女,27歲-男,27歲-女,28歲-男,28歲-女,29歲-男,29歲-女,30歲-男,30歲-女,31歲-男,31歲-女,32歲-男,32歲-女,33歲-男,33歲-女,34歲-男,34歲-女,35歲-男,35歲-女,36歲-男,36歲-女,37歲-男,37歲-女,38歲-男,38歲-女,39歲-男,39歲-女,40歲-男,40歲-女,41歲-男,41歲-女,42歲-男,42歲-女,43歲-男,43歲-女,44歲-男,44歲-女,45歲-男,45歲-女,46歲-男,46歲-女,47歲-男,47歲-女,48歲-男,48歲-女,49歲-男,49歲-女,50歲-男,50歲-女,51歲-男,51歲-女,52歲-男,52歲-女,53歲-男,53歲-女,54歲-男,54歲-女,55歲-男,55歲-女,56歲-男,56歲-女,57歲-男,57歲-女,58歲-男,58歲-女,59歲-男,59歲-女,60歲-男,60歲-女,61歲-男,61歲-女,62歲-男,62歲-女,63歲-男,63歲-女,64歲-男,64歲-女,65歲-男,65歲-女,66歲-男,66歲-女,67歲-男,67歲-女,68歲-男,68歲-女,69歲-男,69歲-女,70歲-男,70歲-女,71歲-男,71歲-女,72歲-男,72歲-女,73歲-男,73歲-女,74歲-男,74歲-女,75歲-男,75歲-女,76歲-男,76歲-女,77歲-男,77歲-女,78歲-男,78歲-女,79歲-男,79歲-女,80歲-男,80歲-女,81歲-男,81歲-女,82歲-男,82歲-女,83歲-男,83歲-女,84歲-男,84歲-女,85歲-男,85歲-女,86歲-男,86歲-女,87歲-男,87歲-女,88歲-男,88歲-女,89歲-男,89歲-女,90歲-男,90歲-女,91歲-男,91歲-女,92歲-男,92歲-女,93歲-男,93歲-女,94歲-男,94歲-女,95歲-男,95歲-女,96歲-男,96歲-女,97歲-男,97歲-女,98歲-男,98歲-女,99歲-男,99歲-女,100歲以上-男,100歲以上-女,
10310,澎湖縣馬公市,中央里,252,622,315,307,1,1,3,2,0,2,1,1,0,1,2,1,3,3,1,3,5,1,1,3,2,5,2,2,1,3,3,1,6,4,2,3,1,1,2,1,5,3,3,2,4,3,4,4,0,3,4,3,11,2,4,5,3,3,7,7,1,2,3,3,6,5,2,2,2,5,5,2,5,4,6,6,5,4,3,6,7,6,3,4,5,3,7,7,7,3,3,1,4,4,5,4,4,6,3,3,6,5,7,7,6,2,6,2,6,8,7,6,4,6,6,5,5,6,2,4,11,4,4,2,1,4,3,5,8,0,4,7,3,5,2,7,3,1,2,7,7,3,3,3,2,2,3,2,1,3,2,4,4,3,4,4,1,3,5,1,3,4,2,6,0,1,2,1,2,2,2,0,1,3,1,1,1,5,2,2,0,1,0,1,0,1,0,1,1,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,
10310,澎湖縣馬公市,中興里,401,906,460,446,1,2,0,3,0,0,4,3,2,5,4,3,6,1,3,2,4,3,0,5,3,5,5,4,4,2,2,2,5,6,1,3,4,3,8,4,3,14,7,2,7,10,11,7,8,9,10,9,8,10,5,5,8,5,4,6,11,2,13,6,9,10,9,6,15,5,3,11,4,5,13,6,8,8,7,6,9,7,8,4,7,5,5,12,12,11,7,7,10,2,9,4,9,6,9,8,4,7,6,4,8,4,6,6,4,8,7,7,10,14,9,7,6,2,3,4,5,4,10,8,6,8,7,6,5,2,4,4,2,3,1,3,0,5,0,3,2,5,2,4,1,1,1,4,2,3,3,4,1,1,0,4,5,4,1,3,2,7,2,5,5,9,4,3,1,4,4,0,1,1,5,1,2,3,3,2,0,2,3,0,1,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10310,澎湖縣馬公市,五德里,144,288,161,127,0,2,0,0,2,0,0,1,0,2,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,2,1,2,2,1,0,0,5,3,1,5,0,6,4,8,2,4,5,4,1,3,1,6,4,3,4,4,2,6,1,1,0,4,2,0,4,4,4,0,4,2,3,2,2,1,0,0,2,2,1,3,2,0,0,1,1,3,2,1,2,2,3,2,3,4,1,2,1,2,1,3,1,3,1,1,3,2,4,4,3,3,1,0,0,2,1,3,1,5,2,2,2,3,2,0,1,2,3,0,0,1,0,1,0,6,0,1,0,0,1,3,1,0,2,1,1,0,2,0,1,0,1,0,0,1,1,1,2,3,2,1,1,2,0,0,1,1,1,1,2,1,1,2,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10310,澎湖縣馬公市,井垵里,137,452,226,226,3,6,1,1,1,5,4,4,3,1,1,2,2,2,1,3,0,4,1,4,2,4,1,1,3,0,1,2,2,1,7,0,5,3,2,3,3,3,1,3,6,2,5,4,0,2,3,3,1,2,1,2,6,2,1,1,3,1,3,4,3,2,8,4,2,4,7,0,4,7,4,2,2,4,1,7,6,2,4,3,3,6,5,4,5,5,4,3,6,2,4,5,5,6,3,4,2,6,1,5,0,1,7,3,6,2,2,2,4,1,4,3,2,3,4,1,2,4,4,1,1,2,3,1,2,4,1,2,3,1,3,0,1,1,0,1,1,2,0,1,4,1,1,1,0,2,4,1,1,2,0,2,0,2,0,0,0,1,2,0,0,1,0,2,0,1,4,2,0,2,2,2,3,2,1,1,1,2,0,2,0,2,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
10310,澎湖縣馬公市,光復里,918,2340,1119,1221,7,14,7,9,11,9,16,8,4,7,6,9,6,10,5,11,6,7,12,7,3,9,9,9,23,9,9,10,11,12,12,13,13,12,14,14,12,14,12,14,18,13,18,13,20,15,24,23,18,17,19,11,15,19,20,23,12,16,17,15,21,14,15,18,18,18,22,18,15,25,15,26,14,22,19,20,24,23,9,17,15,9,16,15,17,13,13,14,4,17,11,12,15,15,16,21,14,22,17,16,17,10,19,26,17,23,21,14,24,24,14,17,19,29,17,24,22,11,16,17,20,15,17,17,14,18,9,18,18,11,10,16,13,11,6,11,2,14,7,9,9,10,5,14,7,10,8,12,8,13,6,8,7,14,9,7,8,9,8,12,5,8,4,3,2,5,9,7,3,2,7,7,6,6,5,2,3,2,1,2,4,0,2,1,1,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
10310,澎湖縣馬公市,光明里,567,1383,693,690,5,8,6,4,5,5,5,5,4,2,3,2,6,5,4,7,8,1,6,3,5,3,4,5,4,2,5,5,9,5,7,8,4,6,5,8,4,5,4,9,8,11,17,7,17,8,10,12,16,9,12,12,5,15,10,13,16,7,14,7,16,16,16,8,14,12,12,10,7,8,8,9,15,12,11,14,12,6,11,8,7,4,9,8,10,16,9,8,8,9,9,9,9,9,9,10,9,8,7,10,11,11,16,15,3,10,10,8,13,11,10,19,11,11,10,8,11,11,9,10,10,7,10,9,10,7,7,8,7,7,4,5,6,14,6,8,4,7,2,8,4,6,1,6,6,5,6,7,3,3,3,5,6,7,0,8,5,5,4,7,6,8,3,7,5,2,6,3,9,5,6,2,4,4,4,2,0,2,1,3,0,0,2,1,0,1,0,1,0,3,1,0,1,0,0,0,1,0,0,0,0,0,
10310,澎湖縣馬公市,光榮里,1864,4735,2291,2444,11,20,11,15,18,15,21,16,14,15,12,17,10,17,25,13,23,16,17,13,23,14,17,15,22,19,23,19,19,18,25,27,30,22,28,32,33,36,31,35,36,28,44,44,32,39,42,35,32,30,31,40,40,42,31,22,36,42,43,35,39,35,35,37,36,33,48,40,38,38,35,41,36,33,42,34,28,49,34,35,33,42,42,40,38,29,31,33,39,38,35,45,43,33,42,35,35,29,32,40,33,37,29,48,34,40,47,55,38,43,32,38,31,41,34,39,34,37,34,33,33,27,23,32,21,33,17,42,18,28,20,29,20,18,10,34,14,18,9,19,12,25,5,20,8,21,14,17,12,17,6,19,9,14,5,14,15,13,11,14,6,14,6,11,10,9,12,7,17,7,17,5,16,8,14,5,12,7,7,5,6,5,9,3,2,0,2,0,3,1,3,0,0,0,0,0,0,1,0,0,0,1,
10310,澎湖縣馬公市,光華里,311,829,472,357,10,6,6,4,13,8,9,2,7,3,10,4,5,3,6,6,5,7,3,4,2,3,4,4,4,3,2,1,7,6,9,13,13,14,13,14,7,6,6,8,3,4,12,5,11,5,8,3,8,9,10,2,12,1,12,8,8,5,10,7,13,10,9,11,18,10,8,8,15,9,5,9,20,13,10,9,10,3,9,8,3,6,5,2,8,5,5,3,8,4,4,4,6,3,1,4,6,4,4,1,2,1,3,3,2,2,5,2,2,4,3,2,2,3,3,3,2,3,1,3,0,2,3,3,2,6,3,2,2,1,5,4,3,1,1,2,0,1,2,2,1,1,1,0,2,0,3,1,4,0,2,1,2,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,
10310,澎湖縣馬公市,前寮里,382,1002,532,470,6,8,8,7,5,4,4,3,5,3,1,8,1,3,1,3,2,2,1,3,2,2,3,3,3,2,4,2,9,4,4,4,2,6,7,7,9,7,7,3,7,8,9,6,8,5,14,9,10,17,10,6,10,11,13,10,9,9,9,7,12,10,10,13,13,6,21,5,15,13,10,7,6,8,9,12,11,4,7,7,10,10,7,7,5,4,5,5,8,3,2,4,8,8,7,7,4,8,7,6,13,6,10,9,9,9,7,8,11,10,12,4,7,6,5,3,11,6,10,6,3,8,2,6,7,4,4,5,4,3,5,5,6,2,2,2,0,3,3,1,2,4,1,2,1,4,3,3,3,0,2,1,2,3,4,1,0,3,2,2,4,2,4,4,2,1,0,1,2,4,0,2,0,2,2,2,2,2,0,0,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10310,澎湖縣馬公市,啟明里,407,1083,555,528,3,6,8,1,3,5,5,8,2,1,3,4,1,4,3,5,5,5,6,7,10,3,4,2,3,4,2,1,5,6,4,3,7,6,8,7,4,3,8,8,5,8,4,5,7,7,7,2,9,5,8,6,6,4,6,4,4,6,10,5,7,12,7,8,12,10,12,11,12,7,16,16,6,10,10,9,8,8,11,10,3,6,12,8,11,9,10,7,7,9,9,10,3,6,12,7,3,7,7,5,4,10,6,6,7,10,13,3,8,3,9,7,11,9,11,11,7,10,6,7,9,5,10,5,10,11,10,11,11,5,7,7,6,4,5,7,2,4,2,2,6,2,6,6,4,6,5,9,1,7,5,7,3,2,6,4,4,5,4,5,4,4,1,3,2,1,3,2,3,1,1,1,0,2,1,2,1,0,1,2,0,1,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
