year,male,female,total
2019,13793,11372,25165
2020,13690,11293,24983
2021,13580,11217,24797
2022,13461,11137,24598
2023,13340,11050,24390
2024,13217,10959,24176
2025,13102,10875,23977
2026,12987,10794,23781
2027,12865,10707,23572
2028,12738,10615,23353
2029,12608,10521,23129
2030,12470,10430,22900
2031,12327,10333,22660
2032,12178,10233,22411
2033,12029,10131,22160
2034,11874,10024,21898
2035,11728,9932,21660
2036,11575,9836,21411
2037,11422,9739,21161
2038,11261,9634,20895
2039,11097,9526,20623
2040,10924,9419,20343
2041,10745,9309,20054
2042,10568,9200,19768
2043,10387,9088,19475
2044,10207,8975,19182
2045,10039,8876,18915
2046,9863,8776,18639
2047,9686,8669,18355
2048,9511,8563,18074
2049,9338,8455,17793
2050,9160,8348,17508
2051,8980,8238,17218
2052,8803,8124,16927
2053,8628,8014,16642
2054,8455,7905,16360
2055,8294,7803,16097
2056,8137,7701,15838
2057,7979,7599,15578
2058,7820,7498,15318
2059,7668,7394,15062
2060,7517,7294,14811
2061,7366,7192,14558
2062,7218,7087,14305
2063,7074,6978,14052
2064,6935,6873,13808
2065,6802,6774,13576
