year,male,female,total
2019,6171,5703,11874
2020,6152,5704,11856
2021,6133,5706,11839
2022,6107,5706,11813
2023,6082,5705,11787
2024,6058,5700,11758
2025,6037,5699,11736
2026,6017,5697,11714
2027,5992,5697,11689
2028,5962,5694,11656
2029,5931,5689,11620
2030,5896,5682,11578
2031,5857,5671,11528
2032,5816,5657,11473
2033,5773,5642,11415
2034,5726,5625,11351
2035,5683,5611,11294
2036,5634,5592,11226
2037,5585,5570,11155
2038,5532,5543,11075
2039,5474,5514,10988
2040,5413,5478,10891
2041,5352,5442,10794
2042,5289,5400,10689
2043,5223,5358,10581
2044,5154,5311,10465
2045,5090,5269,10359
2046,5021,5224,10245
2047,4952,5177,10129
2048,4885,5129,10014
2049,4815,5079,9894
2050,4744,5026,9770
2051,4671,4973,9644
2052,4601,4916,9517
2053,4531,4858,9389
2054,4460,4802,9262
2055,4398,4748,9146
2056,4337,4695,9032
2057,4274,4641,8915
2058,4212,4586,8798
2059,4149,4526,8675
2060,4084,4465,8549
2061,4021,4400,8421
2062,3960,4337,8297
2063,3898,4270,8168
2064,3837,4204,8041
2065,3779,4140,7919
