year,age_range,male,female,total
2019,0-4,161,149,310
2019,5-9,142,126,268
2019,10-14,208,161,369
2019,15-19,258,236,494
2019,20-24,353,297,650
2019,25-29,374,355,729
2019,30-34,388,305,693
2019,35-39,431,349,780
2019,40-44,409,364,773
2019,45-49,422,347,769
2019,50-54,440,365,805
2019,55-59,500,379,879
2019,60-64,461,405,866
2019,65-69,346,317,663
2019,70-74,203,236,439
2019,75-79,176,194,370
2019,80-84,147,165,312
2019,85-89,98,119,217
2019,90-94,37,53,90
2019,95-99,6,12,18
2019,100+,2,3,5
2020,0-4,157,154,311
2020,5-9,159,132,291
2020,10-14,183,142,325
2020,15-19,250,227,477
2020,20-24,334,289,623
2020,25-29,369,340,709
2020,30-34,384,309,693
2020,35-39,430,337,767
2020,40-44,420,381,801
2020,45-49,405,336,741
2020,50-54,436,361,797
2020,55-59,471,376,847
2020,60-64,472,420,892
2020,65-69,389,325,714
2020,70-74,214,246,460
2020,75-79,173,201,374
2020,80-84,147,158,305
2020,85-89,95,116,211
2020,90-94,40,62,102
2020,95-99,6,12,18
2020,100+,0,0,0
2021,0-4,160,155,315
2021,5-9,164,135,299
2021,10-14,171,143,314
2021,15-19,235,184,419
2021,20-24,316,284,600
2021,25-29,370,349,719
2021,30-34,386,316,702
2021,35-39,400,326,726
2021,40-44,436,382,818
2021,45-49,397,337,734
2021,50-54,428,362,790
2021,55-59,478,360,838
2021,60-64,469,412,881
2021,65-69,405,344,749
2021,70-74,242,275,517
2021,75-79,161,187,348
2021,80-84,143,173,316
2021,85-89,97,114,211
2021,90-94,43,60,103
2021,95-99,8,15,23
2021,100+,0,0,0
2022,0-4,164,159,323
2022,5-9,162,145,307
2022,10-14,162,133,295
2022,15-19,226,173,399
2022,20-24,296,263,559
2022,25-29,375,341,716
2022,30-34,377,327,704
2022,35-39,385,325,710
2022,40-44,445,373,818
2022,45-49,396,335,731
2022,50-54,429,367,796
2022,55-59,467,353,820
2022,60-64,448,404,852
2022,65-69,435,355,790
2022,70-74,261,286,547
2022,75-79,155,204,359
2022,80-84,144,159,303
2022,85-89,98,116,214
2022,90-94,50,71,121
2022,95-99,8,12,20
2022,100+,0,0,0
2023,0-4,168,167,335
2023,5-9,165,146,311
2023,10-14,158,126,284
2023,15-19,218,168,386
2023,20-24,277,252,529
2023,25-29,365,314,679
2023,30-34,379,335,714
2023,35-39,366,317,683
2023,40-44,448,373,821
2023,45-49,399,342,741
2023,50-54,417,357,774
2023,55-59,443,364,807
2023,60-64,479,394,873
2023,65-69,427,369,796
2023,70-74,279,293,572
2023,75-79,167,200,367
2023,80-84,140,162,302
2023,85-89,94,123,217
2023,90-94,50,68,118
2023,95-99,11,20,31
2023,100+,0,0,0
2024,0-4,186,173,359
2024,5-9,161,149,310
2024,10-14,142,126,268
2024,15-19,208,161,369
2024,20-24,258,236,494
2024,25-29,353,297,650
2024,30-34,374,355,729
2024,35-39,388,305,693
2024,40-44,431,349,780
2024,45-49,409,364,773
2024,50-54,412,347,759
2024,55-59,418,365,783
2024,60-64,475,379,854
2024,65-69,430,392,822
2024,70-74,311,295,606
2024,75-79,170,211,381
2024,80-84,131,163,294
2024,85-89,94,121,215
2024,90-94,51,68,119
2024,95-99,15,23,38
2024,100+,0,0,0
2025,0-4,187,174,361
2025,5-9,157,154,311
2025,10-14,159,132,291
2025,15-19,183,142,325
2025,20-24,250,227,477
2025,25-29,334,289,623
2025,30-34,369,340,709
2025,35-39,384,309,693
2025,40-44,430,337,767
2025,45-49,420,381,801
2025,50-54,398,336,734
2025,55-59,413,361,774
2025,60-64,446,376,822
2025,65-69,444,407,851
2025,70-74,346,302,648
2025,75-79,179,221,400
2025,80-84,129,168,297
2025,85-89,95,119,214
2025,90-94,48,67,115
2025,95-99,17,28,45
2025,100+,0,0,0
2026,0-4,188,175,363
2026,5-9,160,155,315
2026,10-14,164,135,299
2026,15-19,171,143,314
2026,20-24,235,184,419
2026,25-29,316,284,600
2026,30-34,370,349,719
2026,35-39,386,316,702
2026,40-44,400,326,726
2026,45-49,436,382,818
2026,50-54,393,337,730
2026,55-59,404,362,766
2026,60-64,453,360,813
2026,65-69,439,400,839
2026,70-74,361,319,680
2026,75-79,200,250,450
2026,80-84,119,158,277
2026,85-89,92,130,222
2026,90-94,50,64,114
2026,95-99,17,26,43
2026,100+,0,0,0
2027,0-4,188,175,363
2027,5-9,164,159,323
2027,10-14,162,145,307
2027,15-19,162,133,295
2027,20-24,226,173,399
2027,25-29,296,263,559
2027,30-34,375,341,716
2027,35-39,377,327,704
2027,40-44,385,325,710
2027,45-49,445,373,818
2027,50-54,394,335,729
2027,55-59,405,367,772
2027,60-64,442,353,795
2027,65-69,421,393,814
2027,70-74,388,330,718
2027,75-79,215,261,476
2027,80-84,112,174,286
2027,85-89,94,118,212
2027,90-94,53,67,120
2027,95-99,18,30,48
2027,100+,0,0,0
2028,0-4,187,173,360
2028,5-9,168,167,335
2028,10-14,165,146,311
2028,15-19,158,126,284
2028,20-24,218,168,386
2028,25-29,277,252,529
2028,30-34,365,314,679
2028,35-39,379,335,714
2028,40-44,366,317,683
2028,45-49,448,373,821
2028,50-54,398,342,740
2028,55-59,394,357,751
2028,60-64,418,364,782
2028,65-69,450,384,834
2028,70-74,384,344,728
2028,75-79,231,268,499
2028,80-84,122,173,295
