year,0m,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,12m,13m,14m,15m,16m,17m,18m,19m,20m,21m,22m,23m,24m,25m,26m,27m,28m,29m,30m,31m,32m,33m,34m,35m,36m,37m,38m,39m,40m,41m,42m,43m,44m,45m,46m,47m,48m,49m,50m,51m,52m,53m,54m,55m,56m,57m,58m,59m,60m,61m,62m,63m,64m,65m,66m,67m,68m,69m,70m,71m,72m,73m,74m,75m,76m,77m,78m,79m,80m,81m,82m,83m,84m,85m,86m,87m,88m,89m,90m,91m,92m,93m,94m,95m,96m,97m,98m,99m,100m,0f,1f,2f,3f,4f,5f,6f,7f,8f,9f,10f,11f,12f,13f,14f,15f,16f,17f,18f,19f,20f,21f,22f,23f,24f,25f,26f,27f,28f,29f,30f,31f,32f,33f,34f,35f,36f,37f,38f,39f,40f,41f,42f,43f,44f,45f,46f,47f,48f,49f,50f,51f,52f,53f,54f,55f,56f,57f,58f,59f,60f,61f,62f,63f,64f,65f,66f,67f,68f,69f,70f,71f,72f,73f,74f,75f,76f,77f,78f,79f,80f,81f,82f,83f,84f,85f,86f,87f,88f,89f,90f,91f,92f,93f,94f,95f,96f,97f,98f,99f,100f
2019,20,33,33,34,41,24,30,35,29,24,40,34,44,41,49,50,42,53,56,57,69,61,73,74,76,81,71,68,73,81,86,69,77,71,85,64,88,92,101,86,81,85,83,85,75,71,82,84,93,92,74,94,82,98,92,97,113,88,86,116,96,77,104,84,100,88,77,67,62,52,44,53,42,28,36,35,30,44,35,32,36,27,35,28,21,27,21,21,16,13,18,10,3,4,2,3,1,1,0,1,2,29,27,31,33,29,26,26,21,30,23,26,33,31,29,42,33,38,42,72,51,49,49,63,77,59,66,76,71,68,74,46,68,60,61,70,58,76,61,72,82,82,76,70,71,65,60,69,72,70,76,70,79,67,69,80,69,68,74,85,83,84,78,82,94,67,58,62,68,72,57,53,51,52,38,42,37,50,30,47,30,29,43,39,24,30,25,26,27,18,23,13,21,4,11,4,2,3,5,1,1,3
2020,38,20,33,33,34,41,24,30,35,29,24,40,34,44,41,49,50,42,53,56,57,69,61,73,74,76,81,71,68,73,81,86,69,77,71,85,64,88,92,101,86,81,85,83,85,75,71,82,84,93,91,74,93,81,97,91,96,112,87,85,115,95,76,103,83,99,87,76,66,61,51,43,52,41,27,35,34,29,42,33,30,34,25,32,26,19,24,19,19,14,11,15,8,3,3,2,2,1,1,0,0,36,29,27,31,33,29,26,26,21,30,23,26,33,31,29,42,33,38,42,72,51,49,49,63,77,59,66,76,71,68,74,46,68,60,61,70,58,76,61,72,82,82,76,70,71,65,60,69,72,70,76,70,79,67,69,80,69,68,74,85,83,84,78,82,93,67,58,62,67,71,56,52,50,51,37,41,36,49,29,46,29,28,41,37,23,28,23,24,25,16,21,11,18,3,9,3,2,2,4,1,0
2021,40,38,20,33,33,34,41,24,30,35,29,24,40,34,44,41,49,50,42,53,56,57,69,61,73,74,76,81,71,68,73,81,86,69,77,71,85,64,88,92,101,86,81,85,83,85,75,71,82,84,92,90,74,92,80,96,90,95,111,86,84,114,94,75,102,82,97,86,75,65,60,50,42,50,40,26,34,33,28,40,31,28,32,23,29,24,17,22,17,17,12,9,13,7,2,2,2,2,1,1,0,37,36,29,27,31,33,29,26,26,21,30,23,26,33,31,29,42,33,38,42,72,51,49,49,63,77,59,66,76,71,68,74,46,68,60,61,70,58,76,61,72,82,82,76,70,71,65,60,69,72,70,76,70,79,67,69,80,69,68,74,85,83,84,78,82,92,67,58,61,66,70,55,51,49,50,36,40,35,48,28,44,28,27,39,35,22,26,21,22,23,14,18,10,15,3,7,2,2,1,3,0
2022,41,40,38,20,33,33,34,41,24,30,35,29,24,40,34,44,41,49,50,42,53,56,57,69,61,73,74,76,81,71,68,73,81,86,69,77,71,85,64,88,92,101,86,81,85,83,85,75,71,82,84,91,89,74,91,79,95,89,94,110,85,83,113,93,74,101,81,95,84,74,64,59,49,41,48,39,25,33,31,27,38,29,26,30,21,26,22,15,20,15,15,10,8,11,6,2,2,2,1,1,0,39,37,36,29,27,31,33,29,26,26,21,30,23,26,33,31,29,42,33,38,42,72,51,49,49,63,77,59,66,76,71,68,74,46,68,60,61,70,58,76,61,72,82,82,76,70,71,65,60,69,72,70,76,70,79,67,69,80,69,68,74,85,83,84,78,81,91,66,57,60,65,69,54,50,48,49,35,39,34,47,27,42,27,26,37,33,20,24,19,20,21,12,16,9,13,2,6,2,1,1,0
2023,41,41,40,38,20,33,33,34,41,24,30,35,29,24,40,34,44,41,49,50,42,53,56,57,69,61,73,74,76,81,71,68,73,81,86,69,77,71,85,64,88,92,101,86,81,85,83,85,75,71,82,84,90,88,73,90,78,94,88,93,109,84,82,112,92,73,99,80,93,82,72,62,57,48,40,46,37,24,31,29,25,36,27,24,28,19,24,20,13,18,13,13,8,7,9,5,2,2,1,1,0,39,39,37,36,29,27,31,33,29,26,26,21,30,23,26,33,31,29,42,33,38,42,72,51,49,49,63,77,59,66,76,71,68,74,46,68,60,61,70,58,76,61,72,82,82,76,70,71,65,60,69,72,70,76,70,79,67,69,80,69,68,74,85,83,84,78,80,90,65,56,59,64,68,53,49,47,48,34,38,33,45,26,40,26,25,35,31,18,22,17,18,18,10,14,8,11,2,5,1,1,0
2024,41,41,41,40,38,20,33,33,34,41,24,30,35,29,24,40,34,44,41,49,50,42,53,56,57,69,61,73,74,76,81,71,68,73,81,86,69,77,71,85,64,88,92,101,86,81,85,83,85,75,71,82,83,89,87,72,89,77,93,87,92,108,83,81,111,91,72,97,79,91,80,70,60,55,46,39,44,35,23,29,27,23,34,25,22,26,17,22,18,11,16,11,11,7,6,7,4,2,1,1,0,39,39,39,37,36,29,27,31,33,29,26,26,21,30,23,26,33,31,29,42,33,38,42,72,51,49,49,63,77,59,66,76,71,68,74,46,68,60,61,70,58,76,61,72,82,82,76,70,71,65,60,69,72,70,76,70,79,67,69,80,69,68,74,85,83,83,77,79,89,64,55,58,63,67,52,48,46,47,33,37,32,43,25,38,25,23,33,29,16,20,15,16,16,9,12,7,9,2,4,1,0
2025,43,41,41,41,40,38,20,33,33,34,41,24,30,35,29,24,40,34,44,41,49,50,42,53,56,57,69,61,73,74,76,81,71,68,73,81,86,69,77,71,85,64,88,92,101,86,81,85,83,85,75,71,82,82,88,86,71,88,76,92,86,91,107,82,80,110,90,71,95,78,89,78,68,58,53,44,38,42,33,22,27,25,22,32,23,20,24,15,20,16,10,14,9,9,6,5,6,3,2,1,0,40,39,39,39,37,36,29,27,31,33,29,26,26,21,30,23,26,33,31,29,42,33,38,42,72,51,49,49,63,77,59,66,76,71,68,74,46,68,60,61,70,58,76,61,72,82,82,76,70,71,65,60,69,72,70,76,70,79,67,69,80,69,68,74,85,83,82,76,78,88,63,54,57,62,66,51,47,45,46,32,36,31,41,24,36,24,22,31,27,15,18,13,14,14,8,10,6,7,2,3,0
2026,44,43,41,41,41,40,38,20,33,33,34,41,24,30,35,29,24,40,34,44,41,49,50,42,53,56,57,69,61,73,74,76,81,71,68,73,81,86,69,77,71,85,64,88,92,101,86,81,85,83,85,75,71,81,81,87,85,70,87,75,91,85,90,106,81,79,108,89,70,93,76,87,76,66,56,51,42,36,40,31,21,25,23,20,30,21,18,22,13,18,14,9,12,8,7,5,4,5,2,1,0,41,40,39,39,39,37,36,29,27,31,33,29,26,26,21,30,23,26,33,31,29,42,33,38,42,72,51,49,49,63,77,59,66,76,71,68,74,46,68,60,61,70,58,76,61,72,82,82,76,70,71,65,60,69,72,70,76,70,79,67,69,80,69,68,74,85,82,81,75,77,87,62,53,56,61,65,50,46,44,45,31,35,30,39,23,34,22,20,29,25,13,16,11,12,12,7,8,5,5,1,0
2027,43,44,43,41,41,41,40,38,20,33,33,34,41,24,30,35,29,24,40,34,44,41,49,50,42,53,56,57,69,61,73,74,76,81,71,68,73,81,86,69,77,71,85,64,88,92,101,86,81,85,83,85,75,71,80,80,86,84,69,86,74,90,84,89,105,80,78,106,88,69,91,74,85,74,64,54,49,40,34,38,29,20,23,21,19,28,19,16,20,11,16,12,8,10,7,6,4,3,4,1,0,40,41,40,39,39,39,37,36,29,27,31,33,29,26,26,21,30,23,26,33,31,29,42,33,38,42,72,51,49,49,63,77,59,66,76,71,68,74,46,68,60,61,70,58,76,61,72,82,82,76,70,71,65,60,69,72,70,76,70,79,67,69,80,69,68,74,84,81,80,74,76,86,61,52,55,60,64,49,45,43,44,30,34,29,37,22,32,20,18,26,22,12,14,9,10,10,6,6,4,4,0
2028,41,43,44,43,41,41,41,40,38,20,33,33,34,41,24,30,35,29,24,40,34,44,41,49,50,42,53,56,57,69,61,73,74,76,81,71,68,73,81,86,69,77,71,85,64,88,92,101,86,81,85,83,84,75,71,79,79,85,83,68,85,73,89,83,88,104,79,77,104,86,68,89,72,83,72,62,52,47,38,32,36,27,19,21,19,17,25,17,14,18,10,14,10,7,8,6,5,3,2,3,0,39,40,41,40,39,39,39,37,36,29,27,31,33,29,26,26,21,30,23,26,33,31,29,42,33,38,42,72,51,49,49,63,77,59,66,76,71,68,74,46,68,60,61,70,58,76,61,72,82,82,76,70,71,65,60,69,72,70,76,70,79,67,69,80,69,68,74,83,80,79,73,75,85,60,51,54,59,63,48,44,42,42,29,32,28,35,21,30,18,16,23,20,10,12,8,8,8,5,5,3,0
