year,male,female,total
2019,113102,114996,228098
2020,113250,115412,228662
2021,113359,115795,229154
2022,113433,116130,229563
2023,113474,116430,229904
2024,113473,116683,230156
2025,113485,116937,230422
2026,113462,117151,230613
2027,113399,117322,230721
2028,113284,117438,230722
2029,113125,117496,230621
2030,112915,117495,230410
2031,112665,117438,230103
2032,112357,117320,229677
2033,111993,117142,229135
2034,111578,116904,228482
2035,111211,116707,227918
2036,110788,116454,227242
2037,110321,116131,226452
2038,109798,115756,225554
2039,109231,115323,224554
2040,108611,114827,223438
2041,107946,114271,222217
2042,107241,113657,220898
2043,106500,112999,219499
2044,105723,112283,218006
2045,105005,111642,216647
2046,104250,110939,215189
2047,103453,110174,213627
2048,102620,109354,211974
2049,101747,108476,210223
2050,100845,107562,208407
2051,99896,106578,206474
2052,98912,105554,204466
2053,97896,104484,202380
2054,96845,103387,200232
2055,95854,102365,198219
2056,94830,101307,196137
2057,93777,100218,193995
2058,92691,99103,191794
2059,91574,97944,189518
2060,90428,96761,187189
2061,89263,95557,184820
2062,88080,94324,182404
2063,86875,93067,179942
2064,85658,91791,177449
2065,84484,90581,175065
