年月,村里代碼,區域,村里,戶數,人口,男性人口,女性人口,未滿15歲,15-64歲,超過64歲,超過20歲,18-19歲
2014-04,09007010-005,連江縣南竿鄉,仁愛村,110,564,309,255,79,433,52,444,18
2014-04,09007010-001,連江縣南竿鄉,介壽村,475,2403,1331,1072,329,1865,209,1867,78
2014-04,09007010-009,連江縣南竿鄉,四維村,29,164,92,72,10,127,27,144,3
2014-04,09007010-002,連江縣南竿鄉,復興村,221,1382,795,587,197,1056,129,1110,33
2014-04,09007010-006,連江縣南竿鄉,津沙村,67,366,233,133,29,289,48,315,11
2014-04,09007010-004,連江縣南竿鄉,清水村,160,820,463,357,150,626,44,627,18
2014-04,09007010-008,連江縣南竿鄉,珠螺村,29,190,109,81,19,156,15,158,7
2014-04,09007010-003,連江縣南竿鄉,福沃村,173,933,550,383,109,728,96,785,16
2014-04,09007010-007,連江縣南竿鄉,馬祖村,114,598,326,272,80,473,45,484,13
2014-04,09007020-002,連江縣北竿鄉,后沃村,46,191,109,82,22,141,28,162,3
2014-04,09007020-005,連江縣北竿鄉,坂里村,60,317,166,151,39,246,32,261,9
2014-04,09007020-001,連江縣北竿鄉,塘岐村,227,1138,629,509,157,890,91,917,29
2014-04,09007020-003,連江縣北竿鄉,橋仔村,62,314,170,144,40,243,31,257,10
2014-04,09007020-006,連江縣北竿鄉,白沙村,29,137,86,51,19,106,12,113,1
2014-04,09007020-004,連江縣北竿鄉,芹壁村,48,199,109,90,22,152,25,171,2
2014-04,09007030-005,連江縣莒光鄉,大坪村,85,468,256,212,40,364,64,398,10
2014-04,09007030-002,連江縣莒光鄉,田沃村,41,231,147,84,27,181,23,192,3
2014-04,09007030-004,連江縣莒光鄉,福正村,44,214,124,90,13,159,42,195,4
2014-04,09007030-003,連江縣莒光鄉,西坵村,23,70,40,30,8,47,15,59,2
2014-04,09007030-001,連江縣莒光鄉,青帆村,79,444,275,169,43,361,40,395,3
2014-04,09007040-001,連江縣東引鄉,中柳村,133,561,317,244,74,442,45,464,11
2014-04,09007040-002,連江縣東引鄉,樂華村,159,638,401,237,87,516,35,510,17
2014-04,09020010-004,金門縣金城鎮,北門里,1429,4612,2377,2235,605,3520,487,3756,100
2014-04,09020010-003,金門縣金城鎮,南門里,1872,5931,2916,3015,757,4502,672,4814,177
2014-04,09020010-005,金門縣金城鎮,古城里,1124,3678,1839,1839,415,2838,425,3078,92
2014-04,09020010-001,金門縣金城鎮,東門里,1661,5516,2726,2790,742,4216,558,4471,139
2014-04,09020010-007,金門縣金城鎮,珠沙里,880,2806,1460,1346,238,2205,363,2426,76
2014-04,09020010-002,金門縣金城鎮,西門里,3330,10716,5294,5422,1472,8152,1092,8593,288
2014-04,09020010-008,金門縣金城鎮,賢庵里,1345,4426,2289,2137,449,3517,460,3760,101
2014-04,09020010-006,金門縣金城鎮,金水里,636,2027,1045,982,166,1625,236,1738,57
2014-04,09020020-002,金門縣金沙鎮,三山里,598,1900,950,950,167,1425,308,1633,51
2014-04,09020020-005,金門縣金沙鎮,何斗里,634,2051,1003,1048,222,1570,259,1713,52
2014-04,09020020-004,金門縣金沙鎮,光前里,797,2356,1161,1195,254,1851,251,1957,66
