年月,村里代碼,區域,村里,戶數,人口,男性人口,女性人口,未滿15歲,15-64歲,超過64歲,超過20歲,18-19歲
2014-11,09007010-005,連江縣南竿鄉,仁愛村,113,572,310,262,80,440,52,452,14
2014-11,09007010-001,連江縣南竿鄉,介壽村,488,2380,1329,1051,327,1840,213,1859,70
2014-11,09007010-009,連江縣南竿鄉,四維村,27,176,99,77,13,134,29,151,5
2014-11,09007010-002,連江縣南竿鄉,復興村,230,1381,795,586,195,1055,131,1110,31
2014-11,09007010-006,連江縣南竿鄉,津沙村,71,376,238,138,30,296,50,326,7
2014-11,09007010-004,連江縣南竿鄉,清水村,172,869,507,362,149,676,44,669,25
2014-11,09007010-008,連江縣南竿鄉,珠螺村,29,215,128,87,25,175,15,178,6
2014-11,09007010-003,連江縣南竿鄉,福沃村,175,977,589,388,106,773,98,829,19
2014-11,09007010-007,連江縣南竿鄉,馬祖村,117,588,317,271,81,459,48,478,14
2014-11,09007020-002,連江縣北竿鄉,后沃村,45,190,108,82,22,141,27,161,1
2014-11,09007020-005,連江縣北竿鄉,坂里村,65,322,168,154,38,252,32,267,7
2014-11,09007020-001,連江縣北竿鄉,塘岐村,227,1132,619,513,148,886,98,914,31
2014-11,09007020-003,連江縣北竿鄉,橋仔村,63,363,193,170,41,282,40,299,13
2014-11,09007020-006,連江縣北竿鄉,白沙村,28,137,88,49,23,102,12,108,1
2014-11,09007020-004,連江縣北竿鄉,芹壁村,46,181,101,80,17,137,27,163,0
2014-11,09007030-005,連江縣莒光鄉,大坪村,84,460,247,213,38,355,67,395,8
2014-11,09007030-002,連江縣莒光鄉,田沃村,38,228,143,85,28,179,21,187,5
2014-11,09007030-004,連江縣莒光鄉,福正村,42,222,129,93,16,167,39,202,2
2014-11,09007030-003,連江縣莒光鄉,西坵村,22,75,42,33,10,51,14,62,1
2014-11,09007030-001,連江縣莒光鄉,青帆村,80,430,259,171,45,345,40,379,3
2014-11,09007040-001,連江縣東引鄉,中柳村,139,580,327,253,75,458,47,481,12
