年月,村里代碼,區域,村里,戶數,人口,男性人口,女性人口,未滿15歲,15-65歲,超過65歲
2014-12,1000401-011,新竹縣竹北市,新社里,2792,8604,4275,4329,1476,6415,713
2014-12,1000401-003,新竹縣竹北市,東平里,5090,12244,6058,6186,3959,8021,264
2014-12,1000401-006,新竹縣竹北市,東海里,1329,3744,1946,1798,475,2826,443
2014-12,1000401-027,新竹縣竹北市,東興里,2129,5313,2658,2655,1175,3813,325
2014-12,1000401-010,新竹縣竹北市,泰和里,2332,7040,3549,3491,1384,5165,491
2014-12,1000401-014,新竹縣竹北市,溪州里,870,2810,1430,1380,371,2145,294
2014-12,1000401-015,新竹縣竹北市,白地里,764,2537,1286,1251,371,1929,237
2014-12,1000401-026,新竹縣竹北市,福德里,1376,4072,2008,2064,710,2890,472
2014-12,1000401-008,新竹縣竹北市,竹仁里,3793,11549,5640,5909,2482,8141,926
2014-12,1000401-007,新竹縣竹北市,竹北里,2531,7674,3823,3851,1893,5255,526
2014-12,1000401-009,新竹縣竹北市,竹義里,2505,6971,3503,3468,1226,5154,591
2014-12,1000401-012,新竹縣竹北市,聯興里,1560,5396,2777,2619,808,4153,435
2014-12,1000401-029,新竹縣竹北市,興安里,1601,4704,2297,2407,1289,3234,181
2014-12,1000401-005,新竹縣竹北市,隘口里,1174,2626,1357,1269,577,1861,188
2014-12,1000401-002,新竹縣竹北市,鹿場里,4296,11679,5710,5969,3977,7303,399
2014-12,1000401-013,新竹縣竹北市,麻園里,674,2197,1148,1049,285,1707,205
2014-12,1000402-015,新竹縣竹東鎮,三重里,2581,7647,3814,3833,1335,5695,617
2014-12,1000402-001,新竹縣竹東鎮,上坪里,154,391,214,177,48,251,92
2014-12,1000402-006,新竹縣竹東鎮,上舘里,3642,10871,5402,5469,1611,8235,1025
2014-12,1000402-020,新竹縣竹東鎮,中山里,706,2155,1072,1083,330,1457,368
2014-12,1000402-021,新竹縣竹東鎮,中正里,720,2155,1115,1040,256,1580,319
2014-12,1000402-019,新竹縣竹東鎮,二重里,3748,11444,5843,5601,2101,8443,900
2014-12,1000402-014,新竹縣竹東鎮,五豐里,3268,9961,4972,4989,1987,7258,716
2014-12,1000402-013,新竹縣竹東鎮,仁愛里,1397,4200,2076,2124,721,3005,474
2014-12,1000402-022,新竹縣竹東鎮,南華里,424,1292,654,638,159,861,272
2014-12,1000402-017,新竹縣竹東鎮,員山里,722,2162,1139,1023,258,1612,292
2014-12,1000402-004,新竹縣竹東鎮,員崠里,879,2652,1340,1312,335,1965,352
2014-12,1000402-009,新竹縣竹東鎮,商華里,1404,3869,1939,1930,617,2759,493
2014-12,1000402-007,新竹縣竹東鎮,大鄉里,1766,5798,2891,2907,1007,4180,611
2014-12,1000402-024,新竹縣竹東鎮,忠孝里,677,2033,1028,1005,322,1432,279
2014-12,1000402-005,新竹縣竹東鎮,東寧里,1309,3850,1909,1941,448,2880,522
2014-12,1000402-008,新竹縣竹東鎮,東華里,343,898,453,445,118,595,185
2014-12,1000402-018,新竹縣竹東鎮,柯湖里,279,749,416,333,74,559,116
2014-12,1000402-011,新竹縣竹東鎮,榮樂里,614,1776,898,878,244,1237,295
2014-12,1000402-023,新竹縣竹東鎮,榮華里,2832,8847,4281,4566,1818,6000,1029
2014-12,1000402-002,新竹縣竹東鎮,瑞峰里,216,495,261,234,49,355,91
2014-12,1000402-010,新竹縣竹東鎮,竹東里,575,1640,850,790,188,1100,352
2014-12,1000402-003,新竹縣竹東鎮,軟橋里,143,419,242,177,37,296,86
2014-12,1000402-025,新竹縣竹東鎮,陸豐里,216,775,413,362,150,525,100
2014-12,1000402-016,新竹縣竹東鎮,頭重里,1940,5164,2698,2466,675,3969,520
2014-12,1000402-012,新竹縣竹東鎮,鷄林里,1721,4816,2377,2439,798,3455,563
2014-12,1000403-011,新竹縣新埔鎮,上寮里,670,2227,1201,1026,278,1635,314
2014-12,1000403-012,新竹縣新埔鎮,下寮里,905,2776,1477,1299,234,2226,316
2014-12,1000403-004,新竹縣新埔鎮,五埔里,703,2430,1316,1114,341,1755,334
2014-12,1000403-001,新竹縣新埔鎮,內立里,420,1404,742,662,168,975,261
2014-12,1000403-014,新竹縣新埔鎮,北平里,239,788,436,352,101,536,151
2014-12,1000403-013,新竹縣新埔鎮,南平里,342,1227,672,555,141,851,235
2014-12,1000403-005,新竹縣新埔鎮,四座里,1235,4048,2077,1971,521,2979,548
2014-12,1000403-002,新竹縣新埔鎮,寶石里,314,1074,566,508,117,767,190
2014-12,1000403-015,新竹縣新埔鎮,巨埔里,391,1374,742,632,167,947,260
2014-12,1000403-003,新竹縣新埔鎮,文山里,1594,4828,2520,2308,436,3831,561
2014-12,1000403-019,新竹縣新埔鎮,新北里,235,762,418,344,92,494,176
2014-12,1000403-008,新竹縣新埔鎮,新埔里,395,1201,577,624,164,792,245
2014-12,1000403-010,新竹縣新埔鎮,新民里,444,1255,661,594,136,891,228
2014-12,1000403-009,新竹縣新埔鎮,新生里,234,734,378,356,81,517,136
2014-12,1000403-006,新竹縣新埔鎮,旱坑里,654,2158,1167,991,242,1610,306
2014-12,1000403-017,新竹縣新埔鎮,清水里,193,549,318,231,50,384,115
2014-12,1000403-016,新竹縣新埔鎮,照門里,526,1769,998,771,203,1241,325
2014-12,1000403-007,新竹縣新埔鎮,田新里,859,2917,1522,1395,340,2117,460
2014-12,1000403-018,新竹縣新埔鎮,鹿鳴里,276,906,510,396,96,627,183
2014-12,1000404-016,新竹縣關西鎮,上林里,340,1002,569,433,120,665,217
2014-12,1000404-005,新竹縣關西鎮,仁安里,434,1354,717,637,178,957,219
2014-12,1000404-006,新竹縣關西鎮,北山里,259,920,514,406,91,619,210
2014-12,1000404-004,新竹縣關西鎮,北斗里,1415,4546,2291,2255,667,3160,719
2014-12,1000404-018,新竹縣關西鎮,南和里,276,1014,554,460,98,723,193
2014-12,1000404-007,新竹縣關西鎮,南山里,351,1360,723,637,204,925,231
2014-12,1000404-020,新竹縣關西鎮,南新里,365,1103,636,467,94,737,272
2014-12,1000404-003,新竹縣關西鎮,南雄里,297,913,477,436,105,642,166
2014-12,1000404-014,新竹縣關西鎮,大同里,294,938,519,419,100,631,207
2014-12,1000404-017,新竹縣關西鎮,新力里,235,643,382,261,55,435,153
2014-12,1000404-010,新竹縣關西鎮,新富里,225,701,394,307,85,459,157
2014-12,1000404-009,新竹縣關西鎮,東光里,479,1575,859,716,191,1101,283
2014-12,1000404-008,新竹縣關西鎮,東安里,1375,4593,2338,2255,695,3396,502
2014-12,1000404-019,新竹縣關西鎮,東山里,353,1065,605,460,121,758,186
2014-12,1000404-021,新竹縣關西鎮,東平里,392,1145,616,529,74,819,252
2014-12,1000404-001,新竹縣關西鎮,東興里,188,640,336,304,96,413,131
2014-12,1000404-013,新竹縣關西鎮,玉山里,213,592,312,280,78,377,137
2014-12,1000404-015,新竹縣關西鎮,石光里,611,2294,1209,1085,303,1581,410
2014-12,1000404-002,新竹縣關西鎮,西安里,755,2402,1228,1174,340,1737,325
2014-12,1000404-011,新竹縣關西鎮,金山里,243,718,398,320,80,472,166
2014-12,1000404-012,新竹縣關西鎮,錦山里,441,1233,699,534,142,845,246
2014-12,1000405-005,新竹縣湖口鄉,中勢村,1021,3532,1815,1717,687,2434,411
2014-12,1000405-018,新竹縣湖口鄉,中正村,946,3093,1602,1491,548,2141,404
2014-12,1000405-016,新竹縣湖口鄉,中興村,2577,7070,3530,3540,1211,5322,537
2014-12,1000405-002,新竹縣湖口鄉,仁勢村,374,1113,543,570,187,748,178
2014-12,1000405-004,新竹縣湖口鄉,信勢村,2066,6305,3140,3165,1072,4659,574
2014-12,1000405-017,新竹縣湖口鄉,信義村,1214,3837,1993,1844,663,2773,401
2014-12,1000405-020,新竹縣湖口鄉,勝利村,1725,4962,2459,2503,834,3783,345
2014-12,1000405-007,新竹縣湖口鄉,和興村,1081,3523,1870,1653,479,2613,431
2014-12,1000405-001,新竹縣湖口鄉,孝勢村,575,1683,824,859,206,1258,219
2014-12,1000405-006,新竹縣湖口鄉,德盛村,1775,5711,2876,2835,926,4249,536
2014-12,1000405-003,新竹縣湖口鄉,愛勢村,1534,5030,2483,2547,767,3624,639
2014-12,1000405-019,新竹縣湖口鄉,東興村,1611,5121,2531,2590,921,3814,386
2014-12,1000405-013,新竹縣湖口鄉,波羅村,924,2725,1427,1298,445,2084,196
2014-12,1000405-012,新竹縣湖口鄉,湖南村,623,1979,1031,948,321,1422,236
2014-12,1000405-010,新竹縣湖口鄉,湖口村,1146,3497,1820,1677,522,2563,412
2014-12,1000405-011,新竹縣湖口鄉,湖鏡村,914,3017,1545,1472,489,2192,336
2014-12,1000405-009,新竹縣湖口鄉,長安村,400,1422,753,669,213,1006,203
2014-12,1000405-008,新竹縣湖口鄉,長嶺村,1180,3851,2032,1819,649,2772,430
2014-12,1000405-014,新竹縣湖口鄉,鳳凰村,2213,5954,3013,2941,798,4757,399
2014-12,1000405-015,新竹縣湖口鄉,鳳山村,1294,3785,1949,1836,421,2958,406
2014-12,1000406-012,新竹縣新豐鄉,上坑村,515,1754,911,843,216,1351,187
2014-12,1000406-007,新竹縣新豐鄉,中崙村,1207,3952,2058,1894,587,3027,338
2014-12,1000406-010,新竹縣新豐鄉,員山村,894,2863,1470,1393,507,2130,226
2014-12,1000406-006,新竹縣新豐鄉,坡頭村,278,1060,561,499,141,791,128
2014-12,1000406-004,新竹縣新豐鄉,埔和村,958,3228,1716,1512,391,2506,331
2014-12,1000406-015,新竹縣新豐鄉,山崎村,1658,5242,2593,2649,954,3792,496
2014-12,1000406-017,新竹縣新豐鄉,崎頂村,1004,3224,1666,1558,453,2532,239
2014-12,1000406-002,新竹縣新豐鄉,後湖村,638,2142,1147,995,233,1576,333
2014-12,1000406-014,新竹縣新豐鄉,忠孝村,1451,4610,2274,2336,928,3410,272
2014-12,1000406-009,新竹縣新豐鄉,新豐村,742,2571,1330,1241,321,1897,353
2014-12,1000406-011,新竹縣新豐鄉,松林村,2005,6227,3054,3173,1589,4293,345
2014-12,1000406-016,新竹縣新豐鄉,松柏村,2043,6111,3085,3026,1634,4241,236
2014-12,1000406-005,新竹縣新豐鄉,瑞興村,625,2021,1101,920,233,1538,250
2014-12,1000406-001,新竹縣新豐鄉,福興村,421,1257,668,589,117,953,187
2014-12,1000406-008,新竹縣新豐鄉,重興村,1984,6185,3169,3016,985,4676,524
2014-12,1000406-003,新竹縣新豐鄉,青埔村,635,2065,1136,929,223,1573,269
2014-12,1000406-013,新竹縣新豐鄉,鳳坑村,389,1314,704,610,175,959,180
2014-12,1000407-011,新竹縣芎林鄉,上山村,1595,4698,2429,2269,522,3713,463
2014-12,1000407-012,新竹縣芎林鄉,下山村,430,1356,729,627,161,959,236
2014-12,1000407-007,新竹縣芎林鄉,中坑村,232,753,421,332,102,548,103
2014-12,1000407-001,新竹縣芎林鄉,五龍村,171,612,332,280,47,441,124
2014-12,1000407-009,新竹縣芎林鄉,文林村,926,2877,1511,1366,374,2043,460
2014-12,1000407-006,新竹縣芎林鄉,新鳳村,563,1885,978,907,208,1359,318
2014-12,1000407-008,新竹縣芎林鄉,水坑村,293,921,505,416,121,667,133
2014-12,1000407-004,新竹縣芎林鄉,永興村,155,500,279,221,63,356,81
2014-12,1000407-005,新竹縣芎林鄉,石潭村,960,3166,1676,1490,382,2333,451
2014-12,1000407-003,新竹縣芎林鄉,秀湖村,343,1121,613,508,112,852,157
2014-12,1000407-010,新竹縣芎林鄉,芎林村,602,1888,979,909,272,1316,300
2014-12,1000407-002,新竹縣芎林鄉,華龍村,168,524,295,229,54,365,105
2014-12,1000408-006,新竹縣橫山鄉,內灣村,448,1142,633,509,120,773,249
2014-12,1000408-011,新竹縣橫山鄉,力行村,342,1027,543,484,126,674,227
2014-12,1000408-003,新竹縣橫山鄉,南昌村,122,256,164,92,6,206,44
2014-12,1000408-010,新竹縣橫山鄉,大肚村,546,1936,1016,920,274,1374,288
2014-12,1000408-009,新竹縣橫山鄉,新興村,598,1894,999,895,230,1296,368
2014-12,1000408-001,新竹縣橫山鄉,橫山村,1270,4141,2229,1912,489,2991,661
2014-12,1000408-008,新竹縣橫山鄉,沙坑村,405,1186,640,546,96,785,305
2014-12,1000408-002,新竹縣橫山鄉,田寮村,319,1010,580,430,93,726,191
2014-12,1000408-007,新竹縣橫山鄉,福興村,210,551,321,230,37,373,141
2014-12,1000408-005,新竹縣橫山鄉,豐田村,145,409,217,192,47,272,90
2014-12,1000408-004,新竹縣橫山鄉,豐鄉村,124,258,147,111,12,191,55
2014-12,1000409-001,新竹縣北埔鄉,北埔村,431,1374,711,663,166,947,261
2014-12,1000409-008,新竹縣北埔鄉,南坑村,153,441,249,192,40,300,101
2014-12,1000409-005,新竹縣北埔鄉,南埔村,144,468,278,190,57,313,98
2014-12,1000409-002,新竹縣北埔鄉,南興村,490,1506,804,702,146,1066,294
2014-12,1000409-003,新竹縣北埔鄉,埔尾村,940,3123,1629,1494,422,2184,517
2014-12,1000409-009,新竹縣北埔鄉,外坪村,152,336,197,139,24,225,87
2014-12,1000409-006,新竹縣北埔鄉,大林村,280,889,483,406,91,653,145
2014-12,1000409-007,新竹縣北埔鄉,大湖村,230,667,376,291,54,487,126
2014-12,1000409-004,新竹縣北埔鄉,水磜村,323,980,547,433,122,680,178
2014-12,1000410-003,新竹縣寶山鄉,三峰村,432,1180,670,510,105,867,208
2014-12,1000410-002,新竹縣寶山鄉,大崎村,810,2048,1102,946,183,1674,191
2014-12,1000410-008,新竹縣寶山鄉,寶山村,334,877,490,387,80,637,160
2014-12,1000410-006,新竹縣寶山鄉,寶斗村,236,825,468,357,52,592,181
2014-12,1000410-007,新竹縣寶山鄉,山湖村,239,652,360,292,80,464,108
2014-12,1000410-004,新竹縣寶山鄉,新城村,401,1398,779,619,163,991,244
2014-12,1000410-009,新竹縣寶山鄉,油田村,249,642,382,260,33,451,158
2014-12,1000410-005,新竹縣寶山鄉,深井村,289,1005,546,459,122,721,162
2014-12,1000410-010,新竹縣寶山鄉,雙新村,1122,3006,1568,1438,364,2382,260
2014-12,1000410-001,新竹縣寶山鄉,雙溪村,1007,2732,1395,1337,352,2155,225
2014-12,1000411-005,新竹縣峨眉鄉,七星村,288,705,402,303,66,454,185
2014-12,1000411-002,新竹縣峨眉鄉,中盛村,263,811,459,352,85,574,152
2014-12,1000411-004,新竹縣峨眉鄉,富興村,515,1562,849,713,148,1083,331
2014-12,1000411-001,新竹縣峨眉鄉,峨眉村,358,1015,549,466,80,678,257
2014-12,1000411-006,新竹縣峨眉鄉,湖光村,398,963,530,433,69,638,256
2014-12,1000411-003,新竹縣峨眉鄉,石井村,263,688,397,291,43,487,158
2014-12,1000412-002,新竹縣尖石鄉,嘉樂村,394,1064,560,504,158,770,136
2014-12,1000412-003,新竹縣尖石鄉,新樂村,475,1562,802,760,298,1145,119
2014-12,1000412-004,新竹縣尖石鄉,梅花村,279,812,440,372,165,587,60
2014-12,1000412-006,新竹縣尖石鄉,玉峰村,393,1663,882,781,415,1172,76
2014-12,1000412-007,新竹縣尖石鄉,秀巒村,552,2125,1137,988,553,1483,89
2014-12,1000412-001,新竹縣尖石鄉,義興村,274,766,409,357,128,565,73
2014-12,1000412-005,新竹縣尖石鄉,錦屏村,471,1514,808,706,295,1126,93
2014-12,1000413-001,新竹縣五峰鄉,大隘村,605,1692,910,782,254,1293,145
2014-12,1000413-004,新竹縣五峰鄉,桃山村,667,1782,990,792,266,1366,150
2014-12,1000413-003,新竹縣五峰鄉,竹林村,167,419,222,197,50,334,35
2014-12,1000413-002,新竹縣五峰鄉,花園村,311,836,449,387,130,640,66
2014-12,1000501-015,苗栗縣苗栗市,上苗里,779,2013,996,1017,292,1378,343
2014-12,1000501-001,苗栗縣苗栗市,中苗里,543,1440,702,738,256,980,204
2014-12,1000501-013,苗栗縣苗栗市,勝利里,1506,4604,2309,2295,489,3483,632
2014-12,1000501-016,苗栗縣苗栗市,北苗里,2167,6276,3091,3185,928,4639,709
2014-12,1000501-027,苗栗縣苗栗市,南勢里,807,2417,1270,1147,311,1809,297
2014-12,1000501-026,苗栗縣苗栗市,嘉新里,1089,3582,1797,1785,453,2693,436
2014-12,1000501-018,苗栗縣苗栗市,嘉盛里,1345,4336,2172,2164,570,3144,622
2014-12,1000501-011,苗栗縣苗栗市,大同里,262,665,314,351,75,464,126
2014-12,1000501-002,苗栗縣苗栗市,建功里,1891,5344,2585,2759,888,3798,658
2014-12,1000501-014,苗栗縣苗栗市,恭敬里,608,1661,805,856,223,1220,218
2014-12,1000501-021,苗栗縣苗栗市,文山里,1382,4487,2281,2206,790,3250,447
2014-12,1000501-028,苗栗縣苗栗市,文聖里,1249,4094,2088,2006,666,3102,326
2014-12,1000501-020,苗栗縣苗栗市,新川里,523,1476,786,690,190,1045,241
2014-12,1000501-012,苗栗縣苗栗市,新苗里,379,1038,520,518,78,776,184
2014-12,1000501-024,苗栗縣苗栗市,新英里,695,2101,1091,1010,321,1558,222
2014-12,1000501-023,苗栗縣苗栗市,水源里,1055,2912,1434,1478,368,2242,302
2014-12,1000501-017,苗栗縣苗栗市,清華里,1340,3753,1823,1930,446,2677,630
2014-12,1000501-004,苗栗縣苗栗市,玉清里,938,2757,1380,1377,407,1871,479
2014-12,1000501-010,苗栗縣苗栗市,玉苗里,415,1150,566,584,146,809,195
2014-12,1000501-005,苗栗縣苗栗市,玉華里,1431,4541,2288,2253,689,3178,674
2014-12,1000501-025,苗栗縣苗栗市,福安里,1375,4192,2089,2103,659,3164,369
2014-12,1000501-019,苗栗縣苗栗市,福星里,1647,4970,2448,2522,744,3660,566
2014-12,1000501-022,苗栗縣苗栗市,福麗里,2200,6303,3153,3150,922,4627,754
2014-12,1000501-008,苗栗縣苗栗市,綠苗里,411,1076,561,515,117,749,210
2014-12,1000501-006,苗栗縣苗栗市,維新里,1422,4620,2359,2261,584,3321,715
2014-12,1000501-007,苗栗縣苗栗市,維祥里,1356,4164,2058,2106,522,3042,600
2014-12,1000501-003,苗栗縣苗栗市,青苗里,485,1277,614,663,159,891,227
2014-12,1000501-009,苗栗縣苗栗市,高苗里,1257,3714,1909,1805,516,2799,399
2014-12,1000502-021,苗栗縣苑裡鎮,上舘里,572,2037,1085,952,239,1526,272
2014-12,1000502-010,苗栗縣苑裡鎮,中正里,754,2631,1373,1258,375,1935,321
2014-12,1000502-023,苗栗縣苑裡鎮,南勢里,292,871,473,398,87,621,163
2014-12,1000502-009,苗栗縣苑裡鎮,客庄里,1536,4972,2487,2485,822,3643,507
2014-12,1000502-024,苗栗縣苑裡鎮,山柑里,489,1774,941,833,289,1308,177
2014-12,1000502-014,苗栗縣苑裡鎮,山脚里,553,1724,886,838,190,1225,309
2014-12,1000502-008,苗栗縣苑裡鎮,房裡里,811,2878,1512,1366,444,2081,353
2014-12,1000502-013,苗栗縣苑裡鎮,新復里,489,1676,849,827,217,1242,217
2014-12,1000502-012,苗栗縣苑裡鎮,水坡里,250,812,436,376,94,561,157
2014-12,1000502-020,苗栗縣苑裡鎮,泰田里,591,2058,1094,964,287,1525,246
2014-12,1000502-007,苗栗縣苑裡鎮,海岸里,423,1404,730,674,212,1000,192
2014-12,1000502-022,苗栗縣苑裡鎮,玉田里,618,2181,1148,1033,291,1655,235
2014-12,1000502-025,苗栗縣苑裡鎮,田心里,632,2242,1175,1067,318,1698,226
2014-12,1000502-017,苗栗縣苑裡鎮,石鎮里,207,687,371,316,80,482,125
2014-12,1000502-019,苗栗縣苑裡鎮,社苓里,782,2840,1469,1371,426,2083,331
2014-12,1000502-016,苗栗縣苑裡鎮,福田里,423,1524,810,714,170,1090,264
2014-12,1000502-015,苗栗縣苑裡鎮,舊社里,683,2296,1167,1129,315,1677,304
2014-12,1000502-003,苗栗縣苑裡鎮,苑北里,369,1078,561,517,131,789,158
2014-12,1000502-002,苗栗縣苑裡鎮,苑南里,674,2065,1021,1044,313,1447,305
2014-12,1000502-011,苗栗縣苑裡鎮,苑坑里,366,1163,619,544,150,847,166
2014-12,1000502-001,苗栗縣苑裡鎮,苑東里,852,2723,1371,1352,413,2017,293
2014-12,1000502-005,苗栗縣苑裡鎮,苑港里,439,1564,825,739,228,1127,209
2014-12,1000502-018,苗栗縣苑裡鎮,蕉埔里,346,995,541,454,129,676,190
2014-12,1000502-006,苗栗縣苑裡鎮,西勢里,733,2495,1276,1219,405,1849,241
2014-12,1000502-004,苗栗縣苑裡鎮,西平里,530,1899,950,949,293,1383,223
2014-12,1000503-013,苗栗縣通霄鎮,五北里,515,1798,956,842,221,1285,292
2014-12,1000503-012,苗栗縣通霄鎮,五南里,500,1640,842,798,220,1200,220
2014-12,1000503-021,苗栗縣通霄鎮,內島里,293,950,517,433,105,703,142
2014-12,1000503-014,苗栗縣通霄鎮,內湖里,662,2346,1239,1107,331,1678,337
2014-12,1000503-009,苗栗縣通霄鎮,南和里,339,958,527,431,103,645,210
2014-12,1000503-005,苗栗縣通霄鎮,圳頭里,272,890,478,412,115,603,172
2014-12,1000503-011,苗栗縣通霄鎮,坪頂里,457,1466,785,681,152,1015,299
2014-12,1000503-007,苗栗縣通霄鎮,城北里,293,845,443,402,84,582,179
2014-12,1000503-008,苗栗縣通霄鎮,城南里,393,1104,623,481,97,757,250
2014-12,1000503-003,苗栗縣通霄鎮,平元里,686,2290,1197,1093,321,1689,280
2014-12,1000503-024,苗栗縣通霄鎮,平安里,759,2578,1314,1264,398,1899,281
2014-12,1000503-020,苗栗縣通霄鎮,新埔里,429,1488,792,696,208,1016,264
2014-12,1000503-004,苗栗縣通霄鎮,梅南里,554,1941,1023,918,256,1396,289
2014-12,1000503-015,苗栗縣通霄鎮,楓樹里,227,540,317,223,41,340,159
2014-12,1000503-016,苗栗縣通霄鎮,烏眉里,405,1104,593,511,143,700,261
2014-12,1000503-022,苗栗縣通霄鎮,白東里,515,1684,855,829,204,1281,199
2014-12,1000503-023,苗栗縣通霄鎮,白西里,304,905,505,400,75,676,154
2014-12,1000503-018,苗栗縣通霄鎮,福源里,307,992,531,461,133,723,136
2014-12,1000503-010,苗栗縣通霄鎮,福興里,325,813,452,361,83,555,175
2014-12,1000503-017,苗栗縣通霄鎮,福龍里,216,500,293,207,31,314,155
2014-12,1000503-006,苗栗縣通霄鎮,通南里,974,3396,1770,1626,460,2543,393
2014-12,1000503-001,苗栗縣通霄鎮,通東里,491,1436,712,724,162,1032,242
2014-12,1000503-019,苗栗縣通霄鎮,通灣里,819,2798,1461,1337,356,2075,367
2014-12,1000503-002,苗栗縣通霄鎮,通西里,851,2479,1254,1225,294,1740,445
2014-12,1000504-011,苗栗縣竹南鎮,中港里,446,1347,712,635,247,939,161
2014-12,1000504-014,苗栗縣竹南鎮,中美里,731,2516,1295,1221,377,1945,194
2014-12,1000504-013,苗栗縣竹南鎮,中英里,544,1810,926,884,257,1403,150
2014-12,1000504-012,苗栗縣竹南鎮,中華里,1102,3426,1720,1706,522,2575,329
2014-12,1000504-023,苗栗縣竹南鎮,佳興里,1306,4235,2103,2132,1013,2845,377
2014-12,1000504-022,苗栗縣竹南鎮,公義里,385,1313,705,608,189,985,139
2014-12,1000504-018,苗栗縣竹南鎮,公舘里,452,1458,771,687,192,1086,180
