年月,村里代碼,區域,村里,戶數,人口,男性人口,女性人口,未滿15歲,15-65歲,超過65歲,超過20歲,18-19歲
2014-08,09007010-005,連江縣南竿鄉,仁愛村,113,564,309,255,82,434,48,444,15
2014-08,09007010-001,連江縣南竿鄉,介壽村,483,2359,1310,1049,322,1847,190,1852,61
2014-08,09007010-009,連江縣南竿鄉,四維村,31,178,102,76,13,138,27,153,5
2014-08,09007010-002,連江縣南竿鄉,復興村,229,1385,804,581,193,1071,121,1120,30
2014-08,09007010-006,連江縣南竿鄉,津沙村,71,372,236,136,29,297,46,323,7
2014-08,09007010-004,連江縣南竿鄉,清水村,169,853,491,362,148,662,43,653,27
2014-08,09007010-008,連江縣南竿鄉,珠螺村,29,216,127,89,25,177,14,178,7
2014-08,09007010-003,連江縣南竿鄉,福沃村,173,963,578,385,107,768,88,817,18
2014-08,09007010-007,連江縣南竿鄉,馬祖村,118,589,318,271,78,469,42,479,15
2014-08,09007020-002,連江縣北竿鄉,后沃村,46,187,105,82,22,141,24,158,2
2014-08,09007020-005,連江縣北竿鄉,坂里村,63,319,166,153,40,251,28,263,8
2014-08,09007020-001,連江縣北竿鄉,塘岐村,223,1118,613,505,149,889,80,903,30
2014-08,09007020-003,連江縣北竿鄉,橋仔村,65,361,195,166,41,285,35,300,13
2014-08,09007020-006,連江縣北竿鄉,白沙村,30,139,88,51,24,103,12,110,1
2014-08,09007020-004,連江縣北竿鄉,芹壁村,47,193,108,85,19,150,24,169,1
2014-08,09007030-005,連江縣莒光鄉,大坪村,86,457,247,210,40,357,60,390,8
2014-08,09007030-002,連江縣莒光鄉,田沃村,40,230,146,84,27,182,21,189,6
2014-08,09007030-004,連江縣莒光鄉,福正村,44,227,131,96,16,171,40,206,3
2014-08,09007030-003,連江縣莒光鄉,西坵村,22,72,41,31,9,49,14,60,1
2014-08,09007030-001,連江縣莒光鄉,青帆村,80,430,259,171,44,351,35,380,3
2014-08,09007040-001,連江縣東引鄉,中柳村,139,578,327,251,74,461,43,483,11
2014-08,09007040-002,連江縣東引鄉,樂華村,158,648,406,242,86,528,34,524,17
2014-08,09020010-004,金門縣金城鎮,北門里,1442,4652,2389,2263,610,3597,445,3794,103
2014-08,09020010-003,金門縣金城鎮,南門里,1875,5971,2951,3020,757,4578,636,4857,180
2014-08,09020010-005,金門縣金城鎮,古城里,1137,3761,1875,1886,431,2936,394,3154,89
2014-08,09020010-001,金門縣金城鎮,東門里,1667,5584,2776,2808,742,4324,518,4543,144
2014-08,09020010-007,金門縣金城鎮,珠沙里,893,2876,1490,1386,243,2294,339,2494,76
2014-08,09020010-002,金門縣金城鎮,西門里,3357,10890,5370,5520,1460,8400,1030,8765,309
2014-08,09020010-008,金門縣金城鎮,賢庵里,1364,4564,2341,2223,450,3697,417,3881,109
2014-08,09020010-006,金門縣金城鎮,金水里,643,2051,1059,992,167,1662,222,1759,62
2014-08,09020020-002,金門縣金沙鎮,三山里,605,1942,972,970,165,1487,290,1675,48
2014-08,09020020-005,金門縣金沙鎮,何斗里,636,2074,1012,1062,222,1613,239,1739,56
2014-08,09020020-004,金門縣金沙鎮,光前里,809,2426,1196,1230,259,1940,227,2015,73
2014-08,09020020-003,金門縣金沙鎮,大洋里,400,1224,621,603,124,937,163,1020,41
2014-08,09020020-007,金門縣金沙鎮,官嶼里,657,2169,1065,1104,182,1677,310,1860,71
2014-08,09020020-001,金門縣金沙鎮,汶沙里,1715,5436,2695,2741,652,4188,596,4535,129
2014-08,09020020-008,金門縣金沙鎮,浦山里,738,2471,1194,1277,294,1886,291,2023,71
2014-08,09020020-006,金門縣金沙鎮,西園里,454,1521,797,724,109,1202,210,1320,58
2014-08,09020030-002,金門縣金湖鎮,山外里,1069,3731,1847,1884,489,2920,322,3047,103
2014-08,09020030-004,金門縣金湖鎮,料羅里,503,1887,1011,876,166,1514,207,1628,46
2014-08,09020030-001,金門縣金湖鎮,新市里,1573,4777,2431,2346,598,3659,520,3949,118
