年月,村里代碼,區域,村里,戶數,人口,男性人口,女性人口,未滿15歲,15-64歲,超過64歲,超過20歲,18-19歲
2014-09,09007010-005,連江縣南竿鄉,仁愛村,113,570,312,258,82,435,53,448,14
2014-09,09007010-001,連江縣南竿鄉,介壽村,488,2384,1331,1053,325,1850,209,1861,63
2014-09,09007010-009,連江縣南竿鄉,四維村,31,179,103,76,13,137,29,154,5
2014-09,09007010-002,連江縣南竿鄉,復興村,230,1379,799,580,194,1057,128,1112,32
2014-09,09007010-006,連江縣南竿鄉,津沙村,71,373,237,136,28,293,52,326,6
2014-09,09007010-004,連江縣南竿鄉,清水村,169,855,494,361,149,662,44,652,28
2014-09,09007010-008,連江縣南竿鄉,珠螺村,29,217,128,89,25,177,15,179,7
2014-09,09007010-003,連江縣南竿鄉,福沃村,174,962,576,386,108,757,97,815,18
2014-09,09007010-007,連江縣南竿鄉,馬祖村,118,590,319,271,79,465,46,481,13
2014-09,09007020-002,連江縣北竿鄉,后沃村,46,187,105,82,22,138,27,158,2
2014-09,09007020-005,連江縣北竿鄉,坂里村,64,320,167,153,39,249,32,264,8
2014-09,09007020-001,連江縣北竿鄉,塘岐村,225,1125,615,510,151,879,95,905,34
2014-09,09007020-003,連江縣北竿鄉,橋仔村,65,363,196,167,40,283,40,301,14
2014-09,09007020-006,連江縣北竿鄉,白沙村,30,140,89,51,24,104,12,111,1
2014-09,09007020-004,連江縣北竿鄉,芹壁村,47,185,104,81,17,142,26,166,1
2014-09,09007030-005,連江縣莒光鄉,大坪村,86,458,247,211,40,353,65,391,9
2014-09,09007030-002,連江縣莒光鄉,田沃村,40,231,146,85,28,180,23,189,6
2014-09,09007030-004,連江縣莒光鄉,福正村,44,225,130,95,16,167,42,204,3
2014-09,09007030-003,連江縣莒光鄉,西坵村,22,74,42,32,9,51,14,62,1
2014-09,09007030-001,連江縣莒光鄉,青帆村,80,430,258,172,45,344,41,379,3
2014-09,09007040-001,連江縣東引鄉,中柳村,139,577,326,251,73,459,45,482,11
2014-09,09007040-002,連江縣東引鄉,樂華村,160,657,411,246,88,532,37,529,18
2014-09,09020010-004,金門縣金城鎮,北門里,1447,4673,2400,2273,616,3564,493,3808,109
2014-09,09020010-003,金門縣金城鎮,南門里,1879,5984,2958,3026,754,4555,675,4873,176
2014-09,09020010-005,金門縣金城鎮,古城里,1133,3769,1885,1884,433,2908,428,3160,86
2014-09,09020010-001,金門縣金城鎮,東門里,1663,5599,2789,2810,750,4281,568,4554,141
2014-09,09020010-007,金門縣金城鎮,珠沙里,896,2891,1495,1396,245,2278,368,2505,75
2014-09,09020010-002,金門縣金城鎮,西門里,3366,10938,5401,5537,1466,8341,1131,8805,315
2014-09,09020010-008,金門縣金城鎮,賢庵里,1368,4581,2354,2227,450,3667,464,3893,113
2014-09,09020010-006,金門縣金城鎮,金水里,645,2065,1064,1001,169,1653,243,1769,62
2014-09,09020020-002,金門縣金沙鎮,三山里,607,1942,970,972,164,1469,309,1677,45
2014-09,09020020-005,金門縣金沙鎮,何斗里,635,2072,1010,1062,223,1579,270,1737,58
2014-09,09020020-004,金門縣金沙鎮,光前里,808,2419,1190,1229,254,1909,256,2015,72
2014-09,09020020-003,金門縣金沙鎮,大洋里,400,1226,621,605,122,928,176,1027,40
2014-09,09020020-007,金門縣金沙鎮,官嶼里,657,2179,1068,1111,181,1659,339,1871,72
2014-09,09020020-001,金門縣金沙鎮,汶沙里,1721,5444,2700,2744,655,4138,651,4541,133
2014-09,09020020-008,金門縣金沙鎮,浦山里,738,2468,1192,1276,293,1858,317,2024,70
2014-09,09020020-006,金門縣金沙鎮,西園里,454,1540,802,738,113,1203,224,1333,61
2014-09,09020030-002,金門縣金湖鎮,山外里,1071,3747,1850,1897,488,2899,360,3068,100
2014-09,09020030-004,金門縣金湖鎮,料羅里,502,1886,1013,873,164,1497,225,1628,46
2014-09,09020030-001,金門縣金湖鎮,新市里,1573,4785,2432,2353,597,3615,573,3959,118
2014-09,09020030-006,金門縣金湖鎮,新湖里,2371,7668,3874,3794,991,6130,547,6258,213
2014-09,09020030-003,金門縣金湖鎮,正義里,797,2553,1303,1250,206,2039,308,2166,88
2014-09,09020030-007,金門縣金湖鎮,溪湖里,473,1502,763,739,158,1147,197,1263,40
2014-09,09020030-005,金門縣金湖鎮,瓊林里,985,3257,1609,1648,361,2452,444,2734,82
2014-09,09020030-008,金門縣金湖鎮,蓮庵里,516,1680,826,854,166,1288,226,1426,45
2014-09,09020040-001,金門縣金寧鄉,古寧村,1022,3300,1639,1661,290,2465,545,2852,85
2014-09,09020040-003,金門縣金寧鄉,后盤村,497,1506,750,756,140,1145,221,1291,32
2014-09,09020040-002,金門縣金寧鄉,安美村,1330,4325,2191,2134,487,3335,503,3579,127
2014-09,09020040-005,金門縣金寧鄉,榜林村,1511,5060,2565,2495,515,4020,525,4280,134
2014-09,09020040-004,金門縣金寧鄉,湖埔村,1738,5559,2779,2780,594,4475,490,4649,164
2014-09,09020040-006,金門縣金寧鄉,盤山村,1496,7118,3660,3458,483,6203,432,5242,1280
2014-09,09020050-001,金門縣烈嶼鄉,上岐村,685,2803,1348,1455,233,2150,420,2432,69
2014-09,09020050-002,金門縣烈嶼鄉,上林村,409,1452,695,757,145,1108,199,1239,30
2014-09,09020050-004,金門縣烈嶼鄉,林湖村,890,3445,1786,1659,328,2695,422,2922,99
2014-09,09020050-003,金門縣烈嶼鄉,西口村,621,2466,1216,1250,219,1931,316,2109,76
2014-09,09020050-005,金門縣烈嶼鄉,黃埔村,390,1585,763,822,155,1229,201,1337,46
2014-09,09020060-001,金門縣烏坵鄉,大坵村,52,309,167,142,47,227,35,235,14
2014-09,09020060-002,金門縣烏坵鄉,小坵村,82,360,169,191,73,260,27,255,16
2014-09,10002010-016,宜蘭縣宜蘭市,七張里,521,1734,914,820,283,1206,245,1340,55
2014-09,10002010-043,宜蘭縣宜蘭市,七結里,1125,3196,1474,1722,637,2293,266,2310,105
2014-09,10002010-031,宜蘭縣宜蘭市,中山里,484,1091,562,529,83,778,230,961,26
2014-09,10002010-046,宜蘭縣宜蘭市,中興里,1227,3459,1658,1801,484,2580,395,2750,89
2014-09,10002010-012,宜蘭縣宜蘭市,凱旋里,471,1497,768,729,218,1102,177,1150,53
2014-09,10002010-026,宜蘭縣宜蘭市,北津里,918,2604,1291,1313,302,2036,266,2104,90
2014-09,10002010-028,宜蘭縣宜蘭市,北門里,503,1392,720,672,135,1037,220,1176,32
2014-09,10002010-009,宜蘭縣宜蘭市,南橋里,451,1396,722,674,210,991,195,1095,47
2014-09,10002010-011,宜蘭縣宜蘭市,南津里,1011,2397,1170,1227,402,1538,457,1864,56
2014-09,10002010-034,宜蘭縣宜蘭市,南門里,696,1877,919,958,301,1305,271,1446,52
2014-09,10002010-045,宜蘭縣宜蘭市,大新里,385,956,461,495,116,638,202,791,21
2014-09,10002010-023,宜蘭縣宜蘭市,孝廉里,530,1387,742,645,156,972,259,1154,35
2014-09,10002010-021,宜蘭縣宜蘭市,小東里,650,1718,873,845,160,1250,308,1481,30
2014-09,10002010-015,宜蘭縣宜蘭市,延平里,1319,3888,1862,2026,718,2857,313,2818,138
2014-09,10002010-010,宜蘭縣宜蘭市,建業里,676,1948,1000,948,327,1390,231,1476,57
2014-09,10002010-037,宜蘭縣宜蘭市,建軍里,750,2101,978,1123,351,1553,197,1564,79
2014-09,10002010-040,宜蘭縣宜蘭市,復興里,1387,3369,1599,1770,418,2389,562,2723,90
2014-09,10002010-038,宜蘭縣宜蘭市,思源里,1894,5297,2537,2760,967,3995,335,3798,184
2014-09,10002010-017,宜蘭縣宜蘭市,慈安里,772,2005,935,1070,225,1564,216,1602,78
2014-09,10002010-041,宜蘭縣宜蘭市,成功里,1316,3803,1815,1988,708,2779,316,2784,117
2014-09,10002010-047,宜蘭縣宜蘭市,擺厘里,1334,3348,1566,1782,439,2556,353,2663,93
2014-09,10002010-039,宜蘭縣宜蘭市,文化里,1458,3994,1900,2094,716,2773,505,2987,118
2014-09,10002010-042,宜蘭縣宜蘭市,新東里,1397,3900,1817,2083,616,2927,357,2923,152
2014-09,10002010-018,宜蘭縣宜蘭市,新民里,812,1864,962,902,181,1266,417,1595,40
2014-09,10002010-024,宜蘭縣宜蘭市,新生里,1005,2983,1520,1463,376,2261,346,2412,92
2014-09,10002010-014,宜蘭縣宜蘭市,東村里,848,2586,1288,1298,441,1941,204,1930,96
2014-09,10002010-019,宜蘭縣宜蘭市,東門里,489,1130,583,547,111,776,243,969,19
2014-09,10002010-027,宜蘭縣宜蘭市,梅洲里,1191,3617,1874,1743,432,2737,448,2911,140
2014-09,10002010-036,宜蘭縣宜蘭市,民族里,1106,2972,1455,1517,537,1904,531,2229,90
2014-09,10002010-002,宜蘭縣宜蘭市,民權里,963,2063,1062,1001,260,1501,302,1682,48
2014-09,10002010-044,宜蘭縣宜蘭市,泰山里,957,2678,1261,1417,497,1912,269,1942,98
2014-09,10002010-001,宜蘭縣宜蘭市,神農里,1277,3108,1503,1605,375,2256,477,2565,68
2014-09,10002010-025,宜蘭縣宜蘭市,茭白里,812,2348,1158,1190,322,1817,209,1846,69
2014-09,10002010-022,宜蘭縣宜蘭市,菜園里,604,1530,746,784,152,1144,234,1278,47
2014-09,10002010-032,宜蘭縣宜蘭市,西門里,780,2073,1070,1003,239,1467,367,1715,56
2014-09,10002010-035,宜蘭縣宜蘭市,負郭里,1392,3831,1786,2045,748,2662,421,2791,122
2014-09,10002010-008,宜蘭縣宜蘭市,進士里,956,2459,1204,1255,287,1839,333,1984,82
2014-09,10002010-013,宜蘭縣宜蘭市,黎明里,723,2200,1109,1091,363,1595,242,1662,69
2014-09,10002020-029,宜蘭縣羅東鎮,中山里,670,1676,810,866,233,1085,358,1338,41
2014-09,10002020-030,宜蘭縣羅東鎮,仁和里,520,1284,622,662,164,886,234,1063,23
2014-09,10002020-011,宜蘭縣羅東鎮,仁德里,573,1437,718,719,189,1010,238,1165,39
2014-09,10002020-024,宜蘭縣羅東鎮,仁愛里,1354,4394,2117,2277,804,3217,373,3257,143
2014-09,10002020-022,宜蘭縣羅東鎮,信義里,1368,3814,1792,2022,739,2582,493,2786,108
2014-09,10002020-020,宜蘭縣羅東鎮,公正里,1286,3667,1792,1875,736,2418,513,2651,108
2014-09,10002020-018,宜蘭縣羅東鎮,北成里,1192,3546,1685,1861,662,2525,359,2588,122
2014-09,10002020-008,宜蘭縣羅東鎮,南昌里,1091,2833,1366,1467,413,2084,336,2246,73
2014-09,10002020-009,宜蘭縣羅東鎮,南豪里,552,1595,752,843,236,1089,270,1263,33
2014-09,10002020-026,宜蘭縣羅東鎮,國華里,1896,5586,2581,3005,1107,3966,513,4057,166
2014-09,10002020-004,宜蘭縣羅東鎮,大新里,759,1862,913,949,285,1305,272,1428,60
2014-09,10002020-010,宜蘭縣羅東鎮,成功里,628,1831,874,957,297,1257,277,1408,46
2014-09,10002020-006,宜蘭縣羅東鎮,新群里,1067,3139,1564,1575,498,2323,318,2404,94
2014-09,10002020-005,宜蘭縣羅東鎮,東安里,1594,4473,2092,2381,864,3245,364,3242,147
2014-09,10002020-025,宜蘭縣羅東鎮,樹林里,1443,4290,2028,2262,796,3023,471,3181,110
2014-09,10002020-016,宜蘭縣羅東鎮,漢民里,1708,4773,2277,2496,930,3205,638,3473,162
2014-09,10002020-023,宜蘭縣羅東鎮,竹林里,1203,3751,1814,1937,643,2577,531,2842,108
2014-09,10002020-027,宜蘭縣羅東鎮,維揚里,1310,3822,1816,2006,703,2692,427,2814,115
2014-09,10002020-007,宜蘭縣羅東鎮,羅莊里,1354,3514,1628,1886,478,2737,299,2772,111
2014-09,10002020-017,宜蘭縣羅東鎮,西安里,1162,3367,1619,1748,458,2534,375,2671,104
2014-09,10002020-019,宜蘭縣羅東鎮,賢文里,1691,4651,2189,2462,819,3135,697,3471,128
2014-09,10002020-028,宜蘭縣羅東鎮,開明里,680,1710,839,871,192,1185,333,1406,41
2014-09,10002020-021,宜蘭縣羅東鎮,集祥里,685,1454,717,737,235,1008,211,1133,28
2014-09,10002030-018,宜蘭縣蘇澳鎮,南安里,403,1127,587,540,76,814,237,1011,21
2014-09,10002030-022,宜蘭縣蘇澳鎮,南寧里,420,1285,660,625,100,923,262,1104,37
2014-09,10002030-023,宜蘭縣蘇澳鎮,南建里,473,1530,781,749,144,1133,253,1310,38
2014-09,10002030-025,宜蘭縣蘇澳鎮,南強里,363,857,461,396,78,593,186,741,14
2014-09,10002030-020,宜蘭縣蘇澳鎮,南成里,439,1338,685,653,121,947,270,1156,27
2014-09,10002030-019,宜蘭縣蘇澳鎮,南正里,395,1157,579,578,111,825,221,989,23
2014-09,10002030-021,宜蘭縣蘇澳鎮,南興里,603,1756,873,883,167,1266,323,1502,33
2014-09,10002030-004,宜蘭縣蘇澳鎮,存仁里,367,1133,592,541,139,784,210,938,24
