年月,村里代碼,區域,村里,戶數,人口,男性人口,女性人口,未滿15歲,15-64歲,超過64歲,超過20歲,18-19歲
2019-01,65000010-001,新北市板橋區,留侯里,686,1661,792,869,221,1163,277,1367,35
2019-01,65000010-002,新北市板橋區,流芳里,639,1561,732,829,227,1055,279,1262,31
2019-01,65000010-003,新北市板橋區,赤松里,325,833,400,433,130,556,147,660,18
2019-01,65000010-004,新北市板橋區,黃石里,434,1135,564,571,205,721,209,878,20
2019-01,65000010-005,新北市板橋區,挹秀里,818,1905,924,981,271,1269,365,1555,37
2019-01,65000010-006,新北市板橋區,湳興里,2320,5533,2634,2899,669,4025,839,4609,116
2019-01,65000010-007,新北市板橋區,新興里,1519,3322,1574,1748,338,2408,576,2835,57
2019-01,65000010-008,新北市板橋區,社後里,5145,9335,5255,4080,627,7045,1663,8371,143
2019-01,65000010-009,新北市板橋區,香社里,1595,4417,2194,2223,499,3260,658,3694,109
2019-01,65000010-010,新北市板橋區,中正里,1636,4510,2210,2300,594,3308,608,3671,109
2019-01,65000010-011,新北市板橋區,自強里,2055,5342,2619,2723,679,3526,1137,4478,84
2019-01,65000010-012,新北市板橋區,自立里,1094,2898,1407,1491,314,2089,495,2443,54
2019-01,65000010-013,新北市板橋區,光華里,1132,2825,1373,1452,325,2028,472,2373,61
2019-01,65000010-014,新北市板橋區,國光里,1543,3811,1820,1991,299,2757,755,3291,108
2019-01,65000010-015,新北市板橋區,港尾里,1111,3062,1458,1604,433,2250,379,2456,67
2019-01,65000010-016,新北市板橋區,金華里,1476,4144,2020,2124,513,2975,656,3439,85
2019-01,65000010-017,新北市板橋區,港德里,1943,4969,2436,2533,569,3493,907,4160,98
2019-01,65000010-018,新北市板橋區,民權里,1092,2735,1327,1408,288,1876,571,2311,60
2019-01,65000010-019,新北市板橋區,建國里,1431,3691,1779,1912,402,2645,644,3121,72
2019-01,65000010-020,新北市板橋區,漢生里,1674,4392,2135,2257,654,2938,800,3554,80
2019-01,65000010-021,新北市板橋區,公舘里,1485,3991,1972,2019,549,2817,625,3191,106
2019-01,65000010-022,新北市板橋區,新民里,1734,4605,2256,2349,763,3140,702,3595,97
2019-01,65000010-023,新北市板橋區,幸福里,1500,4055,2005,2050,473,2935,647,3381,99
2019-01,65000010-024,新北市板橋區,忠誠里,1725,4279,2075,2204,555,2956,768,3490,108
2019-01,65000010-025,新北市板橋區,百壽里,1152,2848,1346,1502,491,1935,422,2222,53
2019-01,65000010-026,新北市板橋區,介壽里,1264,3249,1545,1704,509,2185,555,2608,61
2019-01,65000010-027,新北市板橋區,新埔里,890,2151,1040,1111,210,1535,406,1855,38
2019-01,65000010-028,新北市板橋區,華江里,3237,7890,3638,4252,1473,5522,895,5992,176
2019-01,65000010-029,新北市板橋區,江翠里,1938,5093,2533,2560,552,3773,768,4272,113
2019-01,65000010-030,新北市板橋區,純翠里,2096,5614,2712,2902,669,4144,801,4675,134
2019-01,65000010-031,新北市板橋區,溪頭里,2421,6211,3061,3150,767,4536,908,5108,160
2019-01,65000010-032,新北市板橋區,聯翠里,1656,3792,1798,1994,405,2787,600,3177,88
2019-01,65000010-033,新北市板橋區,宏翠里,2257,5052,2385,2667,590,3836,626,4230,112
2019-01,65000010-034,新北市板橋區,仁翠里,1101,2914,1411,1503,285,2117,512,2488,58
2019-01,65000010-035,新北市板橋區,新翠里,3124,8116,3901,4215,915,6218,983,6702,234
2019-01,65000010-036,新北市板橋區,吉翠里,1367,3907,1910,1997,489,2888,530,3240,82
2019-01,65000010-037,新北市板橋區,德翠里,2739,7606,3711,3895,1109,5824,673,6045,202
2019-01,65000010-038,新北市板橋區,滿翠里,1147,3039,1454,1585,298,2193,548,2590,56
2019-01,65000010-039,新北市板橋區,明翠里,1952,4900,2391,2509,482,3593,825,4165,107
2019-01,65000010-040,新北市板橋區,松翠里,1373,3465,1677,1788,392,2536,537,2898,83
2019-01,65000010-041,新北市板橋區,柏翠里,1789,4301,2049,2252,550,3101,650,3541,104
2019-01,65000010-042,新北市板橋區,龍翠里,2013,5196,2524,2672,554,3910,732,4377,97
2019-01,65000010-043,新北市板橋區,華翠里,1404,3793,1815,1978,583,2689,521,3024,84
2019-01,65000010-044,新北市板橋區,忠翠里,4464,11012,5177,5835,1758,8108,1146,8563,315
2019-01,65000010-045,新北市板橋區,嵐翠里,969,2549,1282,1267,280,1864,405,2142,55
2019-01,65000010-046,新北市板橋區,文翠里,1581,4153,2015,2138,436,3040,677,3511,91
2019-01,65000010-047,新北市板橋區,青翠里,1200,3079,1581,1498,313,2274,492,2630,54
2019-01,65000010-048,新北市板橋區,懷翠里,2249,6205,3059,3146,657,4721,827,5192,181
2019-01,65000010-049,新北市板橋區,福翠里,561,1346,677,669,131,959,256,1167,21
2019-01,65000010-050,新北市板橋區,港嘴里,2428,6228,3063,3165,633,4754,841,5323,127
2019-01,65000010-051,新北市板橋區,振興里,1697,4561,2238,2323,444,3395,722,3889,91
2019-01,65000010-052,新北市板橋區,振義里,1649,4352,2129,2223,434,3267,651,3657,128
2019-01,65000010-053,新北市板橋區,光復里,1363,3467,1761,1706,395,2574,498,2874,86
2019-01,65000010-054,新北市板橋區,埔墘里,2588,6433,3058,3375,648,4908,877,5472,146
2019-01,65000010-055,新北市板橋區,長壽里,1073,2977,1483,1494,318,2140,519,2519,64
2019-01,65000010-056,新北市板橋區,福壽里,1286,3402,1672,1730,323,2610,469,2889,90
2019-01,65000010-057,新北市板橋區,海山里,2881,8525,4049,4476,1707,5836,982,6285,227
2019-01,65000010-058,新北市板橋區,九如里,1082,2963,1425,1538,356,2159,448,2427,84
2019-01,65000010-059,新北市板橋區,玉光里,2214,5644,2676,2968,876,4041,727,4452,130
2019-01,65000010-060,新北市板橋區,光仁里,1045,3072,1516,1556,469,2115,488,2447,67
2019-01,65000010-061,新北市板橋區,埤墘里,1812,4766,2280,2486,862,3289,615,3686,98
2019-01,65000010-062,新北市板橋區,永安里,1412,3629,1769,1860,510,2609,510,2929,76
2019-01,65000010-063,新北市板橋區,雙玉里,1600,4418,2119,2299,734,3084,600,3385,113
2019-01,65000010-064,新北市板橋區,廣新里,1283,3756,1850,1906,577,2608,571,2985,73
2019-01,65000010-065,新北市板橋區,深丘里,3714,9297,4470,4827,1845,6351,1101,6947,215
2019-01,65000010-066,新北市板橋區,香丘里,1496,3988,1920,2068,696,2737,555,3103,88
2019-01,65000010-067,新北市板橋區,西安里,1071,2884,1398,1486,404,2030,450,2329,63
2019-01,65000010-068,新北市板橋區,東丘里,1678,4897,2383,2514,751,3409,737,3856,127
2019-01,65000010-069,新北市板橋區,長安里,1739,5024,2424,2600,1014,3491,519,3715,114
2019-01,65000010-070,新北市板橋區,福丘里,2257,5103,2355,2748,864,3563,676,3985,121
2019-01,65000010-071,新北市板橋區,福祿里,1606,4123,1928,2195,620,2905,598,3262,103
2019-01,65000010-072,新北市板橋區,民族里,1805,5154,2486,2668,1180,3322,652,3710,96
2019-01,65000010-073,新北市板橋區,國泰里,1447,3792,1797,1995,559,2647,586,3005,81
2019-01,65000010-074,新北市板橋區,福德里,2001,5339,2657,2682,690,3766,883,4347,129
2019-01,65000010-075,新北市板橋區,景星里,1529,3535,1674,1861,402,2565,568,2978,66
2019-01,65000010-076,新北市板橋區,福星里,1356,3713,1773,1940,469,2627,617,3018,94
2019-01,65000010-077,新北市板橋區,鄉雲里,1654,3933,1877,2056,445,2863,625,3275,100
2019-01,65000010-078,新北市板橋區,廣德里,2611,7079,3433,3646,967,5130,982,5734,185
2019-01,65000010-079,新北市板橋區,大豐里,1788,4826,2327,2499,550,3433,843,4006,109
2019-01,65000010-080,新北市板橋區,重慶里,3282,9005,4403,4602,1190,6761,1054,7302,236
2019-01,65000010-081,新北市板橋區,仁愛里,1183,3292,1617,1675,372,2358,562,2757,73
2019-01,65000010-082,新北市板橋區,和平里,1675,4208,1990,2218,887,2954,367,3102,89
2019-01,65000010-083,新北市板橋區,廣福里,1554,4276,2072,2204,567,3217,492,3444,100
2019-01,65000010-084,新北市板橋區,華興里,1660,4365,2108,2257,461,3263,641,3651,104
2019-01,65000010-085,新北市板橋區,華貴里,1017,2719,1300,1419,332,1909,478,2265,47
2019-01,65000010-086,新北市板橋區,華德里,2994,7408,3543,3865,965,5509,934,6076,171
2019-01,65000010-087,新北市板橋區,華東里,3359,7751,3741,4010,871,5848,1032,6491,190
2019-01,65000010-088,新北市板橋區,信義里,1733,4394,2156,2238,506,3200,688,3684,85
2019-01,65000010-089,新北市板橋區,浮洲里,1426,4010,2015,1995,487,2939,584,3320,95
