年月,村里代碼,區域,村里,戶數,人口,男性人口,女性人口,未滿15歲,15-64歲,超過64歲,超過20歲,18-19歲
2019-03,65000010-001,新北市板橋區,留侯里,685,1659,792,867,222,1155,282,1367,31
2019-03,65000010-002,新北市板橋區,流芳里,640,1565,731,834,229,1053,283,1261,34
2019-03,65000010-003,新北市板橋區,赤松里,335,855,407,448,136,570,149,677,18
2019-03,65000010-004,新北市板橋區,黃石里,436,1142,561,581,208,727,207,881,20
2019-03,65000010-005,新北市板橋區,挹秀里,829,1932,934,998,277,1284,371,1573,38
2019-03,65000010-006,新北市板橋區,湳興里,2321,5504,2615,2889,662,3994,848,4597,114
2019-03,65000010-007,新北市板橋區,新興里,1523,3323,1584,1739,337,2403,583,2842,54
2019-03,65000010-008,新北市板橋區,社後里,5155,9339,5252,4087,624,7023,1692,8379,147
2019-03,65000010-009,新北市板橋區,香社里,1598,4425,2200,2225,501,3263,661,3705,107
2019-03,65000010-010,新北市板橋區,中正里,1630,4512,2214,2298,597,3296,619,3674,106
2019-03,65000010-011,新北市板橋區,自強里,2053,5351,2620,2731,683,3521,1147,4480,81
2019-03,65000010-012,新北市板橋區,自立里,1097,2888,1402,1486,311,2071,506,2438,54
2019-03,65000010-013,新北市板橋區,光華里,1136,2817,1370,1447,321,2015,481,2373,56
2019-03,65000010-014,新北市板橋區,國光里,1544,3811,1822,1989,298,2750,763,3296,102
2019-03,65000010-015,新北市板橋區,港尾里,1113,3048,1446,1602,425,2236,387,2449,72
2019-03,65000010-016,新北市板橋區,金華里,1481,4153,2025,2128,511,2970,672,3453,83
2019-03,65000010-017,新北市板橋區,港德里,1947,4967,2429,2538,565,3483,919,4167,90
2019-03,65000010-018,新北市板橋區,民權里,1096,2752,1340,1412,297,1883,572,2316,62
2019-03,65000010-019,新北市板橋區,建國里,1437,3684,1776,1908,407,2621,656,3107,73
2019-03,65000010-020,新北市板橋區,漢生里,1669,4376,2125,2251,654,2907,815,3541,80
