year,male,female,total
2019,17749,15797,33546
2020,17658,15757,33415
2021,17568,15716,33284
2022,17477,15674,33151
2023,17375,15626,33001
2024,17269,15575,32844
2025,17169,15535,32704
2026,17072,15490,32562
2027,16974,15441,32415
2028,16868,15388,32256
2029,16755,15332,32087
2030,16632,15261,31893
2031,16501,15187,31688
2032,16361,15105,31466
2033,16216,15015,31231
2034,16063,14921,30984
2035,15919,14837,30756
2036,15767,14750,30517
2037,15605,14651,30256
2038,15443,14546,29989
2039,15269,14432,29701
2040,15087,14314,29401
2041,14903,14191,29094
2042,14715,14060,28775
2043,14523,13926,28449
2044,14323,13787,28110
2045,14138,13659,27797
2046,13946,13530,27476
2047,13749,13390,27139
2048,13550,13240,26790
2049,13344,13088,26432
2050,13140,12932,26072
2051,12938,12776,25714
2052,12734,12616,25350
2053,12533,12455,24988
2054,12335,12297,24632
2055,12153,12155,24308
2056,11970,12008,23978
2057,11786,11862,23648
2058,11606,11717,23323
2059,11431,11567,22998
2060,11254,11420,22674
2061,11077,11273,22350
2062,10896,11128,22024
2063,10717,10976,21693
2064,10536,10830,21366
2065,10358,10688,21046
