year,male,female,total
2019,261407,242078,503485
2020,260193,241380,501573
2021,258926,240654,499580
2022,257607,239883,497490
2023,256231,239042,495273
2024,254791,238141,492932
2025,253480,237377,490857
2026,252098,236540,488638
2027,250645,235641,486286
2028,249106,234669,483775
2029,247469,233615,481084
2030,245722,232469,478191
2031,243868,231238,475106
2032,241902,229924,471826
2033,239820,228511,468331
2034,237617,226996,464613
2035,235572,225698,461270
2036,233389,224273,457662
2037,231069,222726,453795
2038,228615,221071,449686
2039,226032,219295,445327
2040,223331,217407,440738
2041,220526,215426,435952
2042,217624,213356,430980
2043,214639,211195,425834
2044,211577,208953,420530
2045,208712,206906,415618
2046,205780,204773,410553
2047,202776,202534,405310
2048,199719,200197,399916
2049,196632,197792,394424
2050,193542,195363,388905
2051,190429,192852,383281
2052,187333,190334,377667
2053,184261,187789,372050
2054,181218,185236,366454
2055,178385,182877,361262
2056,175564,180493,356057
2057,172763,178100,350863
2058,169975,175667,345642
2059,167208,173192,340400
2060,164451,170710,335161
2061,161719,168214,329933
2062,158998,165697,324695
2063,156308,163180,319488
2064,153629,160663,314292
2065,151091,158301,309392
