year,male,female,total
2019,8152,7702,15854
2020,8161,7726,15887
2021,8165,7748,15913
2022,8168,7765,15933
2023,8170,7780,15950
2024,8169,7797,15966
2025,8169,7819,15988
2026,8170,7837,16007
2027,8165,7854,16019
2028,8161,7873,16034
2029,8153,7890,16043
2030,8144,7904,16048
2031,8130,7916,16046
2032,8113,7923,16036
2033,8090,7926,16016
2034,8063,7919,15982
2035,8037,7919,15956
2036,8005,7911,15916
2037,7971,7903,15874
2038,7933,7891,15824
2039,7889,7874,15763
2040,7844,7852,15696
2041,7793,7827,15620
2042,7739,7799,15538
2043,7680,7771,15451
2044,7622,7736,15358
2045,7565,7705,15270
2046,7507,7671,15178
2047,7451,7634,15085
2048,7393,7596,14989
2049,7331,7555,14886
2050,7266,7511,14777
2051,7194,7460,14654
2052,7120,7404,14524
2053,7047,7345,14392
2054,6975,7285,14260
2055,6904,7227,14131
2056,6833,7169,14002
2057,6764,7105,13869
2058,6692,7042,13734
2059,6619,6973,13592
2060,6543,6905,13448
2061,6470,6835,13305
2062,6394,6759,13153
2063,6315,6688,13003
2064,6234,6616,12850
2065,6159,6547,12706
