year,male,female,total
2019,3131,3289,6420
2020,3138,3307,6445
2021,3140,3323,6463
2022,3141,3334,6475
2023,3143,3345,6488
2024,3143,3348,6491
2025,3146,3354,6500
2026,3141,3358,6499
2027,3137,3360,6497
2028,3134,3362,6496
2029,3131,3360,6491
2030,3127,3356,6483
2031,3120,3353,6473
2032,3114,3346,6460
2033,3104,3341,6445
2034,3095,3336,6431
2035,3089,3336,6425
2036,3081,3331,6412
2037,3069,3321,6390
2038,3053,3309,6362
2039,3035,3297,6332
2040,3017,3286,6303
2041,3001,3271,6272
2042,2984,3254,6238
2043,2964,3237,6201
2044,2940,3219,6159
2045,2925,3204,6129
2046,2904,3184,6088
2047,2881,3166,6047
2048,2860,3148,6008
2049,2839,3127,5966
2050,2818,3100,5918
2051,2797,3072,5869
2052,2772,3041,5813
2053,2748,3010,5758
2054,2719,2975,5694
2055,2697,2944,5641
2056,2667,2909,5576
2057,2637,2876,5513
2058,2607,2843,5450
2059,2577,2807,5384
2060,2545,2771,5316
2061,2511,2735,5246
2062,2477,2698,5175
2063,2443,2659,5102
2064,2409,2623,5032
2065,2376,2590,4966
