year,male,female,total
2019,8459,7555,16014
2020,8432,7546,15978
2021,8398,7538,15936
2022,8368,7531,15899
2023,8334,7524,15858
2024,8297,7513,15810
2025,8263,7505,15768
2026,8225,7495,15720
2027,8182,7482,15664
2028,8134,7470,15604
2029,8085,7451,15536
2030,8036,7428,15464
2031,7982,7405,15387
2032,7923,7380,15303
2033,7857,7347,15204
2034,7791,7314,15105
2035,7727,7286,15013
2036,7660,7254,14914
2037,7588,7219,14807
2038,7511,7180,14691
2039,7433,7138,14571
2040,7351,7092,14443
2041,7264,7039,14303
2042,7175,6984,14159
2043,7085,6929,14014
2044,6997,6869,13866
2045,6914,6813,13727
2046,6828,6753,13581
2047,6739,6686,13425
2048,6648,6615,13263
2049,6556,6545,13101
2050,6465,6471,12936
2051,6375,6392,12767
2052,6285,6312,12597
2053,6193,6234,12427
2054,6105,6157,12262
2055,6023,6084,12107
2056,5942,6007,11949
2057,5857,5929,11786
2058,5774,5852,11626
2059,5691,5773,11464
2060,5609,5691,11300
2061,5529,5613,11142
2062,5451,5533,10984
2063,5370,5453,10823
2064,5291,5375,10666
2065,5215,5302,10517
