year,male,female,total
2019,121712,131682,253394
2020,121441,131637,253078
2021,121144,131573,252717
2022,120797,131443,252240
2023,120396,131263,251659
2024,119950,131022,250972
2025,119527,130807,250334
2026,119060,130537,249597
2027,118547,130218,248765
2028,117982,129835,247817
2029,117364,129391,246755
2030,116695,128890,245585
2031,115978,128327,244305
2032,115215,127701,242916
2033,114407,127018,241425
2034,113552,126283,239835
2035,112794,125646,238440
2036,111985,124944,236929
2037,111133,124180,235313
2038,110250,123363,233613
2039,109328,122491,231819
2040,108367,121561,229928
2041,107373,120577,227950
2042,106357,119541,225898
2043,105319,118459,223778
2044,104252,117328,221580
2045,103274,116313,219587
2046,102274,115237,217511
2047,101241,114091,215332
2048,100182,112888,213070
2049,99090,111632,210722
2050,97966,110335,208301
2051,96810,108980,205790
2052,95634,107592,203226
2053,94442,106183,200625
2054,93234,104748,197982
2055,92088,103411,195499
2056,90923,102028,192951
2057,89742,100635,190377
2058,88535,99218,187753
2059,87320,97781,185101
2060,86084,96317,182401
2061,84835,94836,179671
2062,83581,93340,176921
2063,82320,91838,174158
2064,81050,90321,171371
2065,79839,88886,168725
