year,age_range,male,female,total
2019,0-4,6309,5827,12136
2019,5-9,5874,5397,11271
2019,10-14,5488,5131,10619
2019,15-19,5934,5623,11557
2019,20-24,7055,6604,13659
2019,25-29,7699,7422,15121
2019,30-34,8375,8627,17002
2019,35-39,10741,11731,22472
2019,40-44,10211,11178,21389
2019,45-49,8986,10189,19175
2019,50-54,8576,9707,18283
2019,55-59,8680,10145,18825
2019,60-64,8571,10050,18621
2019,65-69,7645,8963,16608
2019,70-74,4374,5377,9751
2019,75-79,3176,4125,7301
2019,80-84,1838,2834,4672
2019,85-89,1298,1649,2947
2019,90-94,676,833,1509
2019,95-99,174,231,405
2019,100+,32,39,71
2020,0-4,5817,5372,11189
2020,5-9,6294,5781,12075
2020,10-14,5402,5070,10472
2020,15-19,5691,5309,11000
2020,20-24,6891,6531,13422
2020,25-29,7554,7184,14738
2020,30-34,8091,8239,16330
2020,35-39,10473,11375,21848
2020,40-44,10479,11555,22034
2020,45-49,9055,10053,19108
2020,50-54,8529,9765,18294
2020,55-59,8586,10049,18635
2020,60-64,8452,10050,18502
2020,65-69,7968,9364,17332
2020,70-74,4932,6070,11002
2020,75-79,3127,4023,7150
2020,80-84,1985,3002,4987
2020,85-89,1211,1724,2935
2020,90-94,689,844,1533
2020,95-99,180,245,425
2020,100+,0,0,0
2021,0-4,5276,4898,10174
2021,5-9,6621,6049,12670
2021,10-14,5422,5069,10491
2021,15-19,5512,5119,10631
2021,20-24,6702,6323,13025
2021,25-29,7407,7151,14558
2021,30-34,8023,7993,16016
2021,35-39,9859,10492,20351
2021,40-44,10598,11787,22385
2021,45-49,9285,10247,19532
2021,50-54,8653,9972,18625
2021,55-59,8455,9858,18313
2021,60-64,8390,9963,18353
2021,65-69,7991,9578,17569
2021,70-74,5589,6949,12538
2021,75-79,3118,3998,7116
2021,80-84,2112,3146,5258
2021,85-89,1144,1777,2921
2021,90-94,704,855,1559
2021,95-99,196,269,465
2021,100+,0,0,0
2022,0-4,4827,4437,9264
2022,5-9,6583,6143,12726
2022,10-14,5663,5170,10833
2022,15-19,5473,5115,10588
2022,20-24,6304,5993,12297
2022,25-29,7402,7113,14515
2022,30-34,7983,7781,15764
2022,35-39,9137,9684,18821
2022,40-44,10774,12120,22894
2022,45-49,9504,10312,19816
2022,50-54,8748,10125,18873
2022,55-59,8344,9617,17961
2022,60-64,8392,10001,18393
2022,65-69,7947,9615,17562
2022,70-74,6094,7617,13711
2022,75-79,3215,4162,7377
2022,80-84,2211,3285,5496
2022,85-89,1126,1856,2982
2022,90-94,713,874,1587
2022,95-99,205,283,488
2022,100+,0,0,0
2023,0-4,4428,4137,8565
2023,5-9,6632,6113,12745
2023,10-14,5719,5201,10920
2023,15-19,5431,5123,10554
2023,20-24,6162,5836,11998
2023,25-29,7160,6808,13968
2023,30-34,7821,7588,15409
2023,35-39,8732,9102,17834
2023,40-44,10768,12061,22829
2023,45-49,9714,10691,20405
2023,50-54,8731,10097,18828
2023,55-59,8283,9536,17819
2023,60-64,8352,9964,18316
2023,65-69,7925,9692,17617
2023,70-74,6585,8125,14710
2023,75-79,3407,4443,7850
2023,80-84,2297,3366,5663
2023,85-89,1111,1949,3060
2023,90-94,686,914,1600
2023,95-99,218,300,518
2023,100+,0,0,0
2024,0-4,4225,3929,8154
2024,5-9,6309,5827,12136
2024,10-14,5874,5397,11271
2024,15-19,5487,5131,10618
2024,20-24,5914,5623,11537
2024,25-29,7030,6604,13634
2024,30-34,7666,7403,15069
2024,35-39,8313,8601,16914
2024,40-44,10607,11679,22286
2024,45-49,10016,11104,21120
2024,50-54,8740,10088,18828
2024,55-59,8258,9566,17824
2024,60-64,8252,9934,18186
2024,65-69,7975,9727,17702
2024,70-74,6843,8470,15313
2024,75-79,3668,4874,8542
2024,80-84,2383,3445,5828
2024,85-89,1180,2065,3245
2024,90-94,644,939,1583
2024,95-99,235,308,543
2024,100+,0,0,0
2025,0-4,4026,3744,7770
2025,5-9,5817,5372,11189
2025,10-14,6294,5781,12075
2025,15-19,5402,5070,10472
2025,20-24,5673,5309,10982
2025,25-29,6866,6531,13397
2025,30-34,7523,7166,14689
2025,35-39,8033,8214,16247
2025,40-44,10343,11325,21668
2025,45-49,10279,11480,21759
2025,50-54,8810,9953,18763
2025,55-59,8217,9627,17844
2025,60-64,8169,9845,18014
2025,65-69,7878,9734,17612
2025,70-74,7140,8860,16000
2025,75-79,4145,5511,9656
2025,80-84,2349,3366,5715
2025,85-89,1279,2201,3480
2025,90-94,601,989,1590
2025,95-99,239,315,554
2025,100+,0,0,0
2026,0-4,3847,3580,7427
2026,5-9,5276,4898,10174
2026,10-14,6621,6049,12670
2026,15-19,5422,5069,10491
2026,20-24,5499,5119,10618
2026,25-29,6677,6323,13000
2026,30-34,7378,7134,14512
2026,35-39,7966,7968,15934
2026,40-44,9737,10447,20184
2026,45-49,10397,11711,22108
2026,50-54,9038,10148,19186
2026,55-59,8341,9833,18174
2026,60-64,8050,9663,17713
2026,65-69,7829,9656,17485
2026,70-74,7171,9074,16245
2026,75-79,4707,6318,11025
2026,80-84,2350,3352,5702
2026,85-89,1364,2313,3677
2026,90-94,573,1026,1599
2026,95-99,247,326,573
2026,100+,0,0,0
2027,0-4,3688,3432,7120
2027,5-9,4827,4437,9264
2027,10-14,6583,6143,12726
2027,15-19,5663,5170,10833
2027,20-24,5463,5115,10578
2027,25-29,6279,5993,12272
2027,30-34,7374,7097,14471
2027,35-39,7927,7756,15683
2027,40-44,9027,9644,18671
2027,45-49,10570,12043,22613
2027,50-54,9253,10213,19466
2027,55-59,8436,9986,18422
2027,60-64,7947,9430,17377
2027,65-69,7838,9698,17536
2027,70-74,7140,9119,16259
2027,75-79,5138,6935,12073
2027,80-84,2434,3508,5942
2027,85-89,1434,2424,3858
2027,90-94,571,1082,1653
2027,95-99,251,338,589
2027,100+,0,0,0
2028,0-4,3543,3298,6841
2028,5-9,4428,4137,8565
2028,10-14,6632,6113,12745
2028,15-19,5719,5201,10920
2028,20-24,5425,5123,10548
2028,25-29,6137,5836,11973
2028,30-34,7132,6794,13926
2028,35-39,7767,7563,15330
2028,40-44,8627,9066,17693
2028,45-49,10563,11985,22548
2028,50-54,9459,10591,20050
2028,55-59,8422,9960,18382
2028,60-64,7895,9353,17248
2028,65-69,7807,9667,17474
2028,70-74,7132,9197,16329
2028,75-79,5557,7406,12963
2028,80-84,2592,3763,6355
2028,85-89,1491,2491,3982
2028,90-94,569,1148,1717
2028,95-99,241,358,599
2028,100+,0,0,0
2029,0-4,3412,3177,6589
2029,5-9,4225,3929,8154
2029,10-14,6309,5827,12136
2029,15-19,5874,5397,11271
2029,20-24,5482,5131,10613
2029,25-29,5891,5623,11514
2029,30-34,7002,6592,13594
2029,35-39,7614,7378,14992
2029,40-44,8216,8568,16784
2029,45-49,10407,11605,22012
2029,50-54,9752,11001,20753
2029,55-59,8434,9953,18387
2029,60-64,7877,9386,17263
2029,65-69,7720,9644,17364
2029,70-74,7185,9236,16421
2029,75-79,5777,7726,13503
2029,80-84,2808,4147,6955
2029,85-89,1554,2557,4111
2029,90-94,611,1225,1836
2029,95-99,227,369,596
2029,100+,0,0,0
2030,0-4,3293,3067,6360
2030,5-9,4026,3744,7770
2030,10-14,5817,5372,11189
2030,15-19,6294,5781,12075
2030,20-24,5396,5070,10466
2030,25-29,5650,5309,10959
2030,30-34,6838,6521,13359
2030,35-39,7472,7141,14613
2030,40-44,7938,8183,16121
2030,45-49,10149,11254,21403
2030,50-54,10007,11372,21379
2030,55-59,8502,9821,18323
2030,60-64,7839,9447,17286
