year,male,female,total
2019,67852,73131,140983
2020,67763,73205,140968
2021,67652,73246,140898
2022,67513,73252,140765
2023,67340,73227,140567
2024,67143,73165,140308
2025,66956,73114,140070
2026,66741,73035,139776
2027,66511,72925,139436
2028,66250,72783,139033
2029,65964,72614,138578
2030,65654,72415,138069
2031,65313,72182,137495
2032,64955,71917,136872
2033,64572,71622,136194
2034,64171,71303,135474
2035,63816,71031,134847
2036,63435,70729,134164
2037,63032,70395,133427
2038,62608,70032,132640
2039,62166,69636,131802
2040,61703,69208,130911
2041,61219,68750,129969
2042,60713,68265,128978
2043,60185,67748,127933
2044,59634,67198,126832
2045,59125,66700,125825
2046,58596,66161,124757
2047,58034,65571,123605
2048,57447,64941,122388
2049,56832,64267,121099
2050,56199,63558,119757
2051,55540,62811,118351
2052,54864,62043,116907
2053,54172,61251,115423
2054,53472,60436,113908
2055,52805,59671,112476
2056,52124,58882,111006
2057,51434,58075,109509
2058,50735,57253,107988
2059,50028,56419,106447
2060,49319,55566,104885
2061,48604,54698,103302
2062,47885,53813,101698
2063,47166,52925,100091
2064,46454,52029,98483
2065,45775,51190,96965
