year,age_range,male,female,total
2019,0-4,4741,4542,9283
2019,5-9,5335,5049,10384
2019,10-14,5382,4934,10316
2019,15-19,4814,4424,9238
2019,20-24,5339,5000,10339
2019,25-29,5311,5158,10469
2019,30-34,5508,6430,11938
2019,35-39,7304,8667,15971
2019,40-44,7375,9421,16796
2019,45-49,6991,8581,15572
2019,50-54,6607,8233,14840
2019,55-59,6642,7991,14633
2019,60-64,6551,8054,14605
2019,65-69,6284,7745,14029
2019,70-74,4297,5269,9566
2019,75-79,3001,3700,6701
2019,80-84,1685,2634,4319
2019,85-89,1294,1577,2871
2019,90-94,739,873,1612
2019,95-99,223,264,487
2019,100+,46,51,97
2020,0-4,4359,4122,8481
2020,5-9,5413,5190,10603
2020,10-14,5416,5036,10452
2020,15-19,4673,4236,8909
2020,20-24,5309,4993,10302
2020,25-29,5337,5063,10400
2020,30-34,5437,6049,11486
2020,35-39,6895,8291,15186
2020,40-44,7601,9460,17061
2020,45-49,6883,8695,15578
2020,50-54,6687,8283,14970
2020,55-59,6531,8053,14584
2020,60-64,6438,7934,14372
2020,65-69,6413,7902,14315
2020,70-74,4724,5891,10615
2020,75-79,2938,3611,6549
2020,80-84,1810,2726,4536
2020,85-89,1213,1668,2881
2020,90-94,723,890,1613
2020,95-99,234,266,500
2020,100+,0,0,0
2021,0-4,3961,3733,7694
2021,5-9,5467,5222,10689
2021,10-14,5462,5110,10572
2021,15-19,4664,4269,8933
2021,20-24,5154,4833,9987
2021,25-29,5441,5143,10584
2021,30-34,5399,5770,11169
2021,35-39,6469,7636,14105
2021,40-44,7527,9324,16851
2021,45-49,6946,8971,15917
2021,50-54,6774,8337,15111
2021,55-59,6448,8118,14566
2021,60-64,6363,7882,14245
2021,65-69,6335,7811,14146
2021,70-74,5198,6534,11732
2021,75-79,2960,3725,6685
2021,80-84,1945,2801,4746
2021,85-89,1122,1711,2833
2021,90-94,725,912,1637
2021,95-99,243,274,517
2021,100+,0,0,0
2022,0-4,3663,3412,7075
2022,5-9,5254,5071,10325
2022,10-14,5535,5172,10707
2022,15-19,4855,4454,9309
2022,20-24,4995,4573,9568
2022,25-29,5495,5174,10669
2022,30-34,5278,5631,10909
2022,35-39,6070,7129,13199
2022,40-44,7573,9194,16767
2022,45-49,7002,9112,16114
2022,50-54,6718,8464,15182
2022,55-59,6517,8048,14565
2022,60-64,6316,7844,14160
2022,65-69,6258,7783,14041
2022,70-74,5373,6905,12278
2022,75-79,3154,4005,7159
2022,80-84,2053,2879,4932
2022,85-89,1074,1779,2853
2022,90-94,710,912,1622
2022,95-99,249,297,546
2022,100+,0,0,0
2023,0-4,3437,3216,6653
2023,5-9,5108,4887,9995
2023,10-14,5305,5035,10340
2023,15-19,5206,4711,9917
2023,20-24,4895,4581,9476
2023,25-29,5409,5022,10431
2023,30-34,5267,5393,10660
2023,35-39,5766,6740,12506
2023,40-44,7501,8975,16476
2023,45-49,7076,9275,16351
2023,50-54,6698,8407,15105
