year,male,female,total
2019,10530,9396,19926
2020,10491,9388,19879
2021,10450,9383,19833
2022,10406,9376,19782
2023,10363,9373,19736
2024,10315,9364,19679
2025,10272,9361,19633
2026,10228,9355,19583
2027,10182,9346,19528
2028,10135,9336,19471
2029,10082,9323,19405
2030,10022,9305,19327
2031,9956,9281,19237
2032,9883,9251,19134
2033,9807,9220,19027
2034,9727,9185,18912
2035,9653,9154,18807
2036,9570,9118,18688
2037,9482,9073,18555
2038,9389,9025,18414
2039,9289,8973,18262
2040,9188,8913,18101
2041,9078,8850,17928
2042,8969,8784,17753
2043,8857,8713,17570
2044,8741,8637,17378
2045,8633,8566,17199
2046,8523,8492,17015
2047,8413,8419,16832
2048,8301,8343,16644
2049,8188,8262,16450
2050,8074,8180,16254
2051,7960,8098,16058
2052,7849,8011,15860
2053,7738,7919,15657
2054,7626,7826,15452
2055,7521,7742,15263
2056,7418,7652,15070
2057,7317,7566,14883
2058,7213,7471,14684
2059,7113,7381,14494
2060,7013,7289,14302
2061,6911,7197,14108
2062,6810,7102,13912
2063,6709,7006,13715
2064,6610,6912,13522
2065,6517,6822,13339
