year,0m,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,12m,13m,14m,15m,16m,17m,18m,19m,20m,21m,22m,23m,24m,25m,26m,27m,28m,29m,30m,31m,32m,33m,34m,35m,36m,37m,38m,39m,40m,41m,42m,43m,44m,45m,46m,47m,48m,49m,50m,51m,52m,53m,54m,55m,56m,57m,58m,59m,60m,61m,62m,63m,64m,65m,66m,67m,68m,69m,70m,71m,72m,73m,74m,75m,76m,77m,78m,79m,80m,81m,82m,83m,84m,85m,86m,87m,88m,89m,90m,91m,92m,93m,94m,95m,96m,97m,98m,99m,100m,0f,1f,2f,3f,4f,5f,6f,7f,8f,9f,10f,11f,12f,13f,14f,15f,16f,17f,18f,19f,20f,21f,22f,23f,24f,25f,26f,27f,28f,29f,30f,31f,32f,33f,34f,35f,36f,37f,38f,39f,40f,41f,42f,43f,44f,45f,46f,47f,48f,49f,50f,51f,52f,53f,54f,55f,56f,57f,58f,59f,60f,61f,62f,63f,64f,65f,66f,67f,68f,69f,70f,71f,72f,73f,74f,75f,76f,77f,78f,79f,80f,81f,82f,83f,84f,85f,86f,87f,88f,89f,90f,91f,92f,93f,94f,95f,96f,97f,98f,99f,100f
2019,9511,10514,11093,11771,12201,11797,11496,13055,10927,9509,11243,11567,11746,12066,12343,12846,13538,14521,15642,18137,16378,16333,19145,19212,19266,19374,19371,19175,19095,20144,18545,19627,18014,18039,20049,21239,22042,23023,23584,23698,24104,23484,23354,24280,21361,21178,21057,20971,21417,22233,21578,22037,21143,21338,21389,21313,21273,21265,20611,20132,20009,19317,18420,19218,18826,17526,16936,16615,16625,13633,12708,10916,8962,6912,6480,7477,6991,6570,6242,5572,5034,4253,3857,3247,3225,2732,2408,2329,2102,2024,1556,1357,1074,798,637,381,237,184,134,81,116,9004,9716,10245,10933,11144,10903,11117,11991,10053,8925,10422,10739,10650,11052,11435,11692,12601,13300,14485,16710,15278,15377,17967,17862,17871,17918,17843,17827,17468,18517,17617,18501,17287,17360,19677,21041,22215,23490,24338,24161,25020,24234,24247,25023,22138,22326,22054,21791,22439,22606,22347,22373,21315,22246,21942,22169,22451,22677,22210,22095,21664,21475,20527,21492,21554,19540,19303,19016,19241,15524,14734,12762,10207,8254,7783,8896,8517,8009,7774,7517,6833,6111,5519,4773,4512,3743,3223,2777,2458,2035,1682,1371,951,854,576,434,311,234,144,96,151
2020,10604,9508,10512,11091,11769,12200,11796,11495,13054,10926,9508,11242,11565,11744,12063,12340,12842,13533,14515,15635,18128,16369,16324,19134,19201,19254,19362,19359,19162,19080,20127,18527,19606,17993,18016,20020,21205,22003,22978,23532,23640,24039,23414,23278,24193,21278,21090,20962,20870,21306,22111,21451,21901,21005,21189,21231,21145,21094,21075,20416,19929,19800,19100,18200,18969,18562,17260,16657,16316,16296,13336,12404,10630,8703,6692,6253,7187,6692,6263,5924,5260,4725,3969,3578,2992,2946,2473,2161,2069,1847,1759,1337,1152,897,655,512,299,182,137,97,0,9855,9001,9714,10244,10932,11143,10902,11116,11990,10052,8924,10421,10738,10649,11051,11434,11690,12599,13298,14482,16706,15275,15373,17963,17858,17866,17913,17838,17821,17462,18510,17609,18492,17278,17350,19665,21028,22200,23473,24319,24140,24997,24210,24220,24993,22109,22295,22020,21754,22397,22561,22299,22321,21262,22187,21879,22101,22377,22597,22126,22005,21568,21371,20419,21369,21417,19401,19150,18849,19050,15352,14551,12583,10048,8109,7629,8699,8306,7789,7535,7253,6564,5844,5247,4511,4234,3486,2974,2537,2221,1816,1480,1188,809,712,469,344,239,174,103,0
2021,10460,10601,9506,10510,11089,11768,12199,11795,11494,13053,10925,9507,11241,11563,11741,12060,12336,12837,13527,14508,15627,18119,16360,16315,19123,19189,19242,19350,19345,19147,19064,20108,18508,19583,17970,17990,19988,21168,21960,22928,23475,23576,23968,23338,23195,24099,21189,20995,20861,20761,21189,21981,21319,21758,20858,21032,21063,20967,20905,20876,20211,19721,19577,18872,17964,18703,18280,16975,16357,15993,15942,13017,12079,10322,8426,6457,6011,6879,6379,5944,5593,4938,4410,3682,3297,2733,2667,2219,1920,1818,1605,1511,1135,962,736,526,402,229,136,99,0,9722,9852,8999,9713,10243,10931,11142,10901,11115,11989,10051,8923,10420,10737,10648,11050,11432,11688,12597,13295,14479,16702,15271,15369,17959,17853,17861,17908,17832,17815,17455,18502,17601,18483,17268,17339,19652,21013,22184,23454,24298,24118,24972,24183,24191,24961,22078,22260,21983,21714,22352,22512,22247,22265,21205,22123,21812,22028,22298,22511,22036,21907,21464,21259,20302,21233,21264,19247,18982,18662,18839,15161,14347,12387,9871,7949,7460,8484,8078,7549,7271,6968,6277,5556,4959,4233,3943,3216,2717,2293,1982,1598,1282,1011,674,580,372,265,177,124,0
2022,10347,10457,10599,9504,10509,11088,11767,12198,11794,11493,13052,10924,9506,11239,11560,11738,12056,12331,12831,13521,14501,15619,18109,16351,16305,19111,19177,19230,19336,19330,19131,19046,20087,18486,19558,17944,17962,19953,21127,21912,22872,23411,23506,23890,23254,23105,23999,21093,20894,20753,20647,21065,21845,21179,21606,20704,20866,20885,20780,20707,20666,20000,19499,19343,18628,17713,18419,17978,16669,16034,15645,15561,12675,11730,9993,8131,6207,5754,6558,6055,5612,5250,4609,4091,3393,3012,2474,2393,1972,1687,1580,1379,1283,948,789,592,413,308,171,98,0,9626,9719,9850,8998,9712,10242,10930,11141,10900,11114,11988,10050,8922,10419,10736,10647,11048,11430,11686,12594,13292,14476,16698,15267,15365,17954,17848,17856,17902,17826,17808,17447,18493,17592,18473,17257,17328,19638,20997,22166,23434,24275,24094,24944,24154,24160,24926,22044,22222,21942,21671,22304,22460,22192,22206,21144,22055,21740,21950,22213,22419,21938,21801,21351,21137,20173,21082,21096,19078,18794,18455,18604,14948,14124,12169,9676,7773,7275,8251,7830,7284,6985,6663,5968,5251,4653,3942,3638,2938,2455,2047,1744,1384,1091,843,549,460,286,197,126,0
2023,10194,10344,10455,10597,9503,10508,11087,11766,12197,11793,11492,13051,10923,9504,11237,11557,11734,12051,12326,12825,13514,14493,15611,18099,16341,16295,19099,19165,19217,19321,19313,19113,19026,20063,18462,19530,17916,17930,19914,21081,21859,22810,23341,23429,23804,23164,23009,23891,20991,20785,20639,20526,20935,21702,21031,21446,20541,20690,20698,20583,20499,20450,19775,19266,19093,18367,17444,18115,17654,16339,15685,15271,15153,12308,11357,9643,7816,5941,5485,6224,5716,5268,4900,4275,3770,3099,2727,2220,2126,1733,1466,1357,1171,1072,778,634,465,316,229,123,0,9483,9623,9717,9849,8997,9711,10241,10929,11140,10899,11113,11987,10049,8921,10418,10735,10645,11046,11428,11684,12591,13289,14473,16694,15263,15361,17949,17843,17850,17896,17819,17800,17439,18484,17582,18462,17246,17316,19623,20980,22147,23412,24250,24067,24914,24123,24126,24887,22007,22181,21898,21624,22252,22404,22133,22142,21079,21982,21663,21867,22123,22319,21832,21687,21229,21003,20029,20915,20911,18889,18585,18225,18343,14715,13875,11928,9462,7581,7075,7997,7555,6997,6679,6335,5641,4927,4334,3637,3324,2655,2191,1802,1511,1178,909,687,435,354,212,140,0
2024,10084,10191,10342,10453,10596,9502,10507,11086,11765,12196,11792,11491,13049,10921,9502,11234,11553,11729,12046,12320,12819,13507,14485,15602,18088,16331,16285,19087,19152,19202,19304,19295,19093,19004,20037,18435,19499,17884,17895,19870,21030,21800,22742,23265,23345,23712,23067,22905,23776,20882,20671,20518,20399,20798,21550,20876,21277,20368,20505,20502,20376,20285,20220,19538,19017,18826,18088,17156,17789,17305,15984,15310,14870,14715,11916,10959,9270,7481,5664,5206,5876,5366,4917,4545,3940,3444,2806,2447,1972,1868,1506,1259,1152,978,879,625,498,356,235,165,0,9380,9480,9621,9716,9848,8996,9710,10240,10928,11139,10898,11112,11986,10048,8920,10417,10733,10643,11044,11426,11682,12588,13286,14470,16690,15259,15357,17944,17837,17844,17889,17811,17791,17430,18474,17571,18450,17234,17303,19607,20962,22126,23388,24223,24038,24882,24089,24088,24845,21966,22137,21851,21574,22197,22344,22069,22074,21009,21905,21581,21778,22025,22211,21717,21563,21094,20853,19870,20732,20704,18679,18354,17969,18058,14456,13601,11664,9228,7373,6857,7717,7258,6691,6350,5987,5293,4589,3999,3323,3004,2370,1928,1561,1286,982,740,545,335,263,151,0
2025,10020,10081,10189,10340,10452,10595,9501,10506,11085,11764,12195,11791,11490,13047,10919,9500,11231,11549,11725,12041,12315,12813,13501,14478,15594,18079,16322,16276,19076,19140,19188,19288,19277,19073,18982,20011,18408,19467,17851,17858,19824,20976,21738,22671,23185,23258,23616,22966,22798,23656,20771,20554,20396,20271,20659,21399,20720,21108,20197,20324,20310,20179,20074,19996,19304,18771,18562,17812,16869,17462,16954,15627,14934,14466,14274,11522,10558,8895,7150,5391,4930,5534,5026,4578,4205,3614,3132,2530,2185,1741,1631,1300,1074,969,808,712,495,385,268,171,0,9320,9378,9479,9620,9715,9847,8995,9709,10239,10927,11138,10897,11111,11985,10047,8919,10416,10731,10641,11042,11424,11680,12585,13283,14467,16686,15255,15353,17939,17831,17837,17882,17803,17782,17421,18463,17560,18438,17222,17290,19591,20944,22105,23363,24196,24009,24849,24054,24049,24802,21925,22092,21804,21524,22142,22284,22007,22007,20942,21829,21501,21690,21929,22106,21605,21439,20959,20704,19713,20547,20497,18469,18121,17715,17769,14195,13325,11399,8995,7164,6635,7436,6963,6384,6025,5641,4952,4258,3677,3024,2702,2104,1686,1342,1085,810,596,426,253,191,0
2026,9948,10017,10079,10187,10339,10451,10594,9500,10505,11084,11763,12194,11790,11488,13045,10916,9497,11227,11545,11720,12036,12309,12807,13494,14471,15586,18069,16313,16266,19064,19126,19172,19270,19257,19051,18957,19982,18378,19432,17815,17817,19773,20917,21670,22593,23098,23164,23512,22859,22683,23530,20653,20432,20268,20136,20514,21239,20555,20931,20019,20134,20113,19969,19852,19757,19054,18508,18279,17515,16559,17108,16575,15243,14528,14033,13802,11101,10131,8501,6805,5105,4643,5183,4680,4236,3858,3287,2823,2259,1930,1520,1408,1109,903,800,654,564,383,289,195,0,9263,9318,9377,9478,9619,9714,9846,8994,9708,10238,10926,11137,10896,11110,11984,10046,8918,10414,10729,10639,11040,11422,11678,12582,13280,14464,16682,15251,15348,17933,17824,17830,17874,17794,17773,17411,18452,17549,18425,17209,17276,19574,20924,22082,23337,24166,23977,24812,24016,24007,24755,21880,22044,21753,21471,22083,22221,21940,21936,20870,21748,21414,21595,21825,21992,21481,21302,20810,20541,19537,20341,20267,18234,17865,17431,17448,13907,13022,11111,8740,6932,6393,7134,6643,6057,5677,5277,4595,3915,3346,2720,2399,1840,1450,1132,895,652,466,322,184,0
2027,9842,9945,10015,10077,10186,10338,10450,10593,9499,10504,11083,11762,12193,11788,11486,13042,10913,9494,11223,11540,11715,12031,12303,12801,13487,14464,15578,18059,16303,16255,19050,19110,19154,19250,19234,19026,18930,19950,18345,19392,17774,17771,19717,20852,21595,22509,23004,23062,23402,22744,22562,23397,20531,20304,20133,19994,20361,21070,20383,20746,19832,19939,19903,19748,19615,19501,18787,18225,17974,17193,16224,16726,16167,14829,14093,13569,13298,10652,9683,8091,6444,4808,4349,4826,4330,3886,3509,2963,2521,1995,1685,1312,1201,932,746,648,518,436,288,211,0,9164,9261,9317,9376,9477,9618,9713,9845,8993,9707,10237,10925,11136,10895,11109,11983,10045,8917,10412,10727,10637,11038,11420,11676,12579,13277,14460,16677,15246,15343,17926,17817,17822,17865,17785,17763,17401,18440,17537,18411,17195,17261,19555,20902,22057,23309,24134,23942,24772,23974,23962,24705,21833,21993,21699,21414,22021,22154,21870,21860,20793,21660,21321,21493,21713,21866,21343,21150,20646,20358,19341,20112,20009,17977,17579,17116,17095,13591,12693,10796,8456,6679,6133,6806,6303,5707,5311,4897,4225,3563,3010,2415,2098,1582,1223,934,720,510,353,234,0
2028,9645,9839,9943,10013,10076,10185,10337,10449,10592,9498,10503,11082,11761,12191,11786,11483,13038,10910,9490,11218,11535,11710,12025,12297,12795,13480,14456,15570,18048,16292,16243,19034,19092,19134,19227,19209,18998,18899,19914,18308,19347,17728,17721,19655,20780,21514,22418,22903,22954,23284,22623,22434,23258,20402,20169,19991,19844,20199,20893,20203,20552,19640,19731,19683,19512,19361,19227,18500,17921,17644,16845,15861,16315,15728,14385,13627,13073,12760,10181,9216,7662,6069,4503,4049,4465,3972,3534,3163,2646,2226,1742,1455,1119,1010,770,604,513,400,328,210,0,8989,9162,9260,9316,9375,9476,9617,9712,9844,8992,9706,10236,10924,11135,10894,11108,11981,10043,8916,10410,10725,10635,11036,11418,11673,12576,13274,14456,16672,15241,15337,17919,17809,17813,17856,17775,17752,17390,18427,17524,18396,17180,17245,19534,20878,22030,23278,24099,23904,24729,23929,23913,24651,21782,21939,21641,21353,21954,22083,21794,21779,20709,21566,21220,21382,21589,21726,21191,20983,20462,20154,19124,19856,19727,17689,17262,16769,16706,13247,12333,10446,8148,6408,5851,6457,5939,5339,4928,4503,3845,3205,2672,2112,1804,1335,1009,752,563,386,257,0
