year,male,female,total
2019,6935,6873,13808
2020,6932,6887,13819
2021,6930,6897,13827
2022,6922,6906,13828
2023,6912,6912,13824
2024,6898,6921,13819
2025,6885,6928,13813
2026,6871,6932,13803
2027,6852,6933,13785
2028,6831,6934,13765
2029,6808,6932,13740
2030,6780,6925,13705
2031,6745,6911,13656
2032,6707,6892,13599
2033,6662,6869,13531
2034,6614,6842,13456
2035,6571,6818,13389
2036,6526,6790,13316
2037,6470,6757,13227
2038,6408,6718,13126
2039,6347,6677,13024
2040,6283,6634,12917
2041,6218,6583,12801
2042,6151,6532,12683
2043,6080,6476,12556
2044,6003,6415,12418
2045,5932,6361,12293
2046,5857,6304,12161
2047,5780,6247,12027
2048,5704,6186,11890
2049,5630,6120,11750
2050,5555,6056,11611
2051,5478,5989,11467
2052,5403,5920,11323
2053,5325,5849,11174
2054,5249,5775,11024
2055,5180,5708,10888
2056,5111,5640,10751
2057,5039,5572,10611
2058,4966,5498,10464
2059,4892,5421,10313
2060,4820,5347,10167
2061,4747,5265,10012
2062,4677,5181,9858
2063,4604,5101,9705
2064,4529,5017,9546
2065,4459,4938,9397
