year,male,female,total
2019,23403,21505,44908
2020,23338,21506,44844
2021,23271,21501,44772
2022,23208,21491,44699
2023,23133,21483,44616
2024,23052,21467,44519
2025,22979,21460,44439
2026,22904,21443,44347
2027,22822,21423,44245
2028,22734,21398,44132
2029,22637,21363,44000
2030,22532,21321,43853
2031,22412,21268,43680
2032,22288,21209,43497
2033,22149,21136,43285
2034,21995,21056,43051
2035,21861,20988,42849
2036,21709,20910,42619
2037,21545,20820,42365
2038,21372,20718,42090
2039,21183,20603,41786
2040,20980,20472,41452
2041,20773,20335,41108
2042,20552,20188,40740
2043,20323,20029,40352
2044,20090,19866,39956
2045,19869,19709,39578
2046,19640,19544,39184
2047,19404,19368,38772
2048,19164,19186,38350
2049,18916,18991,37907
2050,18664,18793,37457
2051,18410,18582,36992
2052,18151,18369,36520
2053,17899,18150,36049
2054,17646,17934,35580
2055,17409,17737,35146
2056,17170,17530,34700
2057,16930,17326,34256
2058,16686,17114,33800
2059,16443,16900,33343
2060,16202,16688,32890
2061,15965,16470,32435
2062,15729,16251,31980
2063,15492,16023,31515
2064,15250,15804,31054
2065,15020,15600,30620
