year,age_range,male,female,total
2019,0-4,870,824,1694
2019,5-9,1017,978,1995
2019,10-14,1049,1044,2093
2019,15-19,1481,1411,2892
2019,20-24,1874,1778,3652
2019,25-29,2047,1841,3888
2019,30-34,1887,1646,3533
2019,35-39,2172,2028,4200
2019,40-44,2048,2062,4110
2019,45-49,2064,1965,4029
2019,50-54,2229,2172,4401
2019,55-59,2326,2376,4702
2019,60-64,2131,2177,4308
2019,65-69,1577,1777,3354
2019,70-74,821,951,1772
2019,75-79,670,727,1397
2019,80-84,377,584,961
2019,85-89,196,314,510
2019,90-94,86,125,211
2019,95-99,16,26,42
2019,100+,2,6,8
2020,0-4,891,833,1724
2020,5-9,1024,989,2013
2020,10-14,1021,1011,2032
2020,15-19,1339,1246,2585
2020,20-24,1826,1768,3594
2020,25-29,2024,1865,3889
2020,30-34,1952,1672,3624
2020,35-39,2109,1936,4045
2020,40-44,2064,2122,4186
2020,45-49,2007,1927,3934
2020,50-54,2243,2148,4391
2020,55-59,2269,2310,4579
2020,60-64,2177,2220,4397
2020,65-69,1680,1908,3588
2020,70-74,938,1065,2003
2020,75-79,638,700,1338
2020,80-84,409,624,1033
2020,85-89,202,342,544
2020,90-94,80,122,202
2020,95-99,22,31,53
2020,100+,0,0,0
2021,0-4,910,841,1751
2021,5-9,1040,1007,2047
2021,10-14,998,959,1957
2021,15-19,1226,1168,2394
2021,20-24,1719,1706,3425
2021,25-29,2044,1852,3896
2021,30-34,2014,1707,3721
2021,35-39,1985,1845,3830
2021,40-44,2102,2138,4240
2021,45-49,2016,1974,3990
2021,50-54,2179,2067,4246
2021,55-59,2231,2261,4492
2021,60-64,2228,2289,4517
2021,65-69,1763,1941,3704
2021,70-74,1078,1276,2354
2021,75-79,598,670,1268
2021,80-84,434,637,1071
2021,85-89,219,363,582
2021,90-94,83,139,222
2021,95-99,21,35,56
2021,100+,0,0,0
2022,0-4,986,898,1884
2022,5-9,951,931,1882
2022,10-14,1027,993,2020
