年月,村里代碼,區域,村里,戶數,人口,男性人口,女性人口,未滿15歲,15-64歲,超過64歲,超過20歲,18-19歲
2018-03,65000010-001,新北市板橋區,留侯里,677,1651,777,874,216,1179,256,1360,37
2018-03,65000010-002,新北市板橋區,流芳里,638,1559,727,832,222,1061,276,1267,26
2018-03,65000010-003,新北市板橋區,赤松里,314,823,398,425,136,539,148,642,17
2018-03,65000010-004,新北市板橋區,黃石里,427,1137,560,577,195,746,196,891,19
2018-03,65000010-005,新北市板橋區,挹秀里,787,1897,916,981,274,1284,339,1545,37
2018-03,65000010-006,新北市板橋區,湳興里,2317,5595,2681,2914,679,4116,800,4639,116
2018-03,65000010-007,新北市板橋區,新興里,1521,3335,1598,1737,350,2431,554,2843,52
2018-03,65000010-008,新北市板橋區,社後里,4937,9176,5122,4054,638,7136,1402,8199,134
2018-03,65000010-009,新北市板橋區,香社里,1593,4450,2224,2226,508,3322,620,3703,112
2018-03,65000010-010,新北市板橋區,中正里,1621,4502,2206,2296,587,3352,563,3678,102
2018-03,65000010-011,新北市板橋區,自強里,2061,5397,2625,2772,669,3657,1071,4549,66
2018-03,65000010-012,新北市板橋區,自立里,1097,2930,1420,1510,345,2111,474,2446,49
2018-03,65000010-013,新北市板橋區,光華里,1112,2801,1380,1421,326,2019,456,2347,60
2018-03,65000010-014,新北市板橋區,國光里,1554,3797,1827,1970,295,2790,712,3271,102
2018-03,65000010-015,新北市板橋區,港尾里,1109,3040,1442,1598,427,2263,350,2444,65
2018-03,65000010-016,新北市板橋區,金華里,1468,4151,2020,2131,525,3009,617,3447,83
2018-03,65000010-017,新北市板橋區,港德里,1931,5011,2464,2547,591,3571,849,4174,91
2018-03,65000010-018,新北市板橋區,民權里,1085,2759,1353,1406,310,1883,566,2331,42
2018-03,65000010-019,新北市板橋區,建國里,1443,3720,1785,1935,415,2688,617,3116,73
2018-03,65000010-020,新北市板橋區,漢生里,1662,4402,2138,2264,654,2979,769,3556,73
2018-03,65000010-021,新北市板橋區,公舘里,1485,4070,2010,2060,573,2891,606,3228,104
2018-03,65000010-022,新北市板橋區,新民里,1732,4638,2268,2370,757,3212,669,3634,80
2018-03,65000010-023,新北市板橋區,幸福里,1513,4119,2051,2068,489,2997,633,3406,105
2018-03,65000010-024,新北市板橋區,忠誠里,1704,4258,2062,2196,539,2974,745,3480,99
2018-03,65000010-025,新北市板橋區,百壽里,1106,2794,1328,1466,466,1924,404,2177,60
2018-03,65000010-026,新北市板橋區,介壽里,1239,3213,1532,1681,490,2196,527,2564,72
2018-03,65000010-027,新北市板橋區,新埔里,878,2160,1045,1115,211,1561,388,1860,38
2018-03,65000010-028,新北市板橋區,華江里,3196,7793,3611,4182,1438,5528,827,5944,155
2018-03,65000010-029,新北市板橋區,江翠里,1850,4979,2469,2510,540,3725,714,4156,111
2018-03,65000010-030,新北市板橋區,純翠里,2103,5673,2766,2907,674,4233,766,4719,110
2018-03,65000010-031,新北市板橋區,溪頭里,2424,6217,3076,3141,751,4598,868,5128,136
2018-03,65000010-032,新北市板橋區,聯翠里,1660,3785,1795,1990,416,2788,581,3163,73
2018-03,65000010-033,新北市板橋區,宏翠里,2197,4953,2345,2608,570,3810,573,4157,95
2018-03,65000010-034,新北市板橋區,仁翠里,1106,2983,1440,1543,308,2183,492,2540,50
2018-03,65000010-035,新北市板橋區,新翠里,3081,8083,3885,4198,951,6245,887,6642,203
2018-03,65000010-036,新北市板橋區,吉翠里,1363,3891,1906,1985,483,2906,502,3235,76
2018-03,65000010-037,新北市板橋區,德翠里,2729,7637,3739,3898,1143,5856,638,6048,179
2018-03,65000010-038,新北市板橋區,滿翠里,1134,3049,1472,1577,303,2234,512,2587,61
2018-03,65000010-039,新北市板橋區,明翠里,1938,4916,2391,2525,511,3613,792,4170,85
2018-03,65000010-040,新北市板橋區,松翠里,1386,3496,1686,1810,408,2588,500,2907,77
2018-03,65000010-041,新北市板橋區,柏翠里,1772,4275,2038,2237,550,3100,625,3512,88
2018-03,65000010-042,新北市板橋區,龍翠里,2021,5276,2561,2715,583,4007,686,4420,106
2018-03,65000010-043,新北市板橋區,華翠里,1395,3841,1840,2001,604,2741,496,3053,80
2018-03,65000010-044,新北市板橋區,忠翠里,4433,10973,5170,5803,1805,8129,1039,8488,264
2018-03,65000010-045,新北市板橋區,嵐翠里,970,2589,1293,1296,291,1907,391,2168,52
2018-03,65000010-046,新北市板橋區,文翠里,1590,4189,2065,2124,445,3109,635,3531,86
2018-03,65000010-047,新北市板橋區,青翠里,1207,3099,1601,1498,312,2322,465,2637,66
2018-03,65000010-048,新北市板橋區,懷翠里,2254,6245,3069,3176,668,4790,787,5207,171
2018-03,65000010-049,新北市板橋區,福翠里,562,1371,685,686,125,994,252,1191,26
2018-03,65000010-050,新北市板橋區,港嘴里,2436,6296,3098,3198,660,4845,791,5365,118
2018-03,65000010-051,新北市板橋區,振興里,1676,4569,2240,2329,457,3429,683,3884,97
2018-03,65000010-052,新北市板橋區,振義里,1647,4383,2148,2235,458,3284,641,3661,109
2018-03,65000010-053,新北市板橋區,光復里,1361,3466,1751,1715,393,2599,474,2871,80
2018-03,65000010-054,新北市板橋區,埔墘里,2572,6447,3069,3378,668,4981,798,5432,151
2018-03,65000010-055,新北市板橋區,長壽里,1050,2963,1471,1492,322,2149,492,2497,64
2018-03,65000010-056,新北市板橋區,福壽里,1273,3435,1688,1747,344,2643,448,2902,75
2018-03,65000010-057,新北市板橋區,海山里,2860,8531,4064,4467,1730,5886,915,6263,199
2018-03,65000010-058,新北市板橋區,九如里,1087,2985,1420,1565,365,2179,441,2432,84
2018-03,65000010-059,新北市板橋區,玉光里,2204,5654,2677,2977,887,4079,688,4428,134
2018-03,65000010-060,新北市板橋區,光仁里,1051,3091,1541,1550,442,2178,471,2485,68
2018-03,65000010-061,新北市板橋區,埤墘里,1790,4711,2271,2440,844,3289,578,3639,85
2018-03,65000010-062,新北市板橋區,永安里,1416,3660,1784,1876,521,2655,484,2963,68
2018-03,65000010-063,新北市板橋區,雙玉里,1577,4380,2109,2271,729,3084,567,3360,104
2018-03,65000010-064,新北市板橋區,廣新里,1289,3783,1865,1918,586,2661,536,2999,79
2018-03,65000010-065,新北市板橋區,深丘里,3738,9397,4530,4867,1841,6508,1048,7048,174
2018-03,65000010-066,新北市板橋區,香丘里,1481,4005,1933,2072,691,2796,518,3117,78
2018-03,65000010-067,新北市板橋區,西安里,1048,2846,1386,1460,362,2050,434,2312,72
2018-03,65000010-068,新北市板橋區,東丘里,1675,4916,2392,2524,761,3452,703,3870,116
2018-03,65000010-069,新北市板橋區,長安里,1721,5015,2425,2590,997,3526,492,3726,104
2018-03,65000010-070,新北市板橋區,福丘里,2231,5039,2334,2705,834,3559,646,3950,102
2018-03,65000010-071,新北市板橋區,福祿里,1589,4106,1923,2183,609,2921,576,3261,87
2018-03,65000010-072,新北市板橋區,民族里,1806,5156,2470,2686,1190,3350,616,3676,104
2018-03,65000010-073,新北市板橋區,國泰里,1459,3802,1798,2004,562,2664,576,3014,75
2018-03,65000010-074,新北市板橋區,福德里,2006,5393,2691,2702,713,3826,854,4359,126
2018-03,65000010-075,新北市板橋區,景星里,1503,3589,1702,1887,417,2639,533,2998,73
2018-03,65000010-076,新北市板橋區,福星里,1360,3734,1793,1941,494,2659,581,3015,83
2018-03,65000010-077,新北市板橋區,鄉雲里,1575,3870,1842,2028,447,2822,601,3221,75
2018-03,65000010-078,新北市板橋區,廣德里,2621,7097,3450,3647,955,5230,912,5742,173
2018-03,65000010-079,新北市板橋區,大豐里,1792,4904,2386,2518,590,3522,792,4038,104
2018-03,65000010-080,新北市板橋區,重慶里,3279,9091,4434,4657,1225,6878,988,7340,226
2018-03,65000010-081,新北市板橋區,仁愛里,1178,3274,1623,1651,372,2370,532,2736,67
2018-03,65000010-082,新北市板橋區,和平里,1655,4175,1959,2216,896,2929,350,3083,66
2018-03,65000010-083,新北市板橋區,廣福里,1572,4329,2117,2212,606,3259,464,3461,93
2018-03,65000010-084,新北市板橋區,華興里,1618,4269,2057,2212,459,3233,577,3553,102
2018-03,65000010-085,新北市板橋區,華貴里,1026,2782,1348,1434,348,1968,466,2311,42
2018-03,65000010-086,新北市板橋區,華德里,2959,7373,3551,3822,960,5541,872,6026,169
2018-03,65000010-087,新北市板橋區,華東里,3232,7566,3667,3899,881,5740,945,6286,179
2018-03,65000010-088,新北市板橋區,信義里,1722,4407,2164,2243,538,3202,667,3672,70
2018-03,65000010-089,新北市板橋區,浮洲里,1396,4172,2128,2044,502,2957,713,3462,75
2018-03,65000010-090,新北市板橋區,華中里,1936,5563,2793,2770,687,4288,588,4628,110
2018-03,65000010-091,新北市板橋區,僑中里,1509,4362,2165,2197,518,3478,366,3632,102
2018-03,65000010-092,新北市板橋區,中山里,2438,5828,2852,2976,752,4350,726,4769,111
2018-03,65000010-093,新北市板橋區,復興里,316,1113,682,431,102,652,359,975,16
2018-03,65000010-094,新北市板橋區,大安里,1520,4171,2112,2059,483,3093,595,3470,93
2018-03,65000010-095,新北市板橋區,福安里,1014,2655,1309,1346,290,1959,406,2251,44
2018-03,65000010-096,新北市板橋區,聚安里,2011,5582,2801,2781,662,4238,682,4641,124
2018-03,65000010-097,新北市板橋區,龍安里,1088,2987,1446,1541,378,2174,435,2474,54
2018-03,65000010-098,新北市板橋區,崑崙里,3721,10480,5121,5359,1545,7986,949,8231,301
2018-03,65000010-099,新北市板橋區,溪洲里,2202,6291,3057,3234,890,4637,764,5041,141
2018-03,65000010-100,新北市板橋區,溪北里,1352,3751,1849,1902,508,2753,490,3027,92
2018-03,65000010-101,新北市板橋區,香雅里,989,2646,1305,1341,289,1968,389,2234,50
2018-03,65000010-102,新北市板橋區,新生里,1575,4525,2252,2273,595,3299,631,3757,66
2018-03,65000010-103,新北市板橋區,文德里,1176,3241,1606,1635,382,2420,439,2672,80
2018-03,65000010-104,新北市板橋區,文化里,1395,3516,1707,1809,432,2547,537,2905,82
2018-03,65000010-105,新北市板橋區,新海里,1252,3720,1883,1837,513,2809,398,3064,66
2018-03,65000010-106,新北市板橋區,莒光里,1162,3041,1491,1550,444,2114,483,2444,59
2018-03,65000010-107,新北市板橋區,富貴里,865,2382,1148,1234,249,1737,396,2004,50
2018-03,65000010-108,新北市板橋區,正泰里,1112,3204,1517,1687,425,2346,433,2640,66
2018-03,65000010-109,新北市板橋區,民生里,916,2341,1092,1249,319,1723,299,1928,43
2018-03,65000010-110,新北市板橋區,後埔里,1606,3957,1949,2008,493,2841,623,3265,88
2018-03,65000010-111,新北市板橋區,華福里,775,2189,1070,1119,260,1596,333,1834,39
2018-03,65000010-112,新北市板橋區,堂春里,1510,4570,2275,2295,647,3535,388,3641,117
2018-03,65000010-113,新北市板橋區,成和里,2537,6928,3417,3511,1105,5278,545,5371,159
2018-03,65000010-114,新北市板橋區,光榮里,1019,2664,1343,1321,287,1905,472,2271,46
2018-03,65000010-115,新北市板橋區,民安里,853,2187,1040,1147,301,1456,430,1783,39
2018-03,65000010-116,新北市板橋區,陽明里,1063,2879,1410,1469,290,2108,481,2445,69
2018-03,65000010-117,新北市板橋區,朝陽里,1273,3550,1697,1853,392,2628,530,2993,72
2018-03,65000010-118,新北市板橋區,松柏里,952,2409,1206,1203,257,1816,336,2012,64
2018-03,65000010-119,新北市板橋區,文聖里,1435,4023,1956,2067,479,3077,467,3313,93
2018-03,65000010-120,新北市板橋區,居仁里,1236,3436,1696,1740,398,2642,396,2888,61
2018-03,65000010-121,新北市板橋區,莊敬里,1645,4459,2162,2297,843,3226,390,3327,97
2018-03,65000010-122,新北市板橋區,東安里,906,2732,1344,1388,563,1852,317,2026,44
2018-03,65000010-123,新北市板橋區,五權里,1573,4345,2184,2161,533,3154,658,3576,82
2018-03,65000010-124,新北市板橋區,溪福里,5148,15166,7471,7695,2452,11728,986,11580,459
2018-03,65000010-125,新北市板橋區,大觀里,1338,3927,1914,2013,534,2982,411,3210,77
2018-03,65000010-126,新北市板橋區,歡園里,477,1324,684,640,131,1002,191,1111,39
2018-03,65000020-001,新北市三重區,大有里,1991,5494,2727,2767,611,4256,627,4637,99
2018-03,65000020-002,新北市三重區,二重里,581,1675,849,826,165,1285,225,1406,46
2018-03,65000020-003,新北市三重區,頂崁里,881,2394,1201,1193,238,1882,274,2029,65
2018-03,65000020-004,新北市三重區,谷王里,351,988,522,466,90,716,182,843,26
2018-03,65000020-005,新北市三重區,中興里,1564,4039,2044,1995,423,3049,567,3410,91
2018-03,65000020-006,新北市三重區,德厚里,169,381,183,198,24,267,90,343,7
2018-03,65000020-007,新北市三重區,成功里,2762,6552,3123,3429,916,4945,691,5256,156
2018-03,65000020-008,新北市三重區,福祉里,2311,5764,2778,2986,836,4266,662,4635,113
2018-03,65000020-009,新北市三重區,福民里,1362,3675,1807,1868,474,2672,529,3028,70
2018-03,65000020-010,新北市三重區,過田里,5173,9645,5312,4333,900,7462,1283,8297,176
2018-03,65000020-011,新北市三重區,錦田里,841,2148,1063,1085,238,1565,345,1801,51
2018-03,65000020-012,新北市三重區,重明里,1483,3834,1870,1964,594,2678,562,3020,89
2018-03,65000020-013,新北市三重區,光田里,1945,4591,2246,2345,415,3422,754,3929,105
2018-03,65000020-014,新北市三重區,光陽里,2590,6451,3188,3263,572,5014,865,5496,159
2018-03,65000020-015,新北市三重區,田心里,1604,4234,2108,2126,396,3170,668,3614,94
2018-03,65000020-016,新北市三重區,福田里,1251,3684,1860,1824,344,2911,429,3136,84
2018-03,65000020-017,新北市三重區,田中里,2340,6684,3276,3408,959,4888,837,5369,138
2018-03,65000020-018,新北市三重區,田安里,2421,6509,3131,3378,755,4934,820,5386,152
2018-03,65000020-019,新北市三重區,三民里,1306,3610,1781,1829,523,2626,461,2877,84
2018-03,65000020-020,新北市三重區,光明里,3039,7870,3820,4050,1096,5906,868,6349,186
2018-03,65000020-021,新北市三重區,光正里,1304,2615,1285,1330,236,2065,314,2236,73
