年月,村里代碼,區域,村里,戶數,人口,男性人口,女性人口,未滿15歲,15-64歲,超過64歲,超過20歲,18-19歲
2018-12,65000010-001,新北市板橋區,留侯里,684,1649,785,864,218,1159,272,1361,34
2018-12,65000010-002,新北市板橋區,流芳里,641,1564,732,832,227,1057,280,1264,30
2018-12,65000010-003,新北市板橋區,赤松里,325,840,404,436,133,558,149,665,18
2018-12,65000010-004,新北市板橋區,黃石里,435,1136,566,570,203,723,210,878,23
2018-12,65000010-005,新北市板橋區,挹秀里,815,1904,925,979,273,1266,365,1554,36
2018-12,65000010-006,新北市板橋區,湳興里,2324,5547,2639,2908,672,4037,838,4616,114
2018-12,65000010-007,新北市板橋區,新興里,1518,3314,1576,1738,340,2405,569,2830,55
2018-12,65000010-008,新北市板橋區,社後里,5140,9350,5253,4097,629,7069,1652,8380,146
2018-12,65000010-009,新北市板橋區,香社里,1590,4408,2193,2215,499,3261,648,3681,108
2018-12,65000010-010,新北市板橋區,中正里,1634,4521,2211,2310,602,3316,603,3679,108
2018-12,65000010-011,新北市板橋區,自強里,2051,5349,2620,2729,675,3543,1131,4486,85
2018-12,65000010-012,新北市板橋區,自立里,1090,2897,1408,1489,315,2091,491,2441,53
2018-12,65000010-013,新北市板橋區,光華里,1131,2823,1372,1451,331,2019,473,2366,67
2018-12,65000010-014,新北市板橋區,國光里,1542,3799,1820,1979,302,2750,747,3279,107
2018-12,65000010-015,新北市板橋區,港尾里,1116,3063,1454,1609,431,2256,376,2459,69
2018-12,65000010-016,新北市板橋區,金華里,1472,4132,2016,2116,510,2970,652,3429,89
2018-12,65000010-017,新北市板橋區,港德里,1940,4962,2437,2525,568,3488,906,4151,102
2018-12,65000010-018,新北市板橋區,民權里,1091,2735,1327,1408,285,1886,564,2317,58
2018-12,65000010-019,新北市板橋區,建國里,1436,3706,1784,1922,404,2659,643,3130,70
2018-12,65000010-020,新北市板橋區,漢生里,1672,4391,2132,2259,658,2935,798,3551,77
2018-12,65000010-021,新北市板橋區,公舘里,1489,4005,1976,2029,552,2835,618,3197,108
2018-12,65000010-022,新北市板橋區,新民里,1735,4613,2264,2349,771,3142,700,3599,91
2018-12,65000010-023,新北市板橋區,幸福里,1501,4064,2015,2049,474,2944,646,3387,98
2018-12,65000010-024,新北市板橋區,忠誠里,1726,4275,2073,2202,549,2955,771,3492,110
2018-12,65000010-025,新北市板橋區,百壽里,1150,2845,1344,1501,489,1935,421,2219,54
