年月,村里代碼,區域,村里,戶數,人口,男性人口,女性人口,未滿15歲,15-64歲,超過64歲,超過20歲,18-19歲
2018-04,65000010-001,新北市板橋區,留侯里,680,1655,782,873,219,1176,260,1362,35
2018-04,65000010-002,新北市板橋區,流芳里,636,1551,723,828,220,1055,276,1260,29
2018-04,65000010-003,新北市板橋區,赤松里,315,823,397,426,134,541,148,645,17
2018-04,65000010-004,新北市板橋區,黃石里,429,1144,563,581,200,746,198,895,20
2018-04,65000010-005,新北市板橋區,挹秀里,790,1902,919,983,276,1279,347,1546,37
2018-04,65000010-006,新北市板橋區,湳興里,2316,5583,2673,2910,676,4104,803,4632,116
2018-04,65000010-007,新北市板橋區,新興里,1520,3341,1596,1745,353,2435,553,2844,49
2018-04,65000010-008,新北市板橋區,社後里,4933,9148,5110,4038,627,7106,1415,8180,133
2018-04,65000010-009,新北市板橋區,香社里,1595,4452,2218,2234,511,3323,618,3700,116
2018-04,65000010-010,新北市板橋區,中正里,1624,4503,2207,2296,588,3342,573,3681,99
2018-04,65000010-011,新北市板橋區,自強里,2061,5393,2626,2767,671,3646,1076,4544,63
2018-04,65000010-012,新北市板橋區,自立里,1094,2922,1419,1503,343,2104,475,2440,47
2018-04,65000010-013,新北市板橋區,光華里,1114,2809,1383,1426,333,2019,457,2348,63
2018-04,65000010-014,新北市板橋區,國光里,1553,3799,1827,1972,290,2790,719,3279,103
2018-04,65000010-015,新北市板橋區,港尾里,1112,3036,1439,1597,425,2260,351,2444,64
2018-04,65000010-016,新北市板橋區,金華里,1470,4145,2015,2130,524,3003,618,3445,80
2018-04,65000010-017,新北市板橋區,港德里,1937,5023,2471,2552,595,3571,857,4180,93
2018-04,65000010-018,新北市板橋區,民權里,1088,2754,1351,1403,304,1880,570,2328,43
2018-04,65000010-019,新北市板橋區,建國里,1443,3720,1781,1939,422,2682,616,3110,76
2018-04,65000010-020,新北市板橋區,漢生里,1666,4409,2137,2272,655,2976,778,3563,73
2018-04,65000010-021,新北市板橋區,公舘里,1481,4049,2001,2048,567,2875,607,3213,111
2018-04,65000010-022,新北市板橋區,新民里,1724,4622,2264,2358,747,3206,669,3624,83
2018-04,65000010-023,新北市板橋區,幸福里,1516,4123,2048,2075,491,3000,632,3410,101
