year,male,female,total
2019,3331,2994,6325
2020,3350,3013,6363
2021,3365,3034,6399
2022,3377,3056,6433
2023,3382,3078,6460
2024,3388,3100,6488
2025,3396,3121,6517
2026,3403,3140,6543
2027,3408,3158,6566
2028,3416,3168,6584
2029,3421,3177,6598
2030,3424,3184,6608
2031,3425,3191,6616
2032,3424,3196,6620
2033,3422,3200,6622
2034,3417,3200,6617
2035,3418,3204,6622
2036,3415,3203,6618
2037,3410,3201,6611
2038,3400,3199,6599
2039,3389,3195,6584
2040,3374,3190,6564
2041,3359,3185,6544
2042,3342,3179,6521
2043,3320,3173,6493
2044,3298,3162,6460
2045,3278,3156,6434
2046,3258,3145,6403
2047,3237,3131,6368
2048,3216,3114,6330
2049,3194,3097,6291
2050,3172,3079,6251
2051,3148,3059,6207
2052,3121,3036,6157
2053,3092,3012,6104
2054,3058,2989,6047
2055,3028,2966,5994
2056,2992,2942,5934
2057,2956,2920,5876
2058,2920,2894,5814
2059,2884,2866,5750
2060,2845,2837,5682
2061,2804,2806,5610
2062,2764,2774,5538
2063,2724,2742,5466
2064,2685,2709,5394
2065,2646,2679,5325
