year,male,female,total
2019,2528,1993,4521
2020,2514,1984,4498
2021,2497,1973,4470
2022,2473,1960,4433
2023,2451,1949,4400
2024,2426,1938,4364
2025,2405,1927,4332
2026,2382,1915,4297
2027,2357,1902,4259
2028,2336,1889,4225
2029,2313,1873,4186
2030,2290,1857,4147
2031,2268,1841,4109
2032,2245,1824,4069
2033,2224,1806,4030
2034,2199,1787,3986
2035,2179,1771,3950
2036,2155,1753,3908
2037,2131,1733,3864
2038,2107,1713,3820
2039,2083,1694,3777
2040,2056,1673,3729
2041,2024,1651,3675
2042,1991,1630,3621
2043,1954,1610,3564
2044,1918,1587,3505
2045,1886,1566,3452
2046,1853,1544,3397
2047,1821,1521,3342
2048,1790,1500,3290
2049,1758,1478,3236
2050,1726,1456,3182
2051,1693,1433,3126
2052,1661,1410,3071
2053,1625,1385,3010
2054,1588,1359,2947
2055,1554,1340,2894
2056,1521,1322,2843
2057,1488,1299,2787
2058,1454,1275,2729
2059,1420,1248,2668
2060,1382,1221,2603
2061,1345,1193,2538
2062,1307,1166,2473
2063,1269,1141,2410
2064,1235,1116,2351
2065,1205,1094,2299
