year,age_range,male,female,total
2019,0-4,5891,5498,11389
2019,5-9,6587,6205,12792
2019,10-14,7336,6758,14094
2019,15-19,9918,8967,18885
2019,20-24,12851,11845,24696
2019,25-29,13845,12425,26270
2019,30-34,12177,11151,23328
2019,35-39,13804,13070,26874
2019,40-44,14110,14339,28449
2019,45-49,14318,14467,28785
2019,50-54,15581,15610,31191
2019,55-59,16005,16160,32165
2019,60-64,14566,15247,29813
2019,65-69,11368,12604,23972
2019,70-74,5852,6790,12642
2019,75-79,4590,5750,10340
2019,80-84,2753,4321,7074
2019,85-89,1600,2339,3939
2019,90-94,831,997,1828
2019,95-99,199,227,426
2019,100+,54,49,103
2020,0-4,5881,5549,11430
2020,5-9,6729,6293,13022
2020,10-14,6997,6441,13438
2020,15-19,8973,8059,17032
2020,20-24,12605,11642,24247
2020,25-29,13810,12511,26321
2020,30-34,12612,11319,23931
2020,35-39,13343,12616,25959
2020,40-44,14160,14388,28548
2020,45-49,13963,14028,27991
2020,50-54,15309,15358,30667
2020,55-59,15967,16132,32099
2020,60-64,14637,15463,30100
2020,65-69,12048,13366,25414
2020,70-74,6847,7851,14698
2020,75-79,4245,5421,9666
2020,80-84,2992,4585,7577
2020,85-89,1604,2452,4056
2020,90-94,842,1063,1905
2020,95-99,222,260,482
2020,100+,0,0,0
2021,0-4,5957,5527,11484
2021,5-9,6765,6380,13145
2021,10-14,6755,6200,12955
2021,15-19,8352,7582,15934
2021,20-24,11829,11014,22843
2021,25-29,13835,12548,26383
2021,30-34,13161,11642,24803
2021,35-39,12676,11943,24619
2021,40-44,14045,14280,28325
2021,45-49,13921,13990,27911
2021,50-54,15036,15157,30193
2021,55-59,15749,16015,31764
2021,60-64,14902,15538,30440
2021,65-69,12549,13874,26423
2021,70-74,7981,9204,17185
2021,75-79,3949,5096,9045
2021,80-84,3167,4763,7930
2021,85-89,1632,2590,4222
2021,90-94,836,1137,1973
2021,95-99,244,288,532
2021,100+,0,0,0
2022,0-4,6194,5721,11915
