year,male,female,total
2019,5413,5135,10548
2020,5387,5118,10505
2021,5359,5102,10461
2022,5327,5083,10410
2023,5296,5067,10363
2024,5261,5049,10310
2025,5232,5036,10268
2026,5202,5020,10222
2027,5172,5000,10172
2028,5137,4977,10114
2029,5101,4953,10054
2030,5061,4924,9985
2031,5016,4893,9909
2032,4966,4859,9825
2033,4915,4825,9740
2034,4863,4789,9652
2035,4816,4762,9578
2036,4767,4726,9493
2037,4715,4687,9402
2038,4659,4644,9303
2039,4601,4598,9199
2040,4542,4552,9094
2041,4484,4506,8990
2042,4425,4460,8885
2043,4369,4412,8781
2044,4307,4358,8665
2045,4249,4308,8557
2046,4189,4255,8444
2047,4126,4199,8325
2048,4063,4141,8204
2049,3999,4085,8084
2050,3934,4029,7963
2051,3870,3971,7841
2052,3804,3916,7720
2053,3741,3857,7598
2054,3678,3802,7480
2055,3622,3750,7372
2056,3565,3694,7259
2057,3509,3643,7152
2058,3455,3593,7048
2059,3400,3546,6946
2060,3350,3496,6846
2061,3301,3446,6747
2062,3251,3393,6644
2063,3200,3340,6540
2064,3149,3286,6435
2065,3097,3235,6332
