year,male,female,total
2019,204651,212029,416680
2020,204731,212652,417383
2021,204807,213225,418032
2022,204815,213724,418539
2023,204760,214131,418891
2024,204640,214455,419095
2025,204562,214794,419356
2026,204428,215056,419484
2027,204228,215241,419469
2028,203948,215322,419270
2029,203588,215308,418896
2030,203142,215188,418330
2031,202617,214954,417571
2032,202006,214626,416632
2033,201314,214197,415511
2034,200538,213656,414194
2035,199845,213216,413061
2036,199050,212668,411718
2037,198170,212019,410189
2038,197209,211274,408483
2039,196166,210424,406590
2040,195029,209466,404495
2041,193814,208415,402229
2042,192529,207275,399804
2043,191177,206036,397213
2044,189757,204721,394478
2045,188441,203531,391972
2046,187052,202243,389295
2047,185589,200843,386432
2048,184052,199339,383391
2049,182439,197725,380164
2050,180766,196026,376792
2051,179016,194223,373239
2052,177192,192331,369523
2053,175314,190374,365688
2054,173375,188343,361718
2055,171538,186453,357991
2056,169639,184481,354120
2057,167699,182438,350137
2058,165700,180319,346019
2059,163649,178124,341773
2060,161555,175871,337426
2061,159429,173569,332998
2062,157267,171217,328484
2063,155077,168809,323886
2064,152858,166377,319235
2065,150738,164070,314808
