year,0m,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,12m,13m,14m,15m,16m,17m,18m,19m,20m,21m,22m,23m,24m,25m,26m,27m,28m,29m,30m,31m,32m,33m,34m,35m,36m,37m,38m,39m,40m,41m,42m,43m,44m,45m,46m,47m,48m,49m,50m,51m,52m,53m,54m,55m,56m,57m,58m,59m,60m,61m,62m,63m,64m,65m,66m,67m,68m,69m,70m,71m,72m,73m,74m,75m,76m,77m,78m,79m,80m,81m,82m,83m,84m,85m,86m,87m,88m,89m,90m,91m,92m,93m,94m,95m,96m,97m,98m,99m,100m,0f,1f,2f,3f,4f,5f,6f,7f,8f,9f,10f,11f,12f,13f,14f,15f,16f,17f,18f,19f,20f,21f,22f,23f,24f,25f,26f,27f,28f,29f,30f,31f,32f,33f,34f,35f,36f,37f,38f,39f,40f,41f,42f,43f,44f,45f,46f,47f,48f,49f,50f,51f,52f,53f,54f,55f,56f,57f,58f,59f,60f,61f,62f,63f,64f,65f,66f,67f,68f,69f,70f,71f,72f,73f,74f,75f,76f,77f,78f,79f,80f,81f,82f,83f,84f,85f,86f,87f,88f,89f,90f,91f,92f,93f,94f,95f,96f,97f,98f,99f,100f
2019,8,12,18,11,15,14,10,8,12,8,11,22,17,18,13,16,20,17,17,25,23,26,32,38,26,25,20,43,33,26,23,21,32,23,23,20,28,25,30,41,32,32,34,36,34,33,40,25,40,33,32,27,43,40,29,38,45,45,33,37,29,37,32,27,24,17,29,14,11,11,14,11,8,8,8,8,5,7,5,4,4,2,2,4,4,1,1,4,2,2,1,2,0,0,1,0,0,0,0,1,0,10,10,9,15,9,12,16,6,8,13,6,15,13,17,11,10,13,18,10,19,19,18,18,16,24,28,22,27,22,24,24,15,17,30,21,30,17,31,33,28,18,33,24,27,15,22,25,23,20,34,29,30,29,17,25,30,26,28,31,35,37,26,21,29,20,20,29,22,18,16,14,16,11,6,6,5,8,12,9,8,5,1,9,3,4,3,7,3,1,3,4,0,0,2,3,0,0,0,1,0,0
2020,11,8,12,18,11,15,14,10,8,12,8,11,22,17,18,13,16,20,17,17,25,23,26,32,38,26,25,20,43,33,26,23,21,32,23,23,20,28,25,30,41,32,32,34,36,34,33,40,25,40,33,32,27,43,40,29,38,45,45,33,37,29,37,32,27,24,17,29,14,11,11,14,11,8,8,8,8,5,7,5,4,4,2,2,4,4,1,1,4,2,2,1,2,0,0,1,0,0,0,0,0,11,10,10,9,15,9,12,16,6,8,13,6,15,13,17,11,10,13,18,10,19,19,18,18,16,24,28,22,27,22,24,24,15,17,30,21,30,17,31,33,28,18,33,24,27,15,22,25,23,20,34,29,30,29,17,25,30,26,28,31,35,37,26,21,29,20,20,29,22,18,16,14,16,11,6,6,5,8,12,9,8,5,1,9,3,4,3,6,3,1,3,4,0,0,2,2,0,0,0,1,0
2021,12,11,8,12,18,11,15,14,10,8,12,8,11,22,17,18,13,16,20,17,17,25,23,26,32,38,26,25,20,43,33,26,23,21,32,23,23,20,28,25,30,41,32,32,34,36,34,33,40,25,40,33,32,27,43,40,29,38,45,45,33,37,29,37,32,27,24,17,28,14,11,11,14,11,8,8,8,8,5,7,5,4,4,2,2,4,4,1,1,4,2,2,1,2,0,0,1,0,0,0,0,11,11,10,10,9,15,9,12,16,6,8,13,6,15,13,17,11,10,13,18,10,19,19,18,18,16,24,28,22,27,22,24,24,15,17,30,21,30,17,31,33,28,18,33,24,27,15,22,25,23,20,34,29,30,29,17,25,30,26,28,31,35,37,26,21,29,20,20,29,22,18,16,14,16,11,6,6,5,8,12,9,8,5,1,9,3,4,3,5,3,1,3,3,0,0,2,2,0,0,0,0
2022,12,12,11,8,12,18,11,15,14,10,8,12,8,11,22,17,18,13,16,20,17,17,25,23,26,32,38,26,25,20,43,33,26,23,21,32,23,23,20,28,25,30,41,32,32,34,36,34,33,40,25,40,33,32,27,43,40,29,38,45,45,33,37,29,37,32,27,24,17,27,14,11,11,14,11,8,8,8,8,5,7,5,4,4,2,2,4,4,1,1,3,2,2,1,2,0,0,1,0,0,0,12,11,11,10,10,9,15,9,12,16,6,8,13,6,15,13,17,11,10,13,18,10,19,19,18,18,16,24,28,22,27,22,24,24,15,17,30,21,30,17,31,33,28,18,33,24,27,15,22,25,23,20,34,29,30,29,17,25,30,26,28,31,35,37,26,21,29,20,20,29,22,18,16,14,16,11,6,6,5,8,12,9,8,5,1,8,3,4,3,5,3,1,3,3,0,0,2,2,0,0,0
2023,13,12,12,11,8,12,18,11,15,14,10,8,12,8,11,22,17,18,13,16,20,17,17,25,23,26,32,38,26,25,20,43,33,26,23,21,32,23,23,20,28,25,30,41,32,32,34,36,34,33,40,25,40,33,32,27,43,40,29,38,45,45,33,37,29,36,32,27,24,17,26,14,11,11,14,11,8,8,8,8,5,7,5,4,4,2,2,4,4,1,1,3,2,2,1,2,0,0,1,0,0,12,12,11,11,10,10,9,15,9,12,16,6,8,13,6,15,13,17,11,10,13,18,10,19,19,18,18,16,24,28,22,27,22,24,24,15,17,30,21,30,17,31,33,28,18,33,24,27,15,22,25,23,20,34,29,30,29,17,25,30,26,28,31,35,37,26,21,29,20,20,29,22,18,16,14,16,11,6,6,5,8,12,9,8,5,1,7,3,4,3,4,3,1,3,3,0,0,2,1,0,0
2024,12,13,12,12,11,8,12,18,11,15,14,10,8,12,8,11,22,17,18,13,16,20,17,17,25,23,26,32,38,26,25,20,43,33,26,23,21,32,23,23,20,28,25,30,41,32,32,34,36,34,33,40,25,40,33,32,27,43,40,29,38,45,44,33,37,29,35,31,27,24,17,25,14,11,11,14,11,8,8,8,8,5,7,5,4,4,2,2,4,4,1,1,3,2,2,1,2,0,0,1,0,12,12,12,11,11,10,10,9,15,9,12,16,6,8,13,6,15,13,17,11,10,13,18,10,19,19,18,18,16,24,28,22,27,22,24,24,15,17,30,21,30,17,31,33,28,18,33,24,27,15,22,25,23,20,34,29,30,29,17,25,30,26,28,31,35,37,26,21,29,20,20,29,22,18,16,14,16,11,6,6,5,8,11,9,8,5,1,6,3,4,3,4,3,1,3,2,0,0,1,1,0
2025,12,12,13,12,12,11,8,12,18,11,15,14,10,8,12,8,11,22,17,18,13,16,20,17,17,25,23,26,32,38,26,25,20,43,33,26,23,21,32,23,23,20,28,25,30,41,32,32,34,36,34,33,40,25,40,33,32,27,43,40,29,38,45,44,33,37,29,34,30,27,24,17,24,14,11,11,13,11,8,8,8,8,5,7,5,4,4,2,2,4,3,1,1,3,2,2,1,2,0,0,0,11,12,12,12,11,11,10,10,9,15,9,12,16,6,8,13,6,15,13,17,11,10,13,18,10,19,19,18,18,16,24,28,22,27,22,24,24,15,17,30,21,30,17,31,33,28,18,33,24,27,15,22,25,23,20,34,29,30,29,17,25,30,26,28,31,35,37,26,21,29,20,20,29,22,18,16,14,16,11,6,6,5,8,10,9,8,5,1,6,3,4,3,3,3,1,2,2,0,0,1,0
2026,11,12,12,13,12,12,11,8,12,18,11,15,14,10,8,12,8,11,22,17,18,13,16,20,17,17,25,23,26,32,38,26,25,20,43,33,26,23,21,32,23,23,20,28,25,30,41,32,32,34,36,34,33,40,25,40,33,32,27,43,40,29,38,45,43,33,36,29,33,29,26,23,17,23,14,11,11,12,11,8,8,8,7,5,6,5,4,4,2,2,3,3,1,1,2,2,2,1,2,0,0,11,11,12,12,12,11,11,10,10,9,15,9,12,16,6,8,13,6,15,13,17,11,10,13,18,10,19,19,18,18,16,24,28,22,27,22,24,24,15,17,30,21,30,17,31,33,28,18,33,24,27,15,22,25,23,20,34,29,30,29,17,25,30,26,28,31,35,37,26,21,29,20,20,29,22,18,16,14,16,11,6,6,5,8,9,8,7,5,1,5,3,4,3,3,3,1,2,2,0,0,0
2027,11,11,12,12,13,12,12,11,8,12,18,11,15,14,10,8,12,8,11,22,17,18,13,16,20,17,17,25,23,26,32,38,26,25,20,43,33,26,23,21,32,23,23,20,28,25,30,41,32,32,34,36,34,33,40,25,40,33,32,27,43,40,29,38,44,42,33,35,29,32,28,25,22,17,22,14,11,11,11,10,8,8,7,7,5,6,5,4,4,2,2,3,3,1,1,2,2,2,1,1,0,10,11,11,12,12,12,11,11,10,10,9,15,9,12,16,6,8,13,6,15,13,17,11,10,13,18,10,19,19,18,18,16,24,28,22,27,22,24,24,15,17,30,21,30,17,31,33,28,18,33,24,27,15,22,25,23,20,34,29,30,29,17,25,30,26,28,31,35,37,26,21,29,20,20,29,22,18,16,14,16,11,6,6,5,8,8,7,6,5,1,4,3,3,3,3,2,1,2,2,0,0
2028,11,11,11,12,12,13,12,12,11,8,12,18,11,15,14,10,8,12,8,11,22,17,18,13,16,20,17,17,25,23,26,32,38,26,25,20,43,33,26,23,21,32,23,23,20,28,25,30,41,32,32,34,36,34,33,40,25,40,33,32,27,43,40,29,38,43,41,32,34,28,31,27,24,21,16,21,13,11,11,10,9,8,7,7,6,5,5,5,4,4,2,2,3,3,1,1,2,2,2,1,0,10,10,11,11,12,12,12,11,11,10,10,9,15,9,12,16,6,8,13,6,15,13,17,11,10,13,18,10,19,19,18,18,16,24,28,22,27,22,24,24,15,17,30,21,30,17,31,33,28,18,33,24,27,15,22,25,23,20,34,29,30,29,17,25,30,26,28,31,35,37,26,21,29,20,20,28,22,18,16,14,15,11,6,6,5,8,7,6,6,5,1,4,3,3,3,2,2,1,2,1,0
