統計年月,區域別,村里,戶數,人口數,人口數-男,人口數-女,0歲-男,0歲-女,1歲-男,1歲-女,2歲-男,2歲-女,3歲-男,3歲-女,4歲-男,4歲-女,5歲-男,5歲-女,6歲-男,6歲-女,7歲-男,7歲-女,8歲-男,8歲-女,9歲-男,9歲-女,10歲-男,10歲-女,11歲-男,11歲-女,12歲-男,12歲-女,13歲-男,13歲-女,14歲-男,14歲-女,15歲-男,15歲-女,16歲-男,16歲-女,17歲-男,17歲-女,18歲-男,18歲-女,19歲-男,19歲-女,20歲-男,20歲-女,21歲-男,21歲-女,22歲-男,22歲-女,23歲-男,23歲-女,24歲-男,24歲-女,25歲-男,25歲-女,26歲-男,26歲-女,27歲-男,27歲-女,28歲-男,28歲-女,29歲-男,29歲-女,30歲-男,30歲-女,31歲-男,31歲-女,32歲-男,32歲-女,33歲-男,33歲-女,34歲-男,34歲-女,35歲-男,35歲-女,36歲-男,36歲-女,37歲-男,37歲-女,38歲-男,38歲-女,39歲-男,39歲-女,40歲-男,40歲-女,41歲-男,41歲-女,42歲-男,42歲-女,43歲-男,43歲-女,44歲-男,44歲-女,45歲-男,45歲-女,46歲-男,46歲-女,47歲-男,47歲-女,48歲-男,48歲-女,49歲-男,49歲-女,50歲-男,50歲-女,51歲-男,51歲-女,52歲-男,52歲-女,53歲-男,53歲-女,54歲-男,54歲-女,55歲-男,55歲-女,56歲-男,56歲-女,57歲-男,57歲-女,58歲-男,58歲-女,59歲-男,59歲-女,60歲-男,60歲-女,61歲-男,61歲-女,62歲-男,62歲-女,63歲-男,63歲-女,64歲-男,64歲-女,65歲-男,65歲-女,66歲-男,66歲-女,67歲-男,67歲-女,68歲-男,68歲-女,69歲-男,69歲-女,70歲-男,70歲-女,71歲-男,71歲-女,72歲-男,72歲-女,73歲-男,73歲-女,74歲-男,74歲-女,75歲-男,75歲-女,76歲-男,76歲-女,77歲-男,77歲-女,78歲-男,78歲-女,79歲-男,79歲-女,80歲-男,80歲-女,81歲-男,81歲-女,82歲-男,82歲-女,83歲-男,83歲-女,84歲-男,84歲-女,85歲-男,85歲-女,86歲-男,86歲-女,87歲-男,87歲-女,88歲-男,88歲-女,89歲-男,89歲-女,90歲-男,90歲-女,91歲-男,91歲-女,92歲-男,92歲-女,93歲-男,93歲-女,94歲-男,94歲-女,95歲-男,95歲-女,96歲-男,96歲-女,97歲-男,97歲-女,98歲-男,98歲-女,99歲-男,99歲-女,100歲以上-男,100歲以上-女,
10404,臺東縣臺東市,中山里,398,1093,537,556,8,4,4,10,8,10,9,16,17,9,12,17,12,10,4,8,4,5,7,6,9,5,6,3,7,6,2,4,6,4,6,9,3,2,7,6,6,7,4,3,3,3,10,6,9,3,3,2,6,4,4,2,6,5,9,7,6,5,3,9,8,4,9,3,10,8,5,14,11,7,5,7,8,12,4,12,9,11,4,10,9,7,9,7,12,9,3,5,6,6,10,6,5,6,6,12,10,5,6,5,3,8,4,4,5,7,8,8,15,4,7,5,7,11,12,5,5,8,9,10,10,6,4,8,8,4,6,6,8,13,8,6,4,6,6,5,6,6,2,5,3,5,4,3,3,3,4,3,4,2,4,7,1,5,2,4,4,5,2,6,3,2,2,4,2,5,1,2,3,3,2,4,1,3,0,3,1,1,0,1,2,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10404,臺東縣臺東市,中心里,1353,4198,2043,2155,15,20,21,21,24,16,13,23,20,16,16,20,29,20,35,30,36,37,37,47,38,37,50,50,66,54,53,31,55,37,38,41,31,30,33,27,39,28,33,37,33,33,42,27,27,24,28,22,26,19,30,24,30,21,17,32,20,18,15,17,22,26,21,29,26,26,28,38,26,21,15,29,26,45,28,40,37,38,23,33,19,28,18,30,22,29,26,41,23,24,29,22,37,27,31,36,25,33,22,31,31,44,28,29,31,32,32,26,39,31,33,34,21,28,24,18,24,25,21,24,23,23,22,30,21,30,21,30,15,15,11,19,14,21,14,17,17,15,9,11,9,14,19,15,6,11,13,12,4,8,8,15,6,11,9,11,5,6,4,8,5,8,7,6,10,3,5,5,3,9,4,5,3,5,4,3,2,2,3,2,3,1,1,0,1,3,1,1,1,2,1,0,1,1,0,1,0,0,0,0,0,0,
10404,臺東縣臺東市,中正里,385,923,455,468,0,1,2,0,3,4,2,1,2,2,2,2,0,2,0,1,2,0,1,2,2,0,0,1,2,1,2,4,3,2,6,3,3,2,4,4,5,2,7,5,4,5,9,8,5,7,7,6,3,7,4,7,5,4,4,6,5,4,9,4,13,9,8,6,9,9,6,8,10,6,7,5,8,7,3,7,7,8,7,4,8,5,5,3,8,4,5,11,7,7,10,6,3,8,4,8,8,5,3,4,7,7,8,6,4,7,6,16,8,8,10,4,12,7,6,9,9,14,5,4,7,10,8,8,10,9,7,14,13,11,10,5,7,9,6,5,5,3,3,3,4,3,4,7,6,8,4,4,1,4,2,4,5,3,5,7,4,6,4,6,8,7,0,3,3,2,3,1,0,3,0,2,3,2,1,1,1,2,1,3,3,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
10404,臺東縣臺東市,中華里,739,1949,1001,948,8,4,6,7,5,10,11,5,7,6,9,8,3,7,10,6,6,5,4,7,12,9,8,4,5,4,4,7,10,7,10,12,5,7,19,11,17,14,18,15,7,15,10,11,20,13,18,15,10,13,13,11,9,22,17,9,19,15,16,13,18,10,13,14,16,15,16,14,26,15,12,12,20,11,15,13,24,16,12,7,12,11,18,16,15,13,26,12,13,19,19,14,12,16,16,15,20,8,25,22,12,16,12,22,14,8,17,15,12,16,17,15,12,6,21,18,15,11,15,17,11,24,13,11,21,11,11,12,7,17,7,16,9,12,6,11,7,9,6,10,7,8,6,10,2,8,11,10,10,6,6,8,6,4,1,3,6,5,6,5,1,3,8,5,0,6,3,3,4,3,4,3,3,3,0,3,1,3,1,3,1,0,2,2,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,
10404,臺東縣臺東市,仁愛里,334,826,426,400,3,3,5,2,4,2,2,2,1,1,0,3,3,3,4,2,1,0,2,4,1,1,0,1,3,3,1,1,5,2,2,2,0,6,3,4,6,9,7,3,3,4,8,6,5,5,8,11,5,6,4,9,9,7,3,10,7,5,9,5,11,9,14,5,5,7,3,7,8,4,8,3,6,4,5,4,6,6,8,6,6,5,9,4,1,1,6,8,7,2,8,4,4,0,7,8,8,5,5,5,8,5,4,11,11,7,9,4,6,7,8,6,10,13,9,4,17,12,4,9,6,5,10,5,11,6,3,6,8,7,5,5,5,6,5,9,2,5,2,1,3,3,5,1,4,1,3,2,1,3,3,4,2,5,1,4,1,3,0,2,3,3,1,2,2,0,0,2,1,3,0,0,0,1,2,3,0,1,0,1,0,1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
10404,臺東縣臺東市,光明里,1321,3489,1626,1863,11,11,16,20,16,11,13,11,13,18,7,10,25,24,25,19,32,30,31,30,43,38,40,35,41,44,30,46,44,40,45,30,26,31,26,35,33,25,34,30,20,28,26,26,17,27,18,20,23,10,18,9,12,20,18,13,17,18,20,19,15,19,19,21,15,23,28,33,21,25,20,28,24,45,19,29,20,37,30,41,17,23,24,26,27,36,34,55,29,40,32,49,40,35,34,32,34,29,26,30,25,30,19,34,18,22,29,22,13,16,14,25,18,24,23,20,12,12,14,24,10,18,15,16,16,19,12,15,12,20,6,19,7,16,8,11,8,8,6,8,3,6,7,10,8,13,5,4,9,4,5,11,3,9,6,4,6,4,4,5,4,2,4,3,2,5,2,3,7,3,3,2,4,4,5,1,0,2,0,2,1,1,2,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
10404,臺東縣臺東市,卑南里,1195,3099,1554,1545,12,10,11,9,19,7,8,12,9,9,8,4,11,10,7,7,6,13,5,9,11,4,11,11,5,9,14,13,25,17,18,14,17,29,16,35,36,22,22,22,32,20,22,16,22,18,19,22,31,23,21,24,26,15,16,24,14,21,19,34,27,13,27,17,32,22,28,26,20,32,17,26,25,28,28,20,26,26,29,23,30,21,25,33,26,29,32,22,29,27,29,35,31,29,31,24,31,22,32,25,34,25,27,30,27,28,27,32,19,18,28,22,23,25,17,19,17,19,22,28,14,15,25,24,29,21,15,19,17,17,8,8,10,22,11,15,9,11,7,12,10,3,10,14,12,16,10,10,9,13,5,16,6,8,11,8,5,7,8,6,8,12,4,2,0,4,4,4,4,1,4,2,3,4,1,4,1,7,2,1,0,2,0,2,0,1,2,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,
10404,臺東縣臺東市,南榮里,1130,3158,1689,1469,15,14,9,12,13,19,14,10,8,6,12,12,12,7,11,12,9,9,11,9,11,8,15,5,19,18,15,13,27,19,23,16,19,26,28,29,20,23,28,22,36,21,19,19,18,23,24,29,28,16,26,11,22,22,23,15,24,21,19,19,32,21,20,15,24,18,30,19,22,27,22,20,30,20,25,29,25,32,29,23,15,30,35,27,25,21,29,28,33,22,19,30,34,28,33,26,26,15,26,21,35,29,27,20,34,27,26,25,19,17,17,23,28,14,25,18,17,20,19,20,13,22,14,19,15,25,22,22,16,16,13,29,9,14,15,7,7,12,12,10,8,7,8,12,6,4,10,12,9,5,8,10,5,9,5,4,4,7,5,3,4,6,5,11,9,3,8,5,12,5,9,6,8,1,13,4,13,2,12,2,12,1,4,2,6,0,6,0,9,1,3,0,2,0,1,0,3,0,1,1,6,0,
10404,臺東縣臺東市,南王里,1126,3055,1575,1480,9,8,12,11,11,7,10,10,8,9,9,7,12,4,10,9,9,6,15,9,10,6,12,5,11,16,15,13,23,13,29,21,21,16,22,27,29,22,21,24,35,14,24,24,36,21,24,25,24,25,22,22,27,23,28,7,17,23,27,14,23,26,23,20,29,16,27,23,23,18,25,22,21,19,28,21,23,17,29,28,15,22,11,24,27,16,23,17,16,21,26,26,28,15,32,30,33,23,28,38,28,27,30,30,24,31,18,25,21,20,31,33,29,31,23,21,20,19,21,33,14,24,12,24,11,16,24,21,23,24,18,18,20,12,7,14,12,13,7,12,6,7,10,8,9,13,7,10,6,10,9,15,14,10,3,12,4,7,7,7,5,11,9,6,2,3,6,9,7,3,7,1,5,1,5,1,3,5,0,2,1,1,1,1,1,0,0,2,1,1,0,3,0,0,0,0,0,0,1,0,1,0,
10404,臺東縣臺東市,四維里,283,716,388,328,4,1,5,2,5,3,4,2,4,2,5,1,1,3,0,3,3,4,2,1,0,1,4,2,2,2,2,4,6,4,7,5,5,3,3,5,4,6,4,5,4,5,7,5,7,3,7,1,6,5,4,5,11,5,4,6,4,5,6,9,4,3,4,3,2,0,6,4,4,5,9,5,6,6,6,4,5,3,7,4,3,3,7,5,9,5,5,5,4,10,7,3,6,6,5,5,10,4,6,6,8,5,10,9,10,4,11,7,10,4,4,2,4,4,6,4,8,6,3,3,4,0,5,1,3,3,3,8,5,4,4,6,1,2,6,3,4,4,0,5,4,7,6,2,0,3,3,6,3,3,0,2,1,4,3,4,1,6,3,3,0,0,2,1,0,0,1,0,1,1,2,1,1,1,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
