年月,村里代碼,區域,村里,戶數,人口,男性人口,女性人口,未滿15歲,15-64歲,超過64歲,超過20歲,18-19歲
2016-02,65000010-001,新北市板橋區,留侯里,693,1658,787,871,229,1213,216,1344,33
2016-02,65000010-002,新北市板橋區,流芳里,639,1565,732,833,215,1102,248,1262,37
2016-02,65000010-003,新北市板橋區,赤松里,318,831,407,424,127,560,144,639,30
2016-02,65000010-004,新北市板橋區,黃石里,439,1180,572,608,202,799,179,912,28
2016-02,65000010-005,新北市板橋區,挹秀里,739,1806,878,928,241,1268,297,1467,40
2016-02,65000010-006,新北市板橋區,湳興里,2326,5727,2758,2969,695,4319,713,4727,127
2016-02,65000010-007,新北市板橋區,新興里,1492,3324,1602,1722,343,2480,501,2814,76
2016-02,65000010-008,新北市板橋區,社後里,4777,9226,5121,4105,719,7357,1150,8100,181
2016-02,65000010-009,新北市板橋區,香社里,1586,4546,2268,2278,529,3493,524,3745,107
2016-02,65000010-010,新北市板橋區,中正里,1619,4583,2249,2334,607,3505,471,3731,93
2016-02,65000010-011,新北市板橋區,自強里,2043,5399,2633,2766,646,3855,898,4554,93
2016-02,65000010-012,新北市板橋區,自立里,1092,2962,1431,1531,359,2185,418,2441,73
2016-02,65000010-013,新北市板橋區,光華里,1098,2806,1384,1422,306,2090,410,2346,69
2016-02,65000010-014,新北市板橋區,國光里,1565,3898,1909,1989,356,2925,617,3295,107
2016-02,65000010-015,新北市板橋區,港尾里,1102,3044,1433,1611,421,2333,290,2428,87
2016-02,65000010-016,新北市板橋區,金華里,1470,4182,2051,2131,542,3128,512,3424,97
2016-02,65000010-017,新北市板橋區,港德里,1940,5136,2530,2606,633,3793,710,4257,104
2016-02,65000010-018,新北市板橋區,民權里,1065,2745,1363,1382,307,1933,505,2312,51
2016-02,65000010-019,新北市板橋區,建國里,1420,3766,1846,1920,415,2799,552,3161,81
2016-02,65000010-020,新北市板橋區,漢生里,1689,4519,2188,2331,636,3229,654,3645,94
2016-02,65000010-021,新北市板橋區,公舘里,1476,4151,2044,2107,617,2967,567,3273,94
2016-02,65000010-022,新北市板橋區,新民里,1722,4690,2292,2398,780,3331,579,3655,107
2016-02,65000010-023,新北市板橋區,幸福里,1503,4200,2096,2104,534,3109,557,3406,106
2016-02,65000010-024,新北市板橋區,忠誠里,1662,4243,2052,2191,548,3021,674,3469,85
2016-02,65000010-025,新北市板橋區,百壽里,936,2516,1219,1297,384,1774,358,1986,57
2016-02,65000010-026,新北市板橋區,介壽里,1202,3237,1558,1679,446,2310,481,2603,71
2016-02,65000010-027,新北市板橋區,新埔里,882,2213,1077,1136,217,1647,349,1884,56
2016-02,65000010-028,新北市板橋區,華江里,3142,7719,3576,4143,1416,5614,689,5836,201
2016-02,65000010-029,新北市板橋區,江翠里,1787,4943,2434,2509,586,3736,621,4084,112
2016-02,65000010-030,新北市板橋區,純翠里,2079,5661,2763,2898,666,4351,644,4667,140
2016-02,65000010-031,新北市板橋區,溪頭里,2405,6321,3106,3215,793,4782,746,5147,164
2016-02,65000010-032,新北市板橋區,聯翠里,1644,3780,1777,2003,436,2849,495,3124,91
2016-02,65000010-033,新北市板橋區,宏翠里,2166,4992,2386,2606,619,3932,441,4127,98
2016-02,65000010-034,新北市板橋區,仁翠里,1112,3069,1494,1575,338,2308,423,2587,62
2016-02,65000010-035,新北市板橋區,新翠里,3050,8159,3917,4242,994,6468,697,6639,209
2016-02,65000010-036,新北市板橋區,吉翠里,1375,3969,1932,2037,506,3070,393,3245,97
2016-02,65000010-037,新北市板橋區,德翠里,2688,7621,3725,3896,1165,5957,499,5972,207
2016-02,65000010-038,新北市板橋區,滿翠里,1148,3167,1534,1633,372,2365,430,2639,67
