年月,村里代碼,區域,村里,戶數,人口,男性人口,女性人口,未滿15歲,15-64歲,超過64歲,超過20歲,18-19歲
2016-01,65000010-001,新北市板橋區,留侯里,694,1662,791,871,225,1220,217,1348,34
2016-01,65000010-002,新北市板橋區,流芳里,639,1568,733,835,216,1103,249,1264,38
2016-01,65000010-003,新北市板橋區,赤松里,318,832,406,426,128,561,143,638,32
2016-01,65000010-004,新北市板橋區,黃石里,441,1182,574,608,202,801,179,914,25
2016-01,65000010-005,新北市板橋區,挹秀里,739,1800,876,924,240,1265,295,1460,45
2016-01,65000010-006,新北市板橋區,湳興里,2330,5740,2761,2979,695,4333,712,4738,129
2016-01,65000010-007,新北市板橋區,新興里,1496,3340,1610,1730,352,2489,499,2822,73
2016-01,65000010-008,新北市板橋區,社後里,4767,9221,5113,4108,734,7349,1138,8083,187
2016-01,65000010-009,新北市板橋區,香社里,1586,4538,2266,2272,525,3489,524,3740,110
2016-01,65000010-010,新北市板橋區,中正里,1620,4592,2250,2342,610,3515,467,3739,93
2016-01,65000010-011,新北市板橋區,自強里,2049,5394,2631,2763,641,3858,895,4554,93
2016-01,65000010-012,新北市板橋區,自立里,1095,2965,1429,1536,360,2192,413,2443,72
2016-01,65000010-013,新北市板橋區,光華里,1097,2806,1381,1425,307,2094,405,2345,69
2016-01,65000010-014,新北市板橋區,國光里,1570,3913,1913,2000,361,2937,615,3308,100
2016-01,65000010-015,新北市板橋區,港尾里,1099,3034,1423,1611,425,2323,286,2419,86
2016-01,65000010-016,新北市板橋區,金華里,1470,4187,2054,2133,545,3134,508,3424,99
2016-01,65000010-017,新北市板橋區,港德里,1939,5137,2532,2605,634,3800,703,4256,108
2016-01,65000010-018,新北市板橋區,民權里,1066,2751,1367,1384,306,1941,504,2320,51
2016-01,65000010-019,新北市板橋區,建國里,1423,3774,1843,1931,418,2805,551,3165,82
2016-01,65000010-020,新北市板橋區,漢生里,1691,4521,2188,2333,635,3233,653,3646,94
2016-01,65000010-021,新北市板橋區,公舘里,1477,4162,2048,2114,622,2974,566,3276,96
2016-01,65000010-022,新北市板橋區,新民里,1720,4694,2293,2401,782,3332,580,3652,110
2016-01,65000010-023,新北市板橋區,幸福里,1504,4208,2098,2110,536,3118,554,3413,108
2016-01,65000010-024,新北市板橋區,忠誠里,1664,4246,2055,2191,543,3032,671,3472,91
2016-01,65000010-025,新北市板橋區,百壽里,936,2506,1213,1293,377,1775,354,1981,56
2016-01,65000010-026,新北市板橋區,介壽里,1204,3238,1558,1680,449,2314,475,2597,77
2016-01,65000010-027,新北市板橋區,新埔里,882,2210,1076,1134,215,1647,348,1882,58
2016-01,65000010-028,新北市板橋區,華江里,3138,7722,3580,4142,1425,5616,681,5837,203
2016-01,65000010-029,新北市板橋區,江翠里,1787,4937,2434,2503,579,3741,617,4083,110
2016-01,65000010-030,新北市板橋區,純翠里,2078,5668,2761,2907,668,4361,639,4665,137
2016-01,65000010-031,新北市板橋區,溪頭里,2410,6332,3110,3222,794,4795,743,5154,164
2016-01,65000010-032,新北市板橋區,聯翠里,1645,3782,1778,2004,438,2849,495,3127,90
2016-01,65000010-033,新北市板橋區,宏翠里,2165,4995,2386,2609,617,3939,439,4128,97
2016-01,65000010-034,新北市板橋區,仁翠里,1110,3064,1489,1575,338,2309,417,2583,65
2016-01,65000010-035,新北市板橋區,新翠里,3046,8163,3925,4238,1000,6475,688,6631,218
2016-01,65000010-036,新北市板橋區,吉翠里,1375,3953,1925,2028,497,3072,384,3240,97
2016-01,65000010-037,新北市板橋區,德翠里,2688,7621,3727,3894,1163,5965,493,5971,207
2016-01,65000010-038,新北市板橋區,滿翠里,1148,3164,1533,1631,371,2362,431,2632,71
2016-01,65000010-039,新北市板橋區,明翠里,1965,5132,2489,2643,570,3855,707,4302,103
2016-01,65000010-040,新北市板橋區,松翠里,1398,3570,1732,1838,418,2715,437,2942,84
2016-01,65000010-041,新北市板橋區,柏翠里,1742,4248,2025,2223,537,3170,541,3462,115
2016-01,65000010-042,新北市板橋區,龍翠里,1982,5255,2559,2696,610,4083,562,4340,161
2016-01,65000010-043,新北市板橋區,華翠里,1403,3910,1864,2046,630,2860,420,3079,88
2016-01,65000010-044,新北市板橋區,忠翠里,4335,10961,5179,5782,1921,8172,868,8316,301
2016-01,65000010-045,新北市板橋區,嵐翠里,979,2655,1340,1315,319,2007,329,2207,50
2016-01,65000010-046,新北市板橋區,文翠里,1585,4210,2085,2125,474,3177,559,3509,94
2016-01,65000010-047,新北市板橋區,青翠里,1208,3185,1633,1552,356,2437,392,2651,80
2016-01,65000010-048,新北市板橋區,懷翠里,2235,6284,3117,3167,688,4917,679,5166,177
2016-01,65000010-049,新北市板橋區,福翠里,557,1432,728,704,140,1070,222,1229,35
