年月,村里代碼,區域,村里,戶數,人口,男性人口,女性人口,未滿15歲,15-64歲,超過64歲,超過20歲,18-19歲
2015-02,09007010-005,連江縣南竿鄉,仁愛村,113,571,310,261,81,437,53,450,14
2015-02,09007010-001,連江縣南竿鄉,介壽村,484,2363,1312,1051,327,1820,216,1840,72
2015-02,09007010-009,連江縣南竿鄉,四維村,28,176,98,78,13,134,29,152,6
2015-02,09007010-002,連江縣南竿鄉,復興村,226,1374,788,586,206,1037,131,1087,31
2015-02,09007010-006,連江縣南竿鄉,津沙村,72,372,235,137,31,292,49,321,9
2015-02,09007010-004,連江縣南竿鄉,清水村,179,890,527,363,147,695,48,694,22
2015-02,09007010-008,連江縣南竿鄉,珠螺村,28,210,127,83,23,171,16,174,8
2015-02,09007010-003,連江縣南竿鄉,福沃村,177,961,570,391,108,752,101,815,18
2015-02,09007010-007,連江縣南竿鄉,馬祖村,118,606,325,281,84,472,50,490,17
2015-02,09007020-002,連江縣北竿鄉,后沃村,45,190,108,82,21,141,28,162,1
2015-02,09007020-005,連江縣北竿鄉,坂里村,65,323,169,154,37,253,33,269,8
2015-02,09007020-001,連江縣北竿鄉,塘岐村,228,1128,621,507,148,878,102,911,30
2015-02,09007020-003,連江縣北竿鄉,橋仔村,65,355,190,165,40,273,42,291,13
2015-02,09007020-006,連江縣北竿鄉,白沙村,27,134,86,48,22,100,12,107,1
2015-02,09007020-004,連江縣北竿鄉,芹壁村,47,183,99,84,16,141,26,166,0
2015-02,09007030-005,連江縣莒光鄉,大坪村,86,477,255,222,40,370,67,409,9
2015-02,09007030-002,連江縣莒光鄉,田沃村,37,222,142,80,26,175,21,185,6
2015-02,09007030-004,連江縣莒光鄉,福正村,41,228,130,98,17,174,37,203,3
2015-02,09007030-003,連江縣莒光鄉,西坵村,22,72,41,31,9,50,13,60,1
2015-02,09007030-001,連江縣莒光鄉,青帆村,80,432,265,167,44,349,39,381,4
2015-02,09007040-001,連江縣東引鄉,中柳村,143,578,332,246,76,456,46,479,12
2015-02,09007040-002,連江縣東引鄉,樂華村,164,689,433,256,87,563,39,562,18
2015-02,09020010-004,金門縣金城鎮,北門里,1465,4694,2414,2280,607,3567,520,3844,118
2015-02,09020010-003,金門縣金城鎮,南門里,1877,6014,2982,3032,761,4575,678,4904,173
2015-02,09020010-005,金門縣金城鎮,古城里,1138,3832,1906,1926,446,2944,442,3214,84
2015-02,09020010-001,金門縣金城鎮,東門里,1672,5691,2842,2849,748,4357,586,4649,128
2015-02,09020010-007,金門縣金城鎮,珠沙里,901,2934,1507,1427,245,2306,383,2558,65
2015-02,09020010-002,金門縣金城鎮,西門里,3357,11111,5461,5650,1487,8473,1151,8960,320
2015-02,09020010-008,金門縣金城鎮,賢庵里,1388,4704,2411,2293,449,3783,472,4021,111
2015-02,09020010-006,金門縣金城鎮,金水里,653,2130,1106,1024,179,1696,255,1824,68
2015-02,09020020-002,金門縣金沙鎮,三山里,606,1976,990,986,162,1504,310,1702,54
2015-02,09020020-005,金門縣金沙鎮,何斗里,638,2096,1026,1070,226,1596,274,1765,53
2015-02,09020020-004,金門縣金沙鎮,光前里,816,2480,1224,1256,257,1959,264,2067,75
2015-02,09020020-003,金門縣金沙鎮,大洋里,396,1238,621,617,124,941,173,1048,33
2015-02,09020020-007,金門縣金沙鎮,官嶼里,664,2212,1087,1125,181,1688,343,1916,60
2015-02,09020020-001,金門縣金沙鎮,汶沙里,1730,5531,2736,2795,657,4210,664,4627,128
2015-02,09020020-008,金門縣金沙鎮,浦山里,741,2496,1195,1301,294,1886,316,2043,80
2015-02,09020020-006,金門縣金沙鎮,西園里,459,1566,815,751,120,1220,226,1365,49
2015-02,09020030-002,金門縣金湖鎮,山外里,1070,3734,1832,1902,492,2877,365,3065,95
2015-02,09020030-004,金門縣金湖鎮,料羅里,506,1911,1027,884,164,1523,224,1653,52
2015-02,09020030-001,金門縣金湖鎮,新市里,1574,4859,2468,2391,618,3652,589,4023,114
2015-02,09020030-006,金門縣金湖鎮,新湖里,2402,7816,3957,3859,1011,6228,577,6394,205
2015-02,09020030-003,金門縣金湖鎮,正義里,799,2618,1331,1287,221,2088,309,2226,89
2015-02,09020030-007,金門縣金湖鎮,溪湖里,474,1550,780,770,158,1188,204,1309,43
2015-02,09020030-005,金門縣金湖鎮,瓊林里,991,3307,1632,1675,365,2493,449,2772,83
2015-02,09020030-008,金門縣金湖鎮,蓮庵里,520,1721,852,869,179,1319,223,1453,45
2015-02,09020040-001,金門縣金寧鄉,古寧村,1028,3358,1664,1694,292,2512,554,2906,88
2015-02,09020040-003,金門縣金寧鄉,后盤村,494,1531,760,771,145,1163,223,1313,27
2015-02,09020040-002,金門縣金寧鄉,安美村,1352,4447,2252,2195,507,3433,507,3690,118
2015-02,09020040-005,金門縣金寧鄉,榜林村,1533,5142,2613,2529,529,4076,537,4345,132
2015-02,09020040-004,金門縣金寧鄉,湖埔村,1778,5752,2885,2867,633,4606,513,4807,161
2015-02,09020040-006,金門縣金寧鄉,盤山村,1527,7290,3748,3542,524,6320,446,5638,1021
