年月,村里代碼,區域,村里,戶數,人口,男性人口,女性人口,未滿15歲,15-64歲,超過64歲,超過20歲,18-19歲
2015-10,65000010-001,新北市板橋區,留侯里,690,1652,787,865,228,1216,208,1341,30
2015-10,65000010-002,新北市板橋區,流芳里,639,1570,732,838,221,1100,249,1259,40
2015-10,65000010-003,新北市板橋區,赤松里,318,837,410,427,131,567,139,643,30
2015-10,65000010-004,新北市板橋區,黃石里,441,1190,582,608,207,804,179,919,25
2015-10,65000010-005,新北市板橋區,挹秀里,736,1795,878,917,239,1266,290,1453,47
2015-10,65000010-006,新北市板橋區,湳興里,2336,5752,2775,2977,700,4347,705,4743,124
2015-10,65000010-007,新北市板橋區,新興里,1497,3329,1596,1733,344,2501,484,2812,77
2015-10,65000010-008,新北市板橋區,社後里,4768,9205,5118,4087,736,7352,1117,8068,193
2015-10,65000010-009,新北市板橋區,香社里,1584,4553,2264,2289,532,3507,514,3741,116
2015-10,65000010-010,新北市板橋區,中正里,1630,4594,2255,2339,601,3534,459,3748,96
2015-10,65000010-011,新北市板橋區,自強里,2056,5416,2639,2777,641,3894,881,4573,95
2015-10,65000010-012,新北市板橋區,自立里,1098,2974,1435,1539,362,2207,405,2451,69
2015-10,65000010-013,新北市板橋區,光華里,1099,2824,1397,1427,318,2111,395,2348,74
2015-10,65000010-014,新北市板橋區,國光里,1578,3937,1930,2007,377,2955,605,3316,102
2015-10,65000010-015,新北市板橋區,港尾里,1094,3031,1423,1608,423,2325,283,2413,84
2015-10,65000010-016,新北市板橋區,金華里,1477,4183,2055,2128,534,3156,493,3417,109
2015-10,65000010-017,新北市板橋區,港德里,1938,5138,2520,2618,632,3827,679,4249,114
2015-10,65000010-018,新北市板橋區,民權里,1070,2764,1378,1386,312,1950,502,2326,53
2015-10,65000010-019,新北市板橋區,建國里,1423,3772,1843,1929,435,2804,533,3146,85
2015-10,65000010-020,新北市板橋區,漢生里,1687,4508,2179,2329,637,3224,647,3640,101
2015-10,65000010-021,新北市板橋區,公舘里,1500,4190,2061,2129,632,2990,568,3301,91
