year,male,female,total
2019,4157,3467,7624
2020,4124,3454,7578
2021,4097,3442,7539
2022,4066,3428,7494
2023,4034,3413,7447
2024,4002,3394,7396
2025,3975,3376,7351
2026,3945,3359,7304
2027,3912,3339,7251
2028,3874,3321,7195
2029,3838,3302,7140
2030,3801,3285,7086
2031,3762,3266,7028
2032,3728,3245,6973
2033,3688,3226,6914
2034,3645,3203,6848
2035,3607,3183,6790
2036,3565,3162,6727
2037,3519,3138,6657
2038,3469,3112,6581
2039,3417,3082,6499
2040,3363,3053,6416
2041,3308,3019,6327
2042,3253,2986,6239
2043,3194,2952,6146
2044,3135,2918,6053
2045,3080,2888,5968
2046,3021,2856,5877
2047,2964,2821,5785
2048,2906,2783,5689
2049,2851,2744,5595
2050,2794,2704,5498
2051,2736,2666,5402
2052,2679,2628,5307
2053,2622,2590,5212
2054,2564,2552,5116
2055,2515,2515,5030
2056,2464,2478,4942
2057,2416,2441,4857
2058,2369,2402,4771
2059,2323,2364,4687
2060,2279,2328,4607
2061,2232,2294,4526
2062,2187,2256,4443
2063,2141,2219,4360
2064,2097,2184,4281
2065,2054,2152,4206
