year,male,female,total
2019,27133,25928,53061
2020,27069,25929,52998
2021,27005,25928,52933
2022,26931,25920,52851
2023,26850,25901,52751
2024,26758,25879,52637
2025,26679,25863,52542
2026,26595,25837,52432
2027,26497,25803,52300
2028,26390,25755,52145
2029,26268,25696,51964
2030,26135,25624,51759
2031,25985,25538,51523
2032,25825,25443,51268
2033,25645,25332,50977
2034,25454,25207,50661
2035,25277,25105,50382
2036,25087,24986,50073
2037,24881,24853,49734
2038,24670,24709,49379
2039,24443,24545,48988
2040,24206,24369,48575
2041,23960,24181,48141
2042,23706,23988,47694
2043,23439,23777,47216
2044,23168,23562,46730
2045,22916,23363,46279
2046,22659,23153,45812
2047,22398,22938,45336
2048,22128,22710,44838
2049,21855,22469,44324
2050,21577,22222,43799
2051,21292,21964,43256
2052,21002,21697,42699
2053,20715,21428,42143
2054,20421,21156,41577
2055,20149,20904,41053
2056,19869,20649,40518
2057,19590,20389,39979
2058,19308,20123,39431
2059,19023,19850,38873
2060,18737,19573,38310
2061,18452,19302,37754
2062,18164,19022,37186
2063,17874,18741,36615
2064,17586,18463,36049
2065,17312,18206,35518
