year,male,female,total
2019,4268,3322,7590
2020,4263,3336,7599
2021,4259,3351,7610
2022,4255,3365,7620
2023,4251,3378,7629
2024,4243,3389,7632
2025,4235,3405,7640
2026,4229,3418,7647
2027,4221,3425,7646
2028,4209,3431,7640
2029,4196,3432,7628
2030,4180,3434,7614
2031,4161,3435,7596
2032,4141,3432,7573
2033,4118,3430,7548
2034,4096,3426,7522
2035,4078,3427,7505
2036,4054,3422,7476
2037,4028,3417,7445
2038,3999,3409,7408
2039,3968,3399,7367
2040,3934,3390,7324
2041,3900,3378,7278
2042,3862,3365,7227
2043,3821,3351,7172
2044,3775,3336,7111
2045,3734,3323,7057
2046,3692,3306,6998
2047,3647,3287,6934
2048,3604,3266,6870
2049,3560,3245,6805
2050,3514,3222,6736
2051,3466,3198,6664
2052,3418,3173,6591
2053,3370,3147,6517
2054,3321,3118,6439
2055,3276,3090,6366
2056,3229,3061,6290
2057,3181,3030,6211
2058,3133,2993,6126
2059,3082,2955,6037
2060,3029,2917,5946
2061,2978,2880,5858
2062,2929,2842,5771
2063,2882,2799,5681
2064,2834,2760,5594
2065,2788,2726,5514
