year,age_range,male,female,total
2019,0-4,3808,3586,7394
2019,5-9,4250,3999,8249
2019,10-14,3763,3482,7245
2019,15-19,4401,4081,8482
2019,20-24,4912,4650,9562
2019,25-29,5033,4675,9708
2019,30-34,5037,5041,10078
2019,35-39,6489,7283,13772
2019,40-44,6669,7083,13752
2019,45-49,5682,6054,11736
2019,50-54,5574,5858,11432
2019,55-59,5080,5459,10539
2019,60-64,4371,5043,9414
2019,65-69,3630,4256,7886
2019,70-74,2107,2536,4643
2019,75-79,1474,2115,3589
2019,80-84,922,1410,2332
2019,85-89,581,843,1424
2019,90-94,367,382,749
2019,95-99,97,84,181
2019,100+,6,7,13
2020,0-4,3505,3272,6777
2020,5-9,4451,4249,8700
2020,10-14,3693,3419,7112
2020,15-19,4178,3817,7995
2020,20-24,4861,4670,9531
2020,25-29,5018,4612,9630
2020,30-34,4962,4880,9842
2020,35-39,6201,6873,13074
2020,40-44,6833,7385,14218
2020,45-49,5696,6057,11753
2020,50-54,5592,5973,11565
2020,55-59,5227,5433,10660
2020,60-64,4387,5125,9512
2020,65-69,3829,4528,8357
2020,70-74,2382,2803,5185
2020,75-79,1425,2049,3474
2020,80-84,952,1498,2450
2020,85-89,555,877,1432
2020,90-94,367,403,770
2020,95-99,104,106,210
2020,100+,0,0,0
2021,0-4,3290,3044,6334
2021,5-9,4441,4288,8729
2021,10-14,3741,3423,7164
2021,15-19,4006,3679,7685
2021,20-24,4773,4504,9277
2021,25-29,5034,4793,9827
2021,30-34,4966,4720,9686
2021,35-39,5821,6342,12163
2021,40-44,6828,7469,14297
2021,45-49,5886,6259,12145
2021,50-54,5597,6027,11624
2021,55-59,5332,5527,10859
2021,60-64,4472,5179,9651
2021,65-69,3859,4620,8479
2021,70-74,2694,3194,5888
2021,75-79,1429,2015,3444
2021,80-84,973,1584,2557
2021,85-89,552,906,1458
2021,90-94,356,429,785
2021,95-99,114,108,222
2021,100+,0,0,0
2022,0-4,3089,2861,5950
2022,5-9,4234,4084,8318
2022,10-14,4039,3661,7700
2022,15-19,3789,3585,7374
2022,20-24,4631,4304,8935
2022,25-29,5044,4802,9846
2022,30-34,5059,4726,9785
2022,35-39,5400,5814,11214
2022,40-44,6819,7489,14308
2022,45-49,6018,6472,12490
2022,50-54,5643,6129,11772
2022,55-59,5290,5513,10803
2022,60-64,4712,5257,9969
2022,65-69,3866,4703,8569
2022,70-74,2907,3517,6424
2022,75-79,1518,2064,3582
2022,80-84,1021,1673,2694
2022,85-89,548,929,1477
2022,90-94,336,455,791
2022,95-99,126,119,245
2022,100+,0,0,0
2023,0-4,2930,2724,5654
2023,5-9,4066,3889,7955
2023,10-14,4120,3819,7939
2023,15-19,3750,3516,7266
2023,20-24,4602,4223,8825
2023,25-29,4960,4731,9691
2023,30-34,4981,4663,9644
2023,35-39,5216,5398,10614
2023,40-44,6675,7451,14126
2023,45-49,6259,6690,12949
2023,50-54,5565,6105,11670
2023,55-59,5285,5565,10850
2023,60-64,4805,5394,10199
2023,65-69,4005,4775,8780
2023,70-74,3087,3786,6873
2023,75-79,1611,2157,3768
2023,80-84,1061,1725,2786
2023,85-89,560,955,1515
2023,90-94,311,473,784
2023,95-99,132,130,262
2023,100+,0,0,0
2024,0-4,2870,2667,5537
2024,5-9,3808,3586,7394
2024,10-14,4250,3999,8249
2024,15-19,3763,3482,7245
2024,20-24,4395,4081,8476
2024,25-29,4890,4650,9540
2024,30-34,5008,4673,9681
2024,35-39,5002,5022,10024
2024,40-44,6408,7253,13661
2024,45-49,6541,7035,13576
2024,50-54,5526,5994,11520
2024,55-59,5369,5774,11143
2024,60-64,4830,5346,10176
2024,65-69,4067,4878,8945
2024,70-74,3250,4020,7270
2024,75-79,1771,2296,4067
2024,80-84,1106,1765,2871
2024,85-89,588,1024,1612
