統計年月,區域別,村里,戶數,人口數,人口數-男,人口數-女,0歲-男,0歲-女,1歲-男,1歲-女,2歲-男,2歲-女,3歲-男,3歲-女,4歲-男,4歲-女,5歲-男,5歲-女,6歲-男,6歲-女,7歲-男,7歲-女,8歲-男,8歲-女,9歲-男,9歲-女,10歲-男,10歲-女,11歲-男,11歲-女,12歲-男,12歲-女,13歲-男,13歲-女,14歲-男,14歲-女,15歲-男,15歲-女,16歲-男,16歲-女,17歲-男,17歲-女,18歲-男,18歲-女,19歲-男,19歲-女,20歲-男,20歲-女,21歲-男,21歲-女,22歲-男,22歲-女,23歲-男,23歲-女,24歲-男,24歲-女,25歲-男,25歲-女,26歲-男,26歲-女,27歲-男,27歲-女,28歲-男,28歲-女,29歲-男,29歲-女,30歲-男,30歲-女,31歲-男,31歲-女,32歲-男,32歲-女,33歲-男,33歲-女,34歲-男,34歲-女,35歲-男,35歲-女,36歲-男,36歲-女,37歲-男,37歲-女,38歲-男,38歲-女,39歲-男,39歲-女,40歲-男,40歲-女,41歲-男,41歲-女,42歲-男,42歲-女,43歲-男,43歲-女,44歲-男,44歲-女,45歲-男,45歲-女,46歲-男,46歲-女,47歲-男,47歲-女,48歲-男,48歲-女,49歲-男,49歲-女,50歲-男,50歲-女,51歲-男,51歲-女,52歲-男,52歲-女,53歲-男,53歲-女,54歲-男,54歲-女,55歲-男,55歲-女,56歲-男,56歲-女,57歲-男,57歲-女,58歲-男,58歲-女,59歲-男,59歲-女,60歲-男,60歲-女,61歲-男,61歲-女,62歲-男,62歲-女,63歲-男,63歲-女,64歲-男,64歲-女,65歲-男,65歲-女,66歲-男,66歲-女,67歲-男,67歲-女,68歲-男,68歲-女,69歲-男,69歲-女,70歲-男,70歲-女,71歲-男,71歲-女,72歲-男,72歲-女,73歲-男,73歲-女,74歲-男,74歲-女,75歲-男,75歲-女,76歲-男,76歲-女,77歲-男,77歲-女,78歲-男,78歲-女,79歲-男,79歲-女,80歲-男,80歲-女,81歲-男,81歲-女,82歲-男,82歲-女,83歲-男,83歲-女,84歲-男,84歲-女,85歲-男,85歲-女,86歲-男,86歲-女,87歲-男,87歲-女,88歲-男,88歲-女,89歲-男,89歲-女,90歲-男,90歲-女,91歲-男,91歲-女,92歲-男,92歲-女,93歲-男,93歲-女,94歲-男,94歲-女,95歲-男,95歲-女,96歲-男,96歲-女,97歲-男,97歲-女,98歲-男,98歲-女,99歲-男,99歲-女,100歲以上-男,100歲以上-女,
10402,澎湖縣馬公市,中央里,256,620,316,304,1,0,2,2,1,3,0,0,1,2,1,0,3,1,3,5,4,1,2,3,3,4,0,1,2,5,1,2,2,2,7,4,1,2,1,1,6,2,3,2,2,2,4,5,2,3,1,2,9,3,6,3,5,5,5,5,3,5,2,2,4,3,5,4,2,2,3,6,6,2,7,6,6,6,2,4,6,7,4,4,4,3,7,8,6,2,5,2,4,3,4,5,6,4,1,3,8,5,4,6,9,3,5,0,8,8,5,7,6,4,3,6,9,5,3,4,8,3,7,5,1,2,1,5,6,2,8,5,2,4,3,7,3,4,3,2,7,8,0,2,5,2,2,3,2,3,2,3,2,2,5,4,1,5,2,1,5,2,4,5,0,3,2,2,2,1,0,1,2,0,1,3,1,5,1,2,0,2,0,1,0,1,0,1,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
10402,澎湖縣馬公市,中興里,396,900,452,448,1,2,0,4,0,0,2,2,4,3,3,4,6,4,3,1,3,3,2,4,2,4,6,5,3,2,0,4,5,7,2,2,2,3,9,5,5,9,6,7,6,5,12,10,8,7,10,6,11,9,6,7,7,10,6,6,6,5,11,7,11,10,9,7,10,4,6,7,6,6,6,6,15,7,3,7,8,6,9,2,8,5,3,13,7,11,11,7,7,5,10,3,7,3,9,9,4,7,6,5,7,3,8,5,3,8,8,7,7,12,9,13,9,3,4,5,3,4,13,6,5,5,9,9,5,2,5,5,0,1,3,5,1,3,0,2,1,6,3,3,1,3,1,2,1,5,4,3,1,1,0,4,4,3,1,4,3,6,2,7,4,6,3,6,2,2,3,2,1,1,2,1,4,2,3,3,1,2,2,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
10402,澎湖縣馬公市,五德里,149,298,164,134,0,1,0,1,1,0,2,0,0,2,0,1,0,2,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,4,3,2,0,0,4,2,1,5,1,4,3,9,2,5,6,6,3,3,1,5,4,3,4,5,2,3,1,6,1,2,3,3,2,2,7,1,3,1,3,1,2,2,1,0,1,1,3,1,1,3,1,1,1,2,2,1,2,1,3,4,3,1,1,4,0,3,2,2,1,4,0,0,4,2,3,3,2,3,2,2,0,1,1,4,1,3,1,3,2,4,2,0,2,2,3,0,1,1,0,0,0,4,0,4,0,0,0,3,1,0,3,1,1,0,1,0,1,0,2,0,0,1,0,0,2,3,1,1,3,2,0,1,1,0,0,2,3,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10402,澎湖縣馬公市,井垵里,137,456,229,227,1,5,3,2,1,5,2,3,5,3,1,2,0,1,3,2,0,4,0,4,2,3,2,4,2,0,1,0,3,2,5,1,5,3,3,1,3,4,3,4,5,1,5,4,1,3,4,1,2,3,1,0,4,4,3,0,2,1,2,4,5,1,5,5,5,4,7,4,1,6,6,3,3,2,2,5,4,6,6,3,3,5,4,5,5,4,3,3,4,3,6,2,5,7,4,2,2,4,2,9,0,2,5,2,7,3,2,1,2,1,4,2,5,4,4,2,1,2,5,2,1,2,3,2,0,4,3,2,2,1,4,0,0,1,1,1,1,1,0,2,0,0,5,2,0,2,3,1,2,1,0,2,0,1,0,2,0,0,1,1,1,0,0,3,0,1,1,2,2,2,2,1,1,1,3,1,0,2,1,3,0,2,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
10402,澎湖縣馬公市,光復里,920,2341,1120,1221,8,15,5,7,9,12,15,9,9,4,8,10,7,8,4,13,6,7,8,5,9,10,6,3,20,9,13,12,8,14,14,9,13,10,13,16,15,13,13,15,15,17,18,12,21,19,21,21,24,13,12,14,20,17,21,21,10,16,18,19,19,12,14,16,20,18,19,18,17,24,19,25,11,28,18,16,24,24,11,19,15,6,14,15,9,14,21,14,9,16,10,14,12,12,16,21,14,25,14,16,19,13,25,13,12,27,23,21,18,20,17,18,20,20,14,33,21,15,20,18,18,12,16,15,15,20,12,16,16,17,13,14,9,11,8,10,4,16,3,9,11,12,6,15,6,10,9,8,6,18,7,6,7,11,9,10,8,6,8,13,3,9,5,5,4,3,6,6,6,5,4,4,7,7,3,1,5,2,2,1,1,2,3,1,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
10402,澎湖縣馬公市,光明里,572,1390,692,698,7,4,3,7,5,6,6,3,3,3,6,5,5,5,4,8,7,3,6,1,8,5,3,4,2,4,5,3,8,5,7,4,5,10,5,7,6,5,2,10,6,12,16,9,18,7,8,9,18,12,13,12,6,13,9,13,16,9,17,6,12,14,21,10,13,12,14,12,8,7,6,10,15,12,10,14,12,12,8,6,9,6,9,3,8,15,10,12,8,7,8,6,8,13,8,6,9,9,10,11,6,8,14,14,9,11,10,10,8,11,15,19,9,12,12,7,8,14,12,8,9,7,11,10,11,9,11,7,4,7,4,5,6,13,7,9,4,4,2,8,4,8,3,4,5,4,3,8,6,5,3,3,3,7,4,4,3,9,6,4,4,9,5,7,4,5,4,1,6,4,7,4,4,2,5,5,1,1,1,4,0,0,1,1,0,1,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,
10402,澎湖縣馬公市,光榮里,1857,4707,2271,2436,13,19,8,10,20,19,15,10,16,20,13,10,7,19,23,18,21,9,19,14,24,19,18,13,17,18,19,14,28,23,18,19,25,26,34,30,27,34,34,35,39,31,40,39,38,47,31,33,45,30,26,34,39,44,35,36,25,30,43,42,34,27,40,37,37,36,34,35,46,35,41,41,34,35,37,30,36,48,30,43,26,39,47,38,34,31,30,31,34,37,40,43,43,42,40,32,37,24,33,45,33,40,27,42,38,46,40,54,42,43,32,41,29,37,37,40,31,38,36,32,32,30,27,28,22,35,19,38,19,33,18,28,23,22,10,28,14,25,11,16,11,21,6,23,6,19,8,17,18,15,2,21,11,15,8,15,14,15,9,15,8,10,8,16,5,7,15,9,11,5,17,7,19,8,14,4,15,7,6,5,8,5,8,4,3,1,1,0,3,1,3,0,1,0,0,0,0,1,0,0,0,0,
10402,澎湖縣馬公市,光華里,323,846,480,366,8,8,8,2,14,10,10,4,5,2,7,4,7,0,6,6,5,6,4,5,1,4,4,4,1,3,4,3,4,7,8,7,12,16,14,15,10,8,4,11,6,3,10,6,16,4,8,3,10,8,7,4,17,2,7,5,10,9,13,8,11,9,9,14,20,6,14,11,9,8,8,7,17,11,11,9,8,6,8,8,5,8,5,3,8,5,5,2,7,3,4,3,8,3,2,4,5,6,5,1,3,1,1,2,4,2,6,4,1,3,2,3,2,1,4,4,1,4,2,3,0,1,0,3,5,6,0,3,5,1,3,2,4,3,1,1,1,0,1,2,1,1,1,0,2,0,3,0,3,1,3,1,2,0,1,0,1,1,1,0,1,1,0,0,2,0,0,1,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,
10402,澎湖縣馬公市,前寮里,380,1023,541,482,11,7,8,9,6,4,4,5,5,5,1,7,4,3,3,4,1,2,1,2,3,2,1,2,4,3,4,1,9,5,3,3,3,6,5,7,10,6,6,5,7,6,10,6,4,6,11,8,14,14,8,9,15,11,11,12,6,9,13,7,11,9,11,13,15,11,23,9,12,10,11,9,10,11,5,9,14,4,6,8,9,7,7,8,4,5,7,6,6,3,5,6,3,6,6,9,8,5,4,7,9,5,11,9,12,11,7,6,13,11,10,4,7,5,5,3,11,5,11,4,4,11,2,6,6,5,5,2,2,5,5,6,4,1,5,3,1,3,1,1,3,3,1,2,1,4,2,4,3,0,3,1,1,2,3,2,2,1,2,3,2,2,5,4,2,2,1,1,2,2,0,3,0,3,1,1,2,3,1,0,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10402,澎湖縣馬公市,啟明里,411,1091,555,536,3,5,7,2,3,4,5,8,3,2,2,1,1,6,3,2,6,7,5,7,8,3,4,2,6,3,2,2,3,4,4,5,6,6,7,7,7,3,7,6,5,9,4,4,8,8,9,4,8,6,6,7,10,5,7,3,4,3,9,9,6,11,7,8,10,9,11,13,13,9,10,12,10,12,11,12,9,7,11,10,4,7,10,6,11,9,9,7,9,9,9,10,4,9,5,5,10,9,7,4,3,9,4,7,10,11,12,3,7,3,7,6,12,7,13,12,8,10,6,9,9,4,8,5,8,7,11,14,12,5,8,6,6,9,5,4,3,7,3,2,5,2,6,4,3,7,6,8,2,6,3,7,4,4,3,5,8,4,2,4,5,4,2,5,1,0,3,2,2,1,3,1,0,2,1,2,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
