year,male,female,total
2019,15700,14698,30398
2020,15662,14670,30332
2021,15622,14646,30268
2022,15571,14621,30192
2023,15512,14594,30106
2024,15449,14561,30010
2025,15393,14534,29927
2026,15336,14504,29840
2027,15273,14471,29744
2028,15202,14434,29636
2029,15123,14389,29512
2030,15037,14341,29378
2031,14946,14287,29233
2032,14851,14226,29077
2033,14750,14164,28914
2034,14643,14098,28741
2035,14541,14043,28584
2036,14434,13980,28414
2037,14320,13908,28228
2038,14200,13834,28034
2039,14073,13752,27825
2040,13943,13669,27612
2041,13805,13579,27384
2042,13661,13484,27145
2043,13519,13391,26910
2044,13369,13288,26657
2045,13232,13196,26428
2046,13090,13100,26190
2047,12945,12999,25944
2048,12801,12889,25690
2049,12656,12783,25439
2050,12509,12668,25177
2051,12359,12551,24910
2052,12207,12433,24640
2053,12054,12310,24364
2054,11900,12183,24083
2055,11755,12067,23822
2056,11608,11949,23557
2057,11458,11831,23289
2058,11303,11707,23010
2059,11149,11581,22730
2060,10992,11452,22444
2061,10838,11320,22158
2062,10677,11186,21863
2063,10520,11054,21574
2064,10360,10911,21271
2065,10205,10780,20985
