year,male,female,total
2019,9085,9298,18383
2020,9044,9293,18337
2021,9003,9285,18288
2022,8961,9274,18235
2023,8914,9257,18171
2024,8861,9236,18097
2025,8813,9216,18029
2026,8762,9195,17957
2027,8713,9175,17888
2028,8657,9152,17809
2029,8608,9129,17737
2030,8548,9099,17647
2031,8489,9064,17553
2032,8427,9029,17456
2033,8367,8995,17362
2034,8307,8955,17262
2035,8255,8927,17182
2036,8204,8895,17099
2037,8153,8866,17019
2038,8103,8834,16937
2039,8051,8796,16847
2040,7992,8757,16749
2041,7929,8711,16640
2042,7865,8661,16526
2043,7802,8605,16407
2044,7729,8545,16274
2045,7660,8489,16149
2046,7588,8429,16017
2047,7511,8361,15872
2048,7431,8284,15715
2049,7346,8203,15549
2050,7260,8119,15379
2051,7172,8032,15204
2052,7081,7942,15023
2053,6990,7852,14842
2054,6900,7758,14658
2055,6815,7671,14486
2056,6724,7585,14309
2057,6639,7496,14135
2058,6554,7407,13961
2059,6473,7320,13793
2060,6396,7233,13629
2061,6319,7151,13470
2062,6244,7065,13309
2063,6166,6975,13141
2064,6088,6885,12973
2065,6017,6799,12816
