year,0m,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,12m,13m,14m,15m,16m,17m,18m,19m,20m,21m,22m,23m,24m,25m,26m,27m,28m,29m,30m,31m,32m,33m,34m,35m,36m,37m,38m,39m,40m,41m,42m,43m,44m,45m,46m,47m,48m,49m,50m,51m,52m,53m,54m,55m,56m,57m,58m,59m,60m,61m,62m,63m,64m,65m,66m,67m,68m,69m,70m,71m,72m,73m,74m,75m,76m,77m,78m,79m,80m,81m,82m,83m,84m,85m,86m,87m,88m,89m,90m,91m,92m,93m,94m,95m,96m,97m,98m,99m,100m,0f,1f,2f,3f,4f,5f,6f,7f,8f,9f,10f,11f,12f,13f,14f,15f,16f,17f,18f,19f,20f,21f,22f,23f,24f,25f,26f,27f,28f,29f,30f,31f,32f,33f,34f,35f,36f,37f,38f,39f,40f,41f,42f,43f,44f,45f,46f,47f,48f,49f,50f,51f,52f,53f,54f,55f,56f,57f,58f,59f,60f,61f,62f,63f,64f,65f,66f,67f,68f,69f,70f,71f,72f,73f,74f,75f,76f,77f,78f,79f,80f,81f,82f,83f,84f,85f,86f,87f,88f,89f,90f,91f,92f,93f,94f,95f,96f,97f,98f,99f,100f
2019,12,13,10,19,7,18,14,15,3,13,11,9,9,9,10,11,11,10,15,24,14,18,29,22,34,24,28,32,25,27,30,19,18,16,24,22,33,23,29,24,32,25,23,28,23,19,27,33,43,35,28,29,20,42,34,41,37,32,27,32,27,20,19,26,12,18,15,18,24,14,10,12,15,8,6,7,7,12,7,3,10,4,7,7,8,6,6,3,0,2,1,0,1,0,1,1,0,0,0,0,0,12,13,11,14,12,6,8,12,10,6,15,15,7,9,6,9,17,12,16,13,11,25,20,23,24,31,23,29,21,30,20,35,25,15,21,25,32,27,28,22,20,24,26,28,26,21,28,23,25,28,31,28,30,31,35,26,30,27,19,39,28,18,23,23,19,19,16,12,14,7,16,13,6,11,9,10,6,14,9,10,8,12,2,8,14,5,9,4,1,1,2,3,4,1,0,0,0,0,1,0,1
2020,12,12,13,10,19,7,18,14,15,3,13,11,9,9,9,10,11,11,10,15,24,14,18,29,22,34,24,28,32,25,27,30,19,18,16,24,22,33,23,29,24,32,25,23,28,23,19,27,33,43,35,28,29,20,42,34,41,37,32,27,32,27,20,19,26,12,18,15,18,24,14,10,12,15,8,6,7,7,11,7,3,9,4,6,6,7,5,5,3,0,2,1,0,1,0,1,1,0,0,0,0,12,12,13,11,14,12,6,8,12,10,6,15,15,7,9,6,9,17,12,16,13,11,25,20,23,24,31,23,29,21,30,20,35,25,15,21,25,32,27,28,22,20,24,26,28,26,21,28,23,25,28,31,28,30,31,35,26,30,27,19,39,28,18,23,23,19,19,16,12,14,7,16,13,6,11,9,10,6,14,9,10,8,11,2,8,13,5,8,4,1,1,2,3,3,1,0,0,0,0,1,0
2021,14,12,12,13,10,19,7,18,14,15,3,13,11,9,9,9,10,11,11,10,15,24,14,18,29,22,34,24,28,32,25,27,30,19,18,16,24,22,33,23,29,24,32,25,23,28,23,19,27,33,43,35,28,29,20,42,34,41,37,32,27,32,27,20,19,26,12,18,15,18,23,14,10,12,15,8,6,7,7,10,7,3,8,4,6,5,6,4,4,3,0,2,1,0,1,0,1,1,0,0,0,13,12,12,13,11,14,12,6,8,12,10,6,15,15,7,9,6,9,17,12,16,13,11,25,20,23,24,31,23,29,21,30,20,35,25,15,21,25,32,27,28,22,20,24,26,28,26,21,28,23,25,28,31,28,30,31,35,26,30,27,19,39,28,18,23,23,19,19,16,12,14,7,16,13,6,11,9,10,6,14,9,10,8,10,2,8,12,5,7,4,1,1,2,3,3,1,0,0,0,0,0
2022,15,14,12,12,13,10,19,7,18,14,15,3,13,11,9,9,9,10,11,11,10,15,24,14,18,29,22,34,24,28,32,25,27,30,19,18,16,24,22,33,23,29,24,32,25,23,28,23,19,27,33,43,35,28,29,20,42,34,41,37,32,27,32,27,20,19,26,12,18,15,18,22,14,10,12,14,8,6,7,7,9,7,3,7,4,5,5,5,4,4,3,0,2,1,0,1,0,1,1,0,0,14,13,12,12,13,11,14,12,6,8,12,10,6,15,15,7,9,6,9,17,12,16,13,11,25,20,23,24,31,23,29,21,30,20,35,25,15,21,25,32,27,28,22,20,24,26,28,26,21,28,23,25,28,31,28,30,31,35,26,30,27,19,39,28,18,23,23,19,19,16,12,14,7,16,13,6,11,9,10,6,14,9,10,8,9,2,7,11,5,6,4,1,1,2,3,2,1,0,0,0,0
2023,14,15,14,12,12,13,10,19,7,18,14,15,3,13,11,9,9,9,10,11,11,10,15,24,14,18,29,22,34,24,28,32,25,27,30,19,18,16,24,22,33,23,29,24,32,25,23,28,23,19,27,33,43,35,28,29,20,42,34,41,37,32,27,32,27,20,19,26,12,18,15,18,21,14,10,12,13,8,6,7,7,8,7,3,6,4,5,4,4,4,3,3,0,2,1,0,1,0,1,1,0,13,14,13,12,12,13,11,14,12,6,8,12,10,6,15,15,7,9,6,9,17,12,16,13,11,25,20,23,24,31,23,29,21,30,20,35,25,15,21,25,32,27,28,22,20,24,26,28,26,21,28,23,25,28,31,28,30,31,35,26,30,27,19,39,28,18,23,23,19,19,16,12,14,7,16,13,6,11,9,10,6,13,9,10,8,8,2,6,10,5,5,4,1,1,2,2,2,1,0,0,0
2024,14,14,15,14,12,12,13,10,19,7,18,14,15,3,13,11,9,9,9,10,11,11,10,15,24,14,18,29,22,34,24,28,32,25,27,30,19,18,16,24,22,33,23,29,24,32,25,23,28,23,19,27,33,43,35,28,29,20,42,34,41,37,32,27,32,27,20,19,26,12,18,15,18,20,14,10,12,12,8,6,7,7,7,6,3,5,4,4,4,4,3,3,3,0,2,1,0,1,0,1,0,13,13,14,13,12,12,13,11,14,12,6,8,12,10,6,15,15,7,9,6,9,17,12,16,13,11,25,20,23,24,31,23,29,21,30,20,35,25,15,21,25,32,27,28,22,20,24,26,28,26,21,28,23,25,28,31,28,30,31,35,26,30,27,19,39,28,18,23,23,19,19,16,12,14,7,16,13,6,11,9,10,6,12,9,9,8,7,2,5,9,4,4,3,1,1,2,2,2,1,0,0
2025,13,14,14,15,14,12,12,13,10,19,7,18,14,15,3,13,11,9,9,9,10,11,11,10,15,24,14,18,29,22,34,24,28,32,25,27,30,19,18,16,24,22,33,23,29,24,32,25,23,28,23,19,27,33,43,35,28,29,20,42,34,41,37,32,27,32,27,20,19,26,12,18,15,18,19,14,10,12,11,8,6,7,7,7,6,3,5,4,4,4,3,3,3,3,0,2,1,0,1,0,0,13,13,13,14,13,12,12,13,11,14,12,6,8,12,10,6,15,15,7,9,6,9,17,12,16,13,11,25,20,23,24,31,23,29,21,30,20,35,25,15,21,25,32,27,28,22,20,24,26,28,26,21,28,23,25,28,31,28,30,31,35,26,30,27,19,39,28,18,23,23,19,19,16,12,14,7,16,13,6,11,9,10,6,11,9,8,7,6,2,5,8,4,3,3,1,1,2,2,2,1,0
2026,13,13,14,14,15,14,12,12,13,10,19,7,18,14,15,3,13,11,9,9,9,10,11,11,10,15,24,14,18,29,22,34,24,28,32,25,27,30,19,18,16,24,22,33,23,29,24,32,25,23,28,23,19,27,33,43,35,28,29,20,42,34,41,37,32,27,32,27,20,19,25,12,18,15,17,18,13,10,11,10,8,6,7,7,6,6,3,5,4,4,3,3,3,3,2,0,2,1,0,1,0,12,13,13,13,14,13,12,12,13,11,14,12,6,8,12,10,6,15,15,7,9,6,9,17,12,16,13,11,25,20,23,24,31,23,29,21,30,20,35,25,15,21,25,32,27,28,22,20,24,26,28,26,21,28,23,25,28,31,28,30,31,35,26,30,27,19,39,28,18,23,23,19,19,16,12,14,7,16,13,6,11,9,10,6,10,8,7,6,6,2,4,7,3,3,3,1,1,2,2,1,0
2027,13,13,13,14,14,15,14,12,12,13,10,19,7,18,14,15,3,13,11,9,9,9,10,11,11,10,15,24,14,18,29,22,34,24,28,32,25,27,30,19,18,16,24,22,33,23,29,24,32,25,23,28,23,19,27,33,43,35,28,29,20,42,34,41,37,32,27,32,27,20,19,24,12,18,15,16,17,12,10,10,9,8,6,7,6,6,5,3,4,4,3,3,3,3,2,2,0,2,1,0,0,12,12,13,13,13,14,13,12,12,13,11,14,12,6,8,12,10,6,15,15,7,9,6,9,17,12,16,13,11,25,20,23,24,31,23,29,21,30,20,35,25,15,21,25,32,27,28,22,20,24,26,28,26,21,28,23,25,28,31,28,30,31,35,26,30,27,19,39,28,18,23,23,19,19,16,12,14,7,16,13,6,11,9,10,6,9,7,6,6,5,2,4,6,3,3,2,1,1,2,1,0
2028,12,13,13,13,14,14,15,14,12,12,13,10,19,7,18,14,15,3,13,11,9,9,9,10,11,11,10,15,24,14,18,29,22,34,24,28,32,25,27,30,19,18,16,24,22,33,23,29,24,32,25,23,28,23,19,27,33,43,35,28,29,20,42,34,41,37,32,27,31,27,20,19,23,12,17,15,15,16,11,10,9,8,7,6,6,6,5,5,3,4,3,3,3,3,2,2,2,0,2,1,0,11,12,12,13,13,13,14,13,12,12,13,11,14,12,6,8,12,10,6,15,15,7,9,6,9,17,12,16,13,11,25,20,23,24,31,23,29,21,30,20,35,25,15,21,25,32,27,28,22,20,24,26,28,26,21,28,23,25,28,31,28,30,31,35,26,30,27,19,39,28,18,23,23,19,19,16,12,14,7,16,13,6,11,9,9,6,8,6,6,5,4,2,3,5,3,2,2,1,1,1,0
