year,male,female,total
2019,8845,7544,16389
2020,8779,7486,16265
2021,8703,7432,16135
2022,8626,7374,16000
2023,8549,7317,15866
2024,8472,7256,15728
2025,8401,7204,15605
2026,8325,7151,15476
2027,8249,7095,15344
2028,8175,7041,15216
2029,8099,6984,15083
2030,8021,6927,14948
2031,7941,6871,14812
2032,7860,6811,14671
2033,7776,6749,14525
2034,7686,6689,14375
2035,7608,6636,14244
2036,7522,6582,14104
2037,7436,6522,13958
2038,7349,6455,13804
2039,7263,6391,13654
2040,7169,6324,13493
2041,7073,6258,13331
2042,6976,6192,13168
2043,6873,6123,12996
2044,6766,6056,12822
2045,6668,5997,12665
2046,6566,5935,12501
2047,6459,5874,12333
2048,6349,5810,12159
2049,6241,5746,11987
2050,6130,5685,11815
2051,6015,5621,11636
2052,5900,5560,11460
2053,5785,5494,11279
2054,5671,5431,11102
2055,5561,5370,10931
2056,5454,5314,10768
2057,5346,5257,10603
2058,5239,5201,10440
2059,5131,5139,10270
2060,5028,5074,10102
2061,4923,5008,9931
2062,4823,4939,9762
2063,4722,4865,9587
2064,4627,4791,9418
2065,4536,4721,9257
