year,0m,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,12m,13m,14m,15m,16m,17m,18m,19m,20m,21m,22m,23m,24m,25m,26m,27m,28m,29m,30m,31m,32m,33m,34m,35m,36m,37m,38m,39m,40m,41m,42m,43m,44m,45m,46m,47m,48m,49m,50m,51m,52m,53m,54m,55m,56m,57m,58m,59m,60m,61m,62m,63m,64m,65m,66m,67m,68m,69m,70m,71m,72m,73m,74m,75m,76m,77m,78m,79m,80m,81m,82m,83m,84m,85m,86m,87m,88m,89m,90m,91m,92m,93m,94m,95m,96m,97m,98m,99m,100m,0f,1f,2f,3f,4f,5f,6f,7f,8f,9f,10f,11f,12f,13f,14f,15f,16f,17f,18f,19f,20f,21f,22f,23f,24f,25f,26f,27f,28f,29f,30f,31f,32f,33f,34f,35f,36f,37f,38f,39f,40f,41f,42f,43f,44f,45f,46f,47f,48f,49f,50f,51f,52f,53f,54f,55f,56f,57f,58f,59f,60f,61f,62f,63f,64f,65f,66f,67f,68f,69f,70f,71f,72f,73f,74f,75f,76f,77f,78f,79f,80f,81f,82f,83f,84f,85f,86f,87f,88f,89f,90f,91f,92f,93f,94f,95f,96f,97f,98f,99f,100f
2019,33,21,26,22,29,21,30,39,29,29,28,21,31,36,37,50,47,55,66,64,61,61,74,81,71,66,74,87,59,62,61,67,60,58,73,71,66,57,54,56,72,66,69,59,65,65,73,61,89,86,72,89,88,84,90,105,91,90,100,99,91,64,94,80,66,56,56,61,60,43,37,44,32,28,33,38,41,44,49,56,37,33,40,36,20,24,14,21,16,10,12,5,3,4,2,3,1,3,1,0,0,24,24,27,27,28,32,27,27,20,11,18,24,25,30,33,38,41,40,54,71,67,70,71,65,57,72,59,59,62,62,43,58,40,40,58,40,47,53,55,60,56,54,51,47,59,61,58,54,48,65,71,62,62,65,69,56,65,70,55,46,54,55,52,51,46,53,47,51,49,47,34,42,39,29,37,39,39,48,40,43,36,47,33,35,26,28,21,20,23,22,10,11,11,7,4,9,4,2,2,1,3
2020,28,33,21,26,22,29,21,30,39,29,29,28,21,31,36,37,50,47,55,66,64,61,61,74,81,71,66,74,87,59,62,61,67,60,58,73,71,66,57,54,56,72,66,69,59,65,65,73,61,89,86,72,88,87,83,89,104,90,89,99,98,90,63,93,79,65,55,55,60,59,42,36,43,31,27,32,37,39,42,47,53,35,31,37,33,18,22,13,19,14,9,10,4,3,3,2,2,1,2,1,0,26,24,24,27,27,28,32,27,27,20,11,18,24,25,30,33,38,41,40,54,71,67,70,71,65,57,72,59,59,62,62,43,58,40,40,58,40,47,53,55,60,56,54,51,47,59,61,58,54,48,65,71,62,62,65,69,56,65,70,55,46,54,55,52,51,46,53,47,51,49,46,34,41,38,28,36,38,38,47,39,41,35,45,31,33,24,26,19,18,21,20,9,10,9,6,3,7,3,1,1,0
2021,29,28,33,21,26,22,29,21,30,39,29,29,28,21,31,36,37,50,47,55,66,64,61,61,74,81,71,66,74,87,59,62,61,67,60,58,73,71,66,57,54,56,72,66,69,59,65,65,73,61,89,85,72,87,86,82,88,103,89,88,98,97,89,62,92,78,64,54,54,59,58,41,35,42,30,26,31,35,37,40,44,50,33,29,34,30,16,20,12,17,12,8,8,3,2,2,2,2,1,1,0,27,26,24,24,27,27,28,32,27,27,20,11,18,24,25,30,33,38,41,40,54,71,67,70,71,65,57,72,59,59,62,62,43,58,40,40,58,40,47,53,55,60,56,54,51,47,59,61,58,54,48,65,71,62,62,65,69,56,65,70,55,46,54,55,52,51,46,53,47,50,48,45,34,40,37,27,35,37,37,46,38,39,33,43,29,31,22,24,17,16,19,18,8,9,8,5,2,5,2,1,0
2022,31,29,28,33,21,26,22,29,21,30,39,29,29,28,21,31,36,37,50,47,55,66,64,61,61,74,81,71,66,74,87,59,62,61,67,60,58,73,71,66,57,54,56,72,66,69,59,65,65,73,61,88,84,72,86,85,81,87,102,88,87,97,96,88,61,91,77,63,53,53,58,57,40,34,41,29,25,30,33,35,38,41,47,31,27,31,27,14,18,11,15,10,7,7,2,2,2,2,1,1,0,28,27,26,24,24,27,27,28,32,27,27,20,11,18,24,25,30,33,38,41,40,54,71,67,70,71,65,57,72,59,59,62,62,43,58,40,40,58,40,47,53,55,60,56,54,51,47,59,61,58,54,48,65,71,62,62,65,69,56,65,70,55,46,54,55,52,51,46,53,47,49,47,44,33,39,36,26,34,36,36,44,37,37,31,41,27,29,20,22,15,14,17,16,7,8,7,4,2,4,1,0
2023,32,31,29,28,33,21,26,22,29,21,30,39,29,29,28,21,31,36,37,50,47,55,66,64,61,61,74,81,71,66,74,87,59,62,61,67,60,58,73,71,66,57,54,56,72,66,69,59,65,65,73,61,87,83,71,85,84,80,86,101,87,86,96,95,87,60,90,76,62,52,52,57,56,39,33,40,28,24,29,31,33,36,38,44,29,25,28,24,12,16,10,13,8,6,6,2,2,2,1,1,0,29,28,27,26,24,24,27,27,28,32,27,27,20,11,18,24,25,30,33,38,41,40,54,71,67,70,71,65,57,72,59,59,62,62,43,58,40,40,58,40,47,53,55,60,56,54,51,47,59,61,58,54,48,65,71,62,62,65,69,56,65,70,55,46,54,55,52,51,46,52,46,48,46,43,32,38,35,25,33,35,35,42,35,35,29,38,25,27,18,20,13,12,15,14,6,7,6,3,1,3,0
2024,33,32,31,29,28,33,21,26,22,29,21,30,39,29,29,28,21,31,36,37,50,47,55,66,64,61,61,74,81,71,66,74,87,59,62,61,67,60,58,73,71,66,57,54,56,72,66,69,59,65,65,73,61,86,82,70,84,83,79,85,100,86,85,95,94,86,59,89,75,61,51,51,56,54,38,32,38,27,23,28,29,31,34,35,41,26,23,25,21,11,14,9,11,7,5,5,2,2,1,1,0,31,29,28,27,26,24,24,27,27,28,32,27,27,20,11,18,24,25,30,33,38,41,40,54,71,67,70,71,65,57,72,59,59,62,62,43,58,40,40,58,40,47,53,55,60,56,54,51,47,59,61,58,54,48,65,71,62,62,65,69,56,65,70,55,46,54,55,52,51,46,51,45,47,45,42,31,37,34,24,32,34,34,40,33,33,27,35,23,25,16,18,11,10,13,12,5,6,5,2,1,0
2025,33,33,32,31,29,28,33,21,26,22,29,21,30,39,29,29,28,21,31,36,37,50,47,55,66,64,61,61,74,81,71,66,74,87,59,62,61,67,60,58,73,71,66,57,54,56,72,66,69,59,65,65,73,61,85,81,69,83,82,78,84,99,85,84,94,93,85,58,88,74,60,50,50,54,52,37,31,36,26,22,27,27,29,32,32,38,24,21,22,19,10,12,8,9,6,4,4,2,2,1,0,31,31,29,28,27,26,24,24,27,27,28,32,27,27,20,11,18,24,25,30,33,38,41,40,54,71,67,70,71,65,57,72,59,59,62,62,43,58,40,40,58,40,47,53,55,60,56,54,51,47,59,61,58,54,48,65,71,62,62,65,69,56,65,70,55,46,54,55,52,51,46,50,44,46,44,41,30,36,33,23,31,33,33,38,31,31,25,32,21,23,14,16,10,9,11,10,4,5,4,1,0
2026,34,33,33,32,31,29,28,33,21,26,22,29,21,30,39,29,29,28,21,31,36,37,50,47,55,66,64,61,61,74,81,71,66,74,87,59,62,61,67,60,58,73,71,66,57,54,56,72,66,69,59,65,65,73,61,84,80,68,82,81,77,83,98,84,83,93,92,84,57,86,73,59,49,49,52,50,36,30,34,25,21,25,25,27,30,29,35,22,19,19,17,9,10,7,7,5,3,3,2,1,0,31,31,31,29,28,27,26,24,24,27,27,28,32,27,27,20,11,18,24,25,30,33,38,41,40,54,71,67,70,71,65,57,72,59,59,62,62,43,58,40,40,58,40,47,53,55,60,56,54,51,47,59,61,58,54,48,65,71,62,62,65,69,56,65,70,55,46,54,55,52,50,45,49,43,45,43,40,29,35,32,22,30,32,31,36,29,29,23,29,19,21,12,14,9,8,9,8,3,4,3,0
2027,34,34,33,33,32,31,29,28,33,21,26,22,29,21,30,39,29,29,28,21,31,36,37,50,47,55,66,64,61,61,74,81,71,66,74,87,59,62,61,67,60,58,73,71,66,57,54,56,72,66,69,59,65,65,73,61,83,79,67,81,80,76,82,97,83,82,92,91,83,56,84,71,58,48,48,50,48,35,29,32,24,20,23,23,25,28,26,32,20,17,17,15,8,8,6,6,4,2,2,1,0,31,31,31,31,29,28,27,26,24,24,27,27,28,32,27,27,20,11,18,24,25,30,33,38,41,40,54,71,67,70,71,65,57,72,59,59,62,62,43,58,40,40,58,40,47,53,55,60,56,54,51,47,59,61,58,54,48,65,71,62,62,65,69,56,65,70,55,46,54,55,51,49,44,48,42,44,42,39,28,34,31,21,29,31,29,34,27,27,21,26,17,19,10,12,8,7,7,6,2,3,0
2028,34,34,34,33,33,32,31,29,28,33,21,26,22,29,21,30,39,29,29,28,21,31,36,37,50,47,55,66,64,61,61,74,81,71,66,74,87,59,62,61,67,60,58,73,71,66,57,54,56,72,66,69,59,65,65,72,61,82,78,66,80,79,75,81,96,82,81,91,89,81,55,82,69,56,47,46,48,46,33,28,30,23,19,21,21,23,25,23,29,18,15,15,13,7,7,5,5,3,2,1,0,31,31,31,31,31,29,28,27,26,24,24,27,27,28,32,27,27,20,11,18,24,25,30,33,38,41,40,54,71,67,70,71,65,57,72,59,59,62,62,43,58,40,40,58,40,47,53,55,60,56,54,51,47,59,61,58,54,48,65,71,62,62,65,69,56,65,70,55,46,54,54,50,48,43,47,41,43,41,38,27,33,30,20,28,29,27,32,25,25,19,23,15,17,9,10,7,6,5,5,1,0
