統計年月,區域別,村里,戶數,人口數,人口數-男,人口數-女,0歲-男,0歲-女,1歲-男,1歲-女,2歲-男,2歲-女,3歲-男,3歲-女,4歲-男,4歲-女,5歲-男,5歲-女,6歲-男,6歲-女,7歲-男,7歲-女,8歲-男,8歲-女,9歲-男,9歲-女,10歲-男,10歲-女,11歲-男,11歲-女,12歲-男,12歲-女,13歲-男,13歲-女,14歲-男,14歲-女,15歲-男,15歲-女,16歲-男,16歲-女,17歲-男,17歲-女,18歲-男,18歲-女,19歲-男,19歲-女,20歲-男,20歲-女,21歲-男,21歲-女,22歲-男,22歲-女,23歲-男,23歲-女,24歲-男,24歲-女,25歲-男,25歲-女,26歲-男,26歲-女,27歲-男,27歲-女,28歲-男,28歲-女,29歲-男,29歲-女,30歲-男,30歲-女,31歲-男,31歲-女,32歲-男,32歲-女,33歲-男,33歲-女,34歲-男,34歲-女,35歲-男,35歲-女,36歲-男,36歲-女,37歲-男,37歲-女,38歲-男,38歲-女,39歲-男,39歲-女,40歲-男,40歲-女,41歲-男,41歲-女,42歲-男,42歲-女,43歲-男,43歲-女,44歲-男,44歲-女,45歲-男,45歲-女,46歲-男,46歲-女,47歲-男,47歲-女,48歲-男,48歲-女,49歲-男,49歲-女,50歲-男,50歲-女,51歲-男,51歲-女,52歲-男,52歲-女,53歲-男,53歲-女,54歲-男,54歲-女,55歲-男,55歲-女,56歲-男,56歲-女,57歲-男,57歲-女,58歲-男,58歲-女,59歲-男,59歲-女,60歲-男,60歲-女,61歲-男,61歲-女,62歲-男,62歲-女,63歲-男,63歲-女,64歲-男,64歲-女,65歲-男,65歲-女,66歲-男,66歲-女,67歲-男,67歲-女,68歲-男,68歲-女,69歲-男,69歲-女,70歲-男,70歲-女,71歲-男,71歲-女,72歲-男,72歲-女,73歲-男,73歲-女,74歲-男,74歲-女,75歲-男,75歲-女,76歲-男,76歲-女,77歲-男,77歲-女,78歲-男,78歲-女,79歲-男,79歲-女,80歲-男,80歲-女,81歲-男,81歲-女,82歲-男,82歲-女,83歲-男,83歲-女,84歲-男,84歲-女,85歲-男,85歲-女,86歲-男,86歲-女,87歲-男,87歲-女,88歲-男,88歲-女,89歲-男,89歲-女,90歲-男,90歲-女,91歲-男,91歲-女,92歲-男,92歲-女,93歲-男,93歲-女,94歲-男,94歲-女,95歲-男,95歲-女,96歲-男,96歲-女,97歲-男,97歲-女,98歲-男,98歲-女,99歲-男,99歲-女,100歲以上-男,100歲以上-女,
10404,南投縣南投市,三和里,1191,3522,1744,1778,11,12,13,11,18,15,14,20,12,9,24,18,20,25,15,20,28,14,23,8,25,15,24,13,14,23,21,18,22,24,27,14,23,24,17,24,29,20,16,16,19,21,22,27,24,26,22,17,23,20,22,28,22,25,23,27,20,20,26,23,25,27,24,30,24,22,32,23,26,21,24,23,29,26,29,27,29,36,15,25,17,24,19,17,33,20,18,17,34,26,21,27,19,25,31,28,18,27,23,23,22,25,30,16,24,29,24,33,25,21,23,21,21,24,26,14,19,27,26,26,14,25,27,26,23,24,24,21,24,19,11,23,19,25,13,26,17,16,3,13,12,14,16,15,20,17,16,22,17,17,17,18,13,13,19,12,9,14,17,17,12,11,3,11,9,16,8,9,5,7,7,10,5,8,4,7,4,3,1,2,4,2,2,3,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
10404,南投縣南投市,三民里,366,1025,498,527,7,2,4,6,3,6,2,2,4,1,4,3,6,3,2,5,4,6,6,2,3,2,3,1,4,4,4,6,7,8,7,5,10,8,5,9,6,5,8,7,6,6,8,10,5,4,11,15,4,7,5,8,10,5,9,12,6,6,7,9,6,5,9,8,13,3,5,12,10,12,3,5,8,6,11,5,5,7,9,4,7,6,4,8,6,8,6,6,4,4,5,6,6,11,10,8,1,4,6,9,7,8,8,9,4,4,10,10,7,9,8,12,6,8,5,6,15,9,9,6,15,7,4,5,9,12,9,6,7,9,8,4,6,3,0,2,5,3,2,2,0,2,4,2,1,5,3,6,5,5,4,1,2,4,5,7,2,7,3,3,1,3,4,6,0,4,1,4,3,3,1,6,2,2,2,2,2,1,1,3,1,3,1,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10404,南投縣南投市,三興里,2159,6608,3314,3294,15,25,18,21,22,22,31,20,37,26,30,28,41,48,59,36,38,26,37,29,46,40,47,30,35,40,44,46,38,41,62,48,52,39,58,48,57,61,53,65,64,51,51,57,65,61,58,55,75,58,61,55,56,47,53,41,39,41,53,44,56,49,46,47,45,42,39,46,59,41,50,42,41,41,42,39,44,54,41,41,41,45,34,49,48,38,36,48,44,45,46,58,49,49,54,70,45,60,62,66,37,47,57,57,53,59,50,52,56,61,55,53,55,68,52,42,53,50,41,47,33,42,42,39,40,38,39,52,30,39,21,17,30,23,18,17,13,29,17,17,6,19,18,10,11,18,16,16,21,13,13,7,15,12,10,12,10,15,8,12,8,10,6,10,6,12,5,13,8,11,5,5,3,7,7,7,10,5,4,1,2,1,4,5,0,1,0,2,4,1,1,1,1,0,1,0,0,0,1,0,1,0,
10404,南投縣南投市,仁和里,218,603,294,309,2,3,2,1,0,1,0,0,4,0,5,4,3,3,2,3,3,1,1,1,3,7,1,2,0,2,1,3,3,2,3,2,5,3,6,1,2,5,7,3,4,4,6,4,4,3,2,4,6,6,7,4,7,7,4,7,4,2,1,5,6,2,7,5,7,6,6,6,5,5,7,5,5,1,2,4,3,0,2,4,1,5,0,2,2,3,4,8,6,4,1,2,3,3,4,3,3,5,5,7,4,5,5,7,5,3,2,6,7,4,3,4,1,10,5,6,4,8,7,6,1,4,9,4,4,4,5,2,5,2,3,5,3,2,1,6,2,1,3,1,3,1,2,1,6,2,0,2,2,3,2,3,3,3,2,1,2,2,5,2,1,1,0,2,1,7,1,2,0,1,3,1,1,3,1,2,0,1,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,
10404,南投縣南投市,光明里,572,1326,613,713,3,0,1,1,2,2,1,1,4,1,2,2,3,4,4,6,1,2,2,4,12,10,6,8,11,8,12,7,8,4,3,4,6,11,6,4,7,5,3,8,4,6,9,5,5,9,6,5,4,5,5,2,3,5,8,1,3,1,2,7,9,7,4,3,6,7,5,7,4,4,10,8,2,4,3,2,2,7,4,3,3,5,5,5,8,9,9,13,8,8,10,5,10,9,10,15,11,12,8,3,9,16,12,7,8,8,9,13,8,10,2,9,9,12,6,12,4,8,8,8,5,7,7,5,7,9,10,7,8,12,9,10,6,6,4,15,4,6,9,12,6,17,5,15,5,18,8,29,10,30,10,22,12,14,12,19,9,8,10,6,8,13,9,9,6,4,9,6,10,8,12,6,9,4,5,2,5,5,8,1,4,2,6,5,6,0,2,2,2,1,1,0,1,0,2,1,0,0,0,0,0,0,
10404,南投縣南投市,光榮里,618,1420,704,716,1,2,0,0,0,1,3,3,1,2,2,2,4,1,0,1,2,2,2,3,4,2,7,4,13,7,8,8,9,4,5,5,10,8,10,6,12,2,7,3,14,6,3,8,10,4,11,5,7,3,4,5,10,4,11,4,5,3,10,3,9,2,5,7,6,3,8,8,7,4,5,9,4,8,5,4,3,4,7,3,6,4,5,1,6,6,4,4,11,11,13,8,8,7,12,8,11,9,11,10,12,3,7,12,10,13,8,7,8,11,11,12,15,12,11,11,8,6,15,4,12,12,3,15,8,10,12,8,10,16,9,13,12,13,3,8,7,12,6,12,5,15,10,9,5,19,12,8,10,15,6,20,4,17,7,15,4,10,6,19,8,12,8,10,5,10,7,13,9,13,9,8,10,11,12,17,6,9,7,3,7,8,9,4,5,1,4,3,3,3,4,1,2,0,1,2,0,0,0,0,1,0,
10404,南投縣南投市,光華里,471,1137,531,606,4,0,2,0,2,0,2,1,5,1,4,6,13,12,8,8,4,4,10,9,5,4,6,8,5,5,6,1,2,3,4,4,2,3,2,5,3,5,3,2,7,8,5,4,5,5,7,6,2,7,4,3,6,4,4,8,7,2,8,1,4,8,4,4,5,4,6,6,6,4,5,6,9,4,6,2,9,2,6,5,1,5,1,5,2,1,6,8,5,4,5,6,10,7,4,6,5,4,7,15,4,5,5,3,8,4,11,10,6,8,7,13,8,14,9,6,10,8,10,6,9,8,4,8,10,7,10,9,7,12,9,16,5,13,9,8,3,9,3,5,4,4,7,6,4,11,2,7,5,11,5,10,2,16,4,13,2,15,5,14,4,9,7,12,9,7,2,6,7,8,7,8,7,10,7,8,8,4,7,7,2,5,6,1,5,1,3,1,4,0,1,2,1,0,2,1,0,0,1,1,1,1,
10404,南投縣南投市,光輝里,232,705,337,368,2,0,0,1,2,1,2,1,2,5,6,3,13,7,5,9,11,4,0,6,4,10,3,11,4,6,11,4,5,4,5,9,4,1,5,3,7,6,4,1,5,6,8,4,4,3,3,1,2,4,5,5,5,3,3,0,2,2,3,7,1,2,4,4,2,5,4,5,5,8,5,6,4,6,6,3,5,7,9,8,3,3,3,4,1,8,7,8,4,2,5,5,4,8,4,3,4,4,6,8,6,2,8,5,5,3,0,1,8,5,4,6,3,8,1,5,8,8,4,4,7,3,4,2,3,4,4,2,5,5,2,6,4,5,5,2,5,3,0,2,3,4,1,4,1,2,3,3,0,6,3,3,2,3,1,2,2,0,1,1,0,6,2,0,2,2,1,2,1,1,0,4,0,1,1,2,2,1,0,1,1,1,2,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
10404,南投縣南投市,內新里,547,1790,983,807,8,5,12,9,10,3,5,1,4,4,2,1,6,3,6,2,4,3,5,7,10,7,20,8,21,17,15,15,18,22,23,10,16,13,11,19,17,11,13,15,13,11,20,15,14,13,16,6,8,11,15,10,12,11,10,7,7,9,7,10,15,15,18,11,14,14,12,7,20,13,15,8,16,11,16,8,17,7,7,14,17,14,11,13,19,17,15,15,16,12,17,8,17,8,11,9,14,14,17,12,21,10,13,16,15,15,20,15,17,9,11,5,16,13,11,9,14,13,15,9,12,14,7,9,7,11,10,10,9,12,5,6,13,7,5,8,6,4,5,2,9,7,7,4,6,6,7,8,5,4,5,9,4,1,9,2,9,8,4,5,7,3,2,3,6,4,2,7,6,6,0,0,3,5,2,5,3,7,1,2,0,1,0,1,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
10404,南投縣南投市,內興里,2609,8047,3991,4056,32,28,19,13,38,30,24,30,21,17,23,12,14,21,21,20,29,36,36,29,44,37,62,64,137,115,108,96,81,70,85,74,61,64,62,77,77,74,68,72,61,82,61,62,66,55,71,56,54,57,58,55,60,48,65,50,52,44,47,68,60,54,57,57,65,48,47,58,66,39,43,51,59,43,55,56,58,66,59,73,43,50,46,55,46,57,65,69,56,65,63,77,50,56,62,75,65,70,69,57,59,79,59,77,57,69,60,65,56,66,59,58,71,61,48,63,51,61,54,62,55,51,42,55,56,51,42,48,37,37,47,27,24,42,37,24,11,27,13,15,22,16,21,26,25,23,21,17,14,19,20,9,13,19,15,22,13,15,13,17,8,16,14,11,6,7,18,6,6,13,11,10,12,6,6,10,7,4,3,4,3,4,5,3,1,3,1,2,3,2,1,0,0,0,0,0,0,0,0,0,0,2,
