year,age_range,male,female,total
2019,0-4,4446,4060,8506
2019,5-9,5251,4760,10011
2019,10-14,4976,4476,9452
2019,15-19,5883,5390,11273
2019,20-24,6659,6312,12971
2019,25-29,5824,5775,11599
2019,30-34,5380,5738,11118
2019,35-39,6382,7638,14020
2019,40-44,6556,8374,14930
2019,45-49,6536,8624,15160
2019,50-54,6762,8137,14899
2019,55-59,6043,6666,12709
2019,60-64,4328,4988,9316
2019,65-69,3300,3822,7122
2019,70-74,1689,2049,3738
2019,75-79,1146,1585,2731
2019,80-84,709,1023,1732
2019,85-89,396,533,929
2019,90-94,231,193,424
2019,95-99,46,54,100
2019,100+,1,6,7
2020,0-4,4028,3663,7691
2020,5-9,5427,4974,10401
2020,10-14,4900,4441,9341
2020,15-19,5472,4952,10424
2020,20-24,6795,6366,13161
2020,25-29,6017,5825,11842
2020,30-34,5343,5642,10985
2020,35-39,6157,7267,13424
2020,40-44,6708,8417,15125
2020,45-49,6262,8374,14636
2020,50-54,6870,8467,15337
2020,55-59,6158,7020,13178
2020,60-64,4553,5167,9720
2020,65-69,3498,4094,7592
2020,70-74,1952,2348,4300
2020,75-79,1158,1538,2696
2020,80-84,731,1066,1797
2020,85-89,376,605,981
2020,90-94,238,211,449
2020,95-99,62,58,120
2020,100+,0,0,0
2021,0-4,3738,3394,7132
2021,5-9,5439,5012,10451
2021,10-14,4884,4418,9302
2021,15-19,5242,4671,9913
2021,20-24,6615,6255,12870
2021,25-29,6318,5974,12292
2021,30-34,5404,5695,11099
2021,35-39,5806,6733,12539
2021,40-44,6769,8259,15028
2021,45-49,6214,8384,14598
2021,50-54,6801,8640,15441
2021,55-59,6288,7358,13646
2021,60-64,4849,5359,10208
2021,65-69,3574,4281,7855
2021,70-74,2324,2747,5071
2021,75-79,1111,1510,2621
2021,80-84,780,1138,1918
2021,85-89,391,650,1041
2021,90-94,224,240,464
2021,95-99,69,54,123
2021,100+,0,0,0
2022,0-4,3534,3206,6740
2022,5-9,5220,4720,9940
2022,10-14,4979,4625,9604
2022,15-19,5122,4579,9701
2022,20-24,6258,5876,12134
2022,25-29,6649,6286,12935
2022,30-34,5552,5657,11209
2022,35-39,5534,6262,11796
2022,40-44,6672,8186,14858
2022,45-49,6252,8191,14443
2022,50-54,6711,8818,15529
2022,55-59,6325,7609,13934
2022,60-64,5239,5733,10972
2022,65-69,3672,4369,8041
2022,70-74,2557,3126,5683
2022,75-79,1180,1563,2743
2022,80-84,794,1207,2001
2022,85-89,412,671,1083
2022,90-94,223,275,498
2022,95-99,72,60,132
2022,100+,0,0,0
2023,0-4,3426,3147,6573
2023,5-9,4907,4459,9366
2023,10-14,5109,4704,9813
2023,15-19,4994,4516,9510
2023,20-24,6141,5658,11799
2023,25-29,6624,6265,12889
2023,30-34,5630,5714,11344
2023,35-39,5438,5992,11430
2023,40-44,6554,7873,14427
2023,45-49,6321,8273,14594
2023,50-54,6484,8690,15174
2023,55-59,6483,7824,14307
2023,60-64,5522,6172,11694
2023,65-69,3801,4554,8355
2023,70-74,2803,3410,6213
2023,75-79,1274,1657,2931
2023,80-84,820,1271,2091
2023,85-89,434,707,1141
2023,90-94,206,295,501
2023,95-99,76,63,139
2023,100+,0,0,0
2024,0-4,3462,3218,6680
2024,5-9,4446,4060,8506
2024,10-14,5251,4760,10011
2024,15-19,4976,4476,9452
2024,20-24,5865,5390,11255
2024,25-29,6634,6312,12946
2024,30-34,5799,5767,11566
2024,35-39,5341,5714,11055
2024,40-44,6304,7605,13909
2024,45-49,6430,8318,14748
2024,50-54,6356,8538,14894
2024,55-59,6515,8021,14536
2024,60-64,5744,6530,12274
2024,65-69,4030,4829,8859
2024,70-74,2952,3613,6565
2024,75-79,1420,1858,3278
2024,80-84,859,1324,2183
2024,85-89,454,742,1196
2024,90-94,197,302,499
2024,95-99,79,73,152
2024,100+,0,0,0
2025,0-4,3452,3210,6662
2025,5-9,4028,3663,7691
2025,10-14,5427,4974,10401
2025,15-19,4900,4441,9341
2025,20-24,5458,4952,10410
2025,25-29,6770,6366,13136
2025,30-34,5992,5818,11810
2025,35-39,5305,5617,10922
